Glon_1,Glat_1,3_6mag,e_3_6mag,4_5mag,e_4_5mag,size,sources_cluster,tile,color_bin,sources_20_arcmin,sources_tile,significance,overdensity,comments,Separation
320.254636,-0.083033,13.31133333,0.112933333,12.36046667,0.121,0.040438425,15,split_295.0_335.0/25_3.csv,0.6-4.0,125,195903,0.472826218,1.71,,0.175818847
320.327892,-0.011747,13.54257576,0.11730303,12.61490909,0.138272727,0.055842931,33,split_295.0_335.0/25_3.csv,0.6-4.0,182,195903,0.753269277,2.43,,0.171634689
320.18544,0.844064,12.97115556,0.091777778,12.10813333,0.119666667,0.035266742,45,split_295.0_335.0/25_3.csv,0.6-4.0,108,195903,1.626491086,9.22,,0.193716897
317.271028,0.117757,13.03971429,0.119571429,12.11621429,0.116571429,0.034674016,14,split_295.0_335.0/22_3.csv,0.6-4.0,200,173857,0.546327247,2.59,,0.184717787
317.803237,0.476783,13.64494737,0.135368421,12.63368421,0.158052632,0.069559617,19,split_295.0_335.0/22_3.csv,0.6-4.0,96,173857,0.36959441,1.9,,0.146574621
306.226725,5.28E-04,13.407,0.096666667,12.4904,0.0998,0.061697642,15,split_295.0_335.0/11_3.csv,0.6-4.0,160,159526,0.343425088,0.33,,0.135131872
306.504116,0.0713015,13.81766667,0.089583333,13.046875,0.128166667,0.056544581,24,split_295.0_335.0/11_3.csv,0.6-4.0,163,159526,0.59955576,3.2,,0.057852543
306.070121,0.353808,14.38082353,0.115647059,13.48694118,0.166470588,0.05046476,17,split_295.0_335.0/11_3.csv,0.6-4.0,114,159526,0.475849958,2.04,,0.08090018
323.368603,0.161425,13.30226829,0.116756098,12.39014634,0.143926829,0.049106479,41,split_295.0_335.0/28_3.csv,0.6-4.0,270,207853,1.03321802,3.64,,0.090627016
323.705404,0.623925,13.129,0.11795,12.3457,0.12605,0.056737277,20,split_295.0_335.0/28_3.csv,0.6-4.0,122,207853,0.436222864,0.62,VVV_CL053,0.091157807
311.594312,-0.500803,13.40123529,0.095352941,12.56623529,0.124705882,0.0378682,17,split_295.0_335.0/16_2.csv,0.6-4.0,224,170413,0.61354717,3.35,,0.044516141
327.41267,0.452193,13.58703571,0.125071429,12.67317857,0.135785714,0.054529756,28,split_295.0_335.0/32_3.csv,0.6-4.0,213,204276,0.640974675,2.65,,0.110894096
302.444846,-0.103489,13.50234483,0.103517241,12.63896552,0.129517241,0.053490001,29,split_295.0_335.0/7_3.csv,0.6-4.0,117,130355,0.847201283,2.21,[MCM2005b]_34,0.170269649
302.165636,0.0664,13.81505882,0.125882353,12.83423529,0.137058824,0.072749399,17,split_295.0_335.0/7_3.csv,0.6-4.0,98,130355,0.365157925,1.13,VVV_CL018,0.129599913
302.384939,0.292004,13.56007143,0.126142857,12.66842857,0.107785714,0.025261388,14,split_295.0_335.0/7_3.csv,0.6-4.0,96,130355,0.866028212,5.31,,0.141136293
302.0308425,0.2467695,13.6385,0.108035714,12.69642857,0.110392857,0.044968127,28,split_295.0_335.0/7_3.csv,0.6-4.0,124,130355,0.973003615,6.97,,0.188331897
301.9476825,0.3136945,13.40645455,0.111090909,12.57095455,0.098818182,0.043921473,22,split_295.0_335.0/7_3.csv,0.6-4.0,118,130355,0.782721028,4.02,G3CC_7,0.066027036
302.0323915,0.6238695,14.04227273,0.108954545,12.87031818,0.122772727,0.049973754,22,split_295.0_335.0/7_3.csv,0.6-4.0,171,130355,0.687926312,2.37,,0.113970824
329.015937,0.984986,13.33895238,0.100142857,12.36042857,0.130095238,0.028247616,21,split_295.0_335.0/34_4.csv,0.6-4.0,219,187914,0.967571316,4.67,,0.142416118
329.282041,1.370103,13.60505882,0.106411765,12.54,0.111352941,0.052642428,17,split_295.0_335.0/34_4.csv,0.6-4.0,68,187914,0.420299142,5.88,,0.147946915
329.509769,1.586378,13.49971429,0.100047619,12.64209524,0.126857143,0.081242874,21,split_295.0_335.0/34_4.csv,0.6-4.0,55,187914,0.336418221,4.93,,0.136879291
303.125899,0.305397,14.37553333,0.1122,13.42606667,0.150866667,0.053783768,15,split_295.0_335.0/8_3.csv,0.6-4.0,121,143234,0.415759361,6.1,,0.011431747
319.335325,0.911517,13.54593548,0.103354839,12.58332258,0.122387097,0.020940483,31,split_295.0_335.0/24_4.csv,0.6-4.0,152,41120,4.118826588,5.94,G3CC_23,0.108873699
317.575823,-0.953154,13.00216667,0.096833333,12.08120833,0.127708333,0.063223799,24,split_295.0_335.0/22_2.csv,0.6-4.0,89,178466,0.506964997,3.04,,0.185085417
317.292457,-0.483072,13.268,0.112785714,12.46664286,0.1315,0.044983564,14,split_295.0_335.0/22_2.csv,0.6-4.0,115,178466,0.415643979,6.1,off,0.184715541
324.171075,0.398344,13.65389474,0.126368421,12.56894737,0.134421053,0.019856572,19,split_295.0_335.0/29_3.csv,0.6-4.0,203,213388,1.168663246,6.36,,0.182206468
324.1712335,0.4404545,13.467875,0.1139375,12.5555625,0.148375,0.024650389,16,split_295.0_335.0/29_3.csv,0.6-4.0,186,213388,0.792750036,4.82,,0.203380279
319.3780155,0.8622275,13.3645,0.090555556,12.25533333,0.1045,0.016290358,18,split_295.0_335.0/24_3.csv,0.6-4.0,117,196140,1.40761488,6,,0.113571308
334.335131,-0.898833,13.42873333,0.137533333,12.61226667,0.156266667,0.042194423,15,split_295.0_335.0/39_2.csv,0.6-4.0,159,286116,0.374964538,4,,0.162946996
334.4614125,-0.8575845,13.05142857,0.094285714,12.308,0.122714286,0.034789034,14,split_295.0_335.0/39_2.csv,0.6-4.0,169,286116,0.424462826,4.04,,0.071607405
316.76027,-0.008697,13.5336129,0.117677419,12.32803226,0.123774194,0.021353567,31,split_295.0_335.0/21_3.csv,0.6-4.0,369,173462,1.966591483,7.5,,0.108538699
316.717498,0.12875,13.84222222,0.115777778,12.92272222,0.128222222,0.022553506,18,split_295.0_335.0/21_3.csv,0.6-4.0,382,173462,1.081138506,6,,0.18013305
316.830995,0.102094,13.73569231,0.109769231,12.81761538,0.139846154,0.025026794,13,split_295.0_335.0/21_3.csv,0.6-4.0,260,173462,0.703657006,5.06,,0.028116287
315.882588,0.300903,12.96569565,0.104913043,12.04395652,0.126086957,0.032057683,23,split_295.0_335.0/21_3.csv,0.6-4.0,97,173462,0.97189331,4.82,,0.044518283
316.528271,0.550253,13.74669231,0.106384615,12.88446154,0.137153846,0.0524908,13,split_295.0_335.0/21_3.csv,0.6-4.0,102,173462,0.335492679,5.66,,0.198820398
311.587559,0.279622,13.4274375,0.114375,12.5784375,0.12725,0.014960775,16,split_295.0_335.0/16_3.csv,0.6-4.0,613,159026,1.513062593,6.94,,0.167514366
311.484924,0.1206085,14.18975,0.130333333,13.38391667,0.135833333,0.015892639,12,split_295.0_335.0/16_3.csv,0.6-4.0,287,159026,1.068258153,4.49,IR,2.192312841
311.0357395,0.379771,13.43282353,0.1265,12.62717647,0.139029412,0.036874789,34,split_295.0_335.0/16_3.csv,0.6-4.0,178,159026,1.304488837,2.3,[PZD2009]_J135957.4-612432.9,0.176389295
311.046001,0.6903375,13.15285714,0.106214286,12.03471429,0.121142857,0.019963255,14,split_295.0_335.0/16_3.csv,0.6-4.0,125,159026,0.992173627,4.22,,0.135091914
310.952221,0.727331,13.40107692,0.106153846,12.47061538,0.114307692,0.035851173,13,split_295.0_335.0/16_3.csv,0.6-4.0,98,159026,0.513016082,1.81,,0.134827395
334.940862,0.791061,13.61995122,0.132341463,12.84090244,0.161439024,0.108580424,41,split_295.0_335.0/40_3.csv,0.6-4.0,59,38163,1.090526272,1.05,,0.19608236
328.09757,-0.369896,13.957375,0.1290625,12.9395625,0.1413125,0.019333821,16,split_295.0_335.0/33_2.csv,0.6-4.0,379,204522,1.032422188,3.92,,0.108947922
321.804559,-0.116697,13.81692308,0.118538462,12.86953846,0.14,0.030738728,13,split_295.0_335.0/26_3.csv,0.6-4.0,107,208429,0.522640969,7.16,,0.147994568
321.203906,0.540008,13.12568,0.12076,12.24624,0.1614,0.069570981,25,split_295.0_335.0/26_3.csv,0.6-4.0,103,208429,0.44407658,3.65,,0.035937655
334.3322395,0.9642415,13.32605556,0.118777778,12.4295,0.143777778,0.013609456,18,split_295.0_335.0/39_4.csv,0.6-4.0,147,197464,1.679240296,9.39,,0.206189576
333.971947,0.078811,13.50333333,0.11647619,12.54228571,0.132380952,0.032007962,42,split_295.0_335.0/39_3.csv,0.6-4.0,523,251112,1.477347268,4.47,,0.173771904
334.646228,0.4406275,13.382125,0.118125,12.562625,0.144875,0.013346811,16,split_295.0_335.0/39_3.csv,0.6-4.0,265,251112,1.349689305,3.75,,0.141263936
307.072783,0.533478,13.85217391,0.115565217,12.98426087,0.147434783,0.10563985,46,split_295.0_335.0/12_3.csv,0.6-4.0,107,173851,0.589205133,3.11,,0.100133569
