'Glon','Glat','comments',col1,Glon,Glat,3_6mag,e_3_6mag,4_5mag,e_4_5mag,size,sources_cluster,tile,color_bin,sources_20_arcmin,sources_tile,significance,overdensity,Separation
1.1819,-0.3944,,1534,1.181857,-0.394439,13.202481481481481,0.0908888888888889,12.482666666666667,0.13248148148148145,0.027267882517716672,27,split_0.0_15.0/1_4.csv,0.6-4.0,776,451607,0.8312986613220511,5.37,0.2089820232056188
1.379,2.8922,,114,1.378974,2.892153,13.567391304347826,0.1197391304347826,12.726478260869568,0.14799999999999994,0.0721295512948751,23,split_0.0_15.0/1_7.csv,0.6-4.0,64,291722,0.33308500203534497,6.79,0.19328458654665542
1.4523,0.2017,,1785,1.452259,0.201653,12.932846153846155,0.09553846153846154,12.128769230769231,0.10092307692307692,0.014459,13,split_0.0_15.0/1_4.csv,0.6-4.0,1907,451607,0.7548311702383054,3.75,0.22453621495718945
1.4647,0.0973,,1651,1.464745,0.0973,13.201809523809526,0.11247619047619048,12.453,0.13266666666666665,0.010311769780207413,21,split_0.0_15.0/1_4.csv,0.6-4.0,3020,451607,1.7097429336741006,3.21,0.16199976641437272
1.4902,0.0035,,1659,1.4902309999999999,0.003542,13.298,0.101027027027027,12.458540540540545,0.1097027027027027,0.014190217087838934,37,split_0.0_15.0/1_4.csv,0.6-4.0,3992,451607,2.189058741872332,1.77,0.18792520412002808
1.4977,0.0995,,1754,1.4977170000000002,0.0995485,12.80972727272727,0.10813636363636367,11.995363636363635,0.11559090909090908,0.015402386543974262,22,split_0.0_15.0/1_4.csv,0.6-4.0,3004,451607,1.1991662406189334,3.54,0.185013483996362
1.7713,0.0034,,1783,1.7713279999999998,0.003403,12.911837837837837,0.1115135135135135,12.161891891891893,0.11737837837837838,0.01968547528001274,37,split_0.0_15.0/1_4.csv,0.6-4.0,2350,451607,1.5779765702044986,6.12,0.10137690298560298
1.5919,-0.2061,,1723,1.5919455,-0.206125,13.0325,0.08850000000000001,12.35925,0.10458333333333336,0.008485379499468603,12,split_0.0_15.0/1_4.csv,0.6-4.0,2905,451607,1.1872842502793264,5.31,0.18689259329682895
1.937,-0.1682,,1784,1.9370435,-0.168151,13.28463157894737,0.09578947368421052,12.386315789473686,0.11376315789473684,0.023698179281328856,38,split_0.0_15.0/1_4.csv,0.6-4.0,1055,451607,1.3462116578487011,2.7,0.2358849972853114
1.5308,-0.0422,,1662,1.5308099999999998,-0.0421735,13.239571428571427,0.11699999999999999,12.280714285714282,0.1115,0.00676807404288675,14,split_0.0_15.0/1_4.csv,0.6-4.0,4099,451607,1.7366314654820099,3.89,0.1019634101094656
2.0162,-0.1886,,344,2.016164,-0.188617,13.67876,0.11575999999999999,12.946559999999998,0.12624000000000002,0.02984669269785192,25,split_0.0_15.0/2_4.csv,0.6-4.0,416,418617,0.7303994335406215,1.5,0.14331705860842328
2.1112,0.3018,,426,2.1112490000000004,0.30182800000000004,13.444444444444445,0.08111111111111112,12.666185185185187,0.0934814814814815,0.017748996704039413,27,split_0.0_15.0/2_4.csv,0.6-4.0,341,418617,1.3264979664670022,9.45,0.20314428959344136
2.1205,0.3429,,427,2.120503,0.34287199999999995,13.866846153846154,0.08423076923076922,13.124307692307696,0.10415384615384618,0.01769107096814664,13,split_0.0_15.0/2_4.csv,0.6-4.0,300,418617,0.6407754447985832,3.78,0.1014054042073286
2.1406,0.2867,,425,2.140552,0.286681,13.675391304347825,0.10243478260869564,12.845000000000002,0.10395652173913043,0.019632416713181264,23,split_0.0_15.0/2_4.csv,0.6-4.0,356,418617,1.021576056448548,3.87,0.18585673560500385
2.1773,0.0614,,352,2.177322,0.061417,13.675352941176467,0.06941176470588238,12.880294117647054,0.07400000000000001,0.006536305760901951,17,split_0.0_15.0/2_4.csv,0.6-4.0,1005,418617,2.267948532576513,4.91,0.10009031006308665
2.22,1.869,,1226,2.219984,1.868982,12.923239130434778,0.13882608695652174,12.169391304347824,0.14584782608695654,0.0886449306221175,46,split_0.0_15.0/2_6.csv,0.6-4.0,130,426946,0.4480665428671122,7.76,0.08656625274768225
2.238,0.0463,,355,2.237981,0.046283,13.304631578947367,0.0858421052631579,12.518684210526311,0.08605263157894738,0.013418664352311621,19,split_0.0_15.0/2_4.csv,0.6-4.0,1039,418617,1.2346985675381767,6.53,0.09178579719308172
2.4422,0.1234,,386,2.442234,0.12344400000000001,13.054523809523811,0.08452380952380951,12.098857142857142,0.10176190476190476,0.008986218893394347,21,split_0.0_15.0/2_4.csv,0.6-4.0,810,418617,2.037787690961038,3.92,0.20017280230980014
2.9459,-2.4261,,37,2.945912,-2.426089,12.395,0.12136842105263156,11.590684210526314,0.13257894736842107,0.06860009478856399,19,split_0.0_15.0/2_2.csv,0.6-4.0,53,449877,0.2329737839949405,3.9,0.05861329567430908
2.5246,0.2032,,383,2.5245915,0.20319700000000002,12.944545454545455,0.07836363636363637,11.911,0.08840909090909092,0.00823819253538087,22,split_0.0_15.0/2_4.csv,0.6-4.0,774,418617,2.328666933242108,6.01,0.03244683875112665
2.8679,-0.314,,415,2.8679305,-0.313979,13.723208333333332,0.12083333333333332,12.901000000000002,0.13579166666666667,0.02947444291670313,24,split_0.0_15.0/2_4.csv,0.6-4.0,446,418617,0.7100391074780683,3.54,0.1333294772587058
3.4109,0.883,,324,3.41094,0.8829969999999999,13.450628571428574,0.09685714285714288,12.526457142857142,0.11588571428571427,0.017123536141813542,35,split_0.0_15.0/3_5.csv,0.6-4.0,197,391276,1.8435632754974318,12.37,0.1443917572176879
3.3328,1.6491,,1969,3.332796,1.649086,13.693529411764706,0.13305882352941176,12.88664705882353,0.14800000000000002,0.04652619676053478,17,split_0.0_15.0/3_6.csv,0.6-4.0,126,366087,0.3407095277229099,2.98,0.05222833047848457
3.4502,-0.352,,2516,3.450225,-0.352031,13.77941176470588,0.11,12.817176470588233,0.12158823529411765,0.010569016699769212,17,split_0.0_15.0/3_4.csv,0.6-4.0,978,403560,1.4285167736411235,2.12,0.14337289456469401
3.638,-1.6421,,194,3.638038,-1.642119,13.300708333333334,0.12820833333333334,12.546375,0.14483333333333334,0.05707190749396762,24,split_0.0_15.0/3_2.csv,0.6-4.0,135,360185,0.3953221111990524,4.43,0.15293460395240627
3.7322,1.6676,,1972,3.7321760000000004,1.6675970000000002,13.365315789473685,0.15542105263157893,12.523473684210524,0.14789473684210527,0.05420133276036658,19,split_0.0_15.0/3_6.csv,0.6-4.0,122,366087,0.3268711157811126,5.42,0.08705210025465625
3.8767,-1.0356,'[DB2000]_49',103,3.876702,-1.035575,13.667483870967741,0.10038709677419354,12.863483870967743,0.12212903225806453,0.02271907027147021,31,split_0.0_15.0/3_3.csv,0.6-4.0,237,419012,1.1892768693743752,9.22,0.0900971684535508
3.9109,-1.0249,,104,3.9108709999999998,-1.024878,13.549130434782608,0.0967391304347826,12.711173913043478,0.124,0.01749922126838742,23,split_0.0_15.0/3_3.csv,0.6-4.0,223,419012,1.145568192532359,5.55,0.13094073466934053
3.9957,0.3302,'G3CC_50',2585,3.995738,0.33025,13.0883125,0.1135,12.2494375,0.1281875,0.040035305181801616,16,split_0.0_15.0/3_4.csv,0.6-4.0,83,403560,0.35493419839027235,12.03,0.22612134423380648
3.1802,-3.0234,,270,3.1801945,-3.023372,12.463166666666668,0.10366666666666667,11.464333333333334,0.1375833333333333,0.06379858650667798,12,split_0.0_15.0/3_1.csv,0.6-4.0,38,165204,0.2610868350587876,3.1,0.10296216269395626
3.1833,3.0519,,546,3.1832625,3.0518885,12.59575,0.107875,11.745625,0.1408125,0.060416114278394085,16,split_0.0_15.0/3_7.csv,0.6-4.0,44,182328,0.3499174271802277,13.86,0.14092753564668828
3.2953,-0.3938,,2494,3.2953195,-0.393825,13.846944444444444,0.11416666666666668,12.892944444444444,0.1315,0.013393397673854128,18,split_0.0_15.0/3_4.csv,0.6-4.0,752,403560,1.193583339365898,4.52,0.11416662861622162
3.3177,-0.3964,,2495,3.3177355000000004,-0.39640549999999997,13.471000000000005,0.10922727272727273,12.599954545454546,0.11981818181818182,0.015245650740457016,22,split_0.0_15.0/3_4.csv,0.6-4.0,775,403560,1.2815859022119855,6.93,0.1293191366931409
3.379,-0.234,'u-struc',2512,3.3790295,-0.2339945,13.358900000000002,0.11185,12.6202,0.12285,0.014998690026132437,20,split_0.0_15.0/3_4.csv,0.6-4.0,1230,403560,1.1842616694570127,4.99,0.10802739511822236
4.2435,0.5076,,155,4.243494,0.5075975,13.500749999999998,0.13225,12.569916666666666,0.13533333333333333,0.04392397650771152,12,split_0.0_15.0/4_5.csv,0.6-4.0,129,375485,0.2515407566302701,3.21,0.023412311688502146
4.3126,0.8113,,164,4.312554,0.811258,13.733347826086959,0.12856521739130433,12.944304347826087,0.15034782608695654,0.06753961436075898,23,split_0.0_15.0/4_5.csv,0.6-4.0,97,375485,0.3135436624357902,2.69,0.22418116277556366
4.4691,-0.3092,,595,4.469072,-0.309175,13.287714285714285,0.11723809523809525,12.474571428571426,0.12685714285714286,0.038619930605840916,21,split_0.0_15.0/4_4.csv,0.6-4.0,237,387383,0.4929042811252303,2.2,0.1351040908211563
4.6263,-0.6569,,1221,4.6263239999999985,-0.6569235,13.55579166666667,0.12214583333333333,12.674145833333332,0.131875,0.053770544038999085,48,split_0.0_15.0/4_3.csv,0.6-4.0,224,399043,0.7972821151934568,4.6,0.12094648882392728
4.8289,-0.7916,,1215,4.828905000000002,-0.791564,13.700609756097565,0.1123170731707317,12.914097560975607,0.1241219512195122,0.0438108467163094,41,split_0.0_15.0/4_3.csv,0.6-4.0,317,399043,0.8358289804771256,6.09,0.13080434623183113
4.7387,1.5386,,123,4.7387125,1.538618,13.146833333333333,0.12511111111111112,12.393111111111116,0.15261111111111111,0.04114691134520308,18,split_0.0_15.0/4_6.csv,0.6-4.0,125,341047,0.4226230803154187,5.82,0.0789781208497174
5.8939,-0.2887,,621,5.893886,-0.2887,13.562238095238097,0.09566666666666668,12.482523809523807,0.10980952380952384,0.011740338368207565,21,split_0.0_15.0/5_4.csv,0.6-4.0,455,368977,1.661361326915188,7.76,0.05039938668270932
6.9233,-0.2494,,936,6.9231110000000005,-0.2491725,12.73427272727273,0.07813636363636366,11.814772727272727,0.10054545454545456,0.012040290538438123,22,split_0.0_15.0/6_4.csv,0.6-4.0,510,358788,1.721043403481655,5.68,1.0647649385380713
6.0492,-1.4498,'NGC_6530',220,6.049249,-1.449775,12.638846153846151,0.09056410256410256,11.791820512820511,0.10630769230769233,0.04419636235031081,39,split_0.0_15.0/6_3.csv,0.6-4.0,96,352424,0.8386300248716212,12.97,0.19800615398542354
6.1896,-0.3655,,920,6.189618,-0.365525,13.411333333333335,0.10739215686274507,12.436647058823528,0.11984313725490195,0.03339367510472649,51,split_0.0_15.0/6_4.csv,0.6-4.0,376,358788,1.4385072917006008,4.99,0.11089121156090097
6.6094,-1.0186,,226,6.609358,-1.018592,13.389647058823527,0.1326470588235294,12.506882352941178,0.15523529411764708,0.04383259295318902,17,split_0.0_15.0/6_3.csv,0.6-4.0,176,352424,0.3685904549607564,6.05,0.15388621797370786
6.7995,-0.2511,'G3CC_52',933,6.799524999999999,-0.25112500000000004,12.55615,0.09435,11.57045,0.1085,0.014890855885408004,20,split_0.0_15.0/6_4.csv,0.6-4.0,644,358788,1.2650754973781957,9.67,0.12726914184349353
6.9709,1.3647,,1035,6.9708705,1.3646755,13.416687499999998,0.118375,12.6415625,0.14537499999999998,0.07254512298218244,16,split_0.0_15.0/6_5.csv,0.6-4.0,50,365565,0.2058043360850894,3.24,0.13793384862166638
6.4662,1.0379,,1021,6.4662275000000005,1.0378975,12.5827,0.1308,11.717649999999995,0.15185,0.04096128433655382,20,split_0.0_15.0/6_5.csv,0.6-4.0,160,365565,0.4556162335172315,5.82,0.09938267677084212
7.0097,0.7398,,136,7.0097179999999994,0.73975,13.87053333333333,0.11526666666666666,13.063133333333333,0.14026666666666668,0.049181371371690284,15,split_0.0_15.0/7_5.csv,0.6-4.0,111,348821,0.29134956693666303,4.51,0.19122681669449804
7.3259,0.0185,,1313,7.325908,0.018503,13.273538461538461,0.08630769230769232,12.485461538461538,0.10015384615384618,0.011122546830650223,13,split_0.0_15.0/7_4.csv,0.6-4.0,529,356435,1.1045210613567973,6.0,0.030758110715456633
7.3384,-0.0188,,1312,7.338447,-0.018836000000000002,13.35721052631579,0.08921052631578948,12.279894736842108,0.1013684210526316,0.009709959268709621,19,split_0.0_15.0/7_4.csv,0.6-4.0,529,356435,1.8491455003747064,4.62,0.21313153210550792
7.4492,0.4051,,1353,7.448990999999999,0.40575,13.530363636363635,0.132,12.63527272727273,0.13163636363636366,0.0607629697184069,22,split_0.0_15.0/7_4.csv,0.6-4.0,97,356435,0.34215160511396003,5.85,2.458023569479556
7.7938,-1.0095,,1409,7.793844,-1.009533,13.064133333333332,0.11686666666666667,12.234733333333335,0.15873333333333334,0.032802185079655766,15,split_0.0_15.0/7_3.csv,0.6-4.0,217,356258,0.43224625106808695,6.06,0.1979226623863464
7.2827,-0.5258,,1348,7.282677499999999,-0.5258499999999999,13.774772727272728,0.10884090909090907,12.890431818181815,0.12763636363636366,0.08551871451471825,44,split_0.0_15.0/7_4.csv,0.6-4.0,125,356435,0.4862128187641494,8.0,0.1974178238770791
7.3526,-1.6286,,536,7.352588000000001,-1.6286,13.555272727272728,0.11886363636363638,12.752499999999998,0.115,0.06347400561647222,22,split_0.0_15.0/7_2.csv,0.6-4.0,91,227141,0.41030241369077775,3.33,0.04318254975725305
7.6396,-0.1125,,1324,7.639604999999999,-0.1124585,13.349550000000002,0.1124,12.4842,0.11800000000000002,0.033819235225681636,20,split_0.0_15.0/7_4.csv,0.6-4.0,403,356435,0.558857528103798,6.35,0.15046977467288522
8.0585,1.0335,,667,8.058502,1.0334975000000002,13.66325,0.12915,12.93785,0.1584,0.20941720134996028,20,split_0.0_15.0/8_5.csv,0.6-4.0,100,264380,0.10479206748355856,10.23,0.011401989464016276
8.0764,-0.4401,,688,8.076431,-0.4400810000000001,13.931317073170733,0.12507317073170732,13.146926829268295,0.14082926829268294,0.03782419905298756,41,split_0.0_15.0/8_4.csv,0.6-4.0,299,342338,1.0452294203621366,8.62,0.1309174772562207
8.4793,-0.6825,'**',1837,8.479292,-0.6824859999999999,14.031384615384615,0.10053846153846152,13.213461538461539,0.12107692307692307,0.011098754749970735,13,split_0.0_15.0/8_3.csv,0.6-4.0,769,240064,1.3487474668748003,4.54,0.058062147375445905
8.4833,-0.6522,'very_faint',1838,8.483278,-0.652165,14.190833333333336,0.09491666666666666,13.380791666666667,0.11554166666666668,0.012545407127708942,24,split_0.0_15.0/8_3.csv,0.6-4.0,770,240064,2.202865729453331,3.53,0.14877146842052102
8.4873,-0.9788,,1861,8.487332,-0.978806,12.395684210526314,0.07842105263157896,11.290684210526312,0.08342105263157895,0.008941596389906863,19,split_0.0_15.0/8_3.csv,0.6-4.0,250,240064,2.4468090770794646,2.67,0.11719180936683586
8.5032,-0.6441,,1839,8.503239,-0.6441279999999999,13.574948717948716,0.09197435897435896,12.61925641025641,0.11194871794871794,0.012035966309357302,39,split_0.0_15.0/8_3.csv,0.6-4.0,791,240064,3.731171300184628,4.8,0.17280846611740924
8.5576,-0.2968,,702,8.557631,-0.2967845,13.737928571428569,0.11128571428571428,12.995571428571427,0.12678571428571428,0.012264787819200122,14,split_0.0_15.0/8_4.csv,0.6-4.0,1007,342338,1.1006912282477046,4.91,0.12475122340303886
8.574,-0.4887,,728,8.574766,-0.490461,13.907777777777778,0.12096296296296295,13.134407407407409,0.13633333333333333,0.03308906183317944,27,split_0.0_15.0/8_4.csv,0.6-4.0,430,342338,0.7868225885086005,2.83,6.91333636600454
8.7285,-0.3681,,712,8.728529,-0.368131,13.44509523809524,0.1144761904761905,12.310095238095238,0.11357142857142855,0.017040796489601544,21,split_0.0_15.0/8_4.csv,0.6-4.0,925,342338,1.188302234917588,1.49,0.15285126955157838
8.9396,-0.6105,,1855,8.939563,-0.6104689999999999,13.427421052631583,0.10857894736842104,12.365631578947367,0.11936842105263155,0.020921188422266267,19,split_0.0_15.0/8_3.csv,0.6-4.0,251,240064,1.0457522186990145,6.64,0.17371576569368286
8.9497,-0.5463,'faint',1854,8.949685,-0.5462670000000001,13.857395348837214,0.10439534883720933,13.015023255813956,0.11795348837209302,0.027178149201152062,43,split_0.0_15.0/8_3.csv,0.6-4.0,202,240064,1.8218395324717616,7.44,0.13047619041370717
8.4708,-0.2533,,699,8.4707555,-0.253256,12.94,0.10705555555555556,12.05477777777778,0.10733333333333334,0.0107977399602878,18,split_0.0_15.0/8_4.csv,0.6-4.0,1007,342338,1.6074488043273487,6.43,0.22531494752753733
8.6784,-0.6824,,1848,8.678445499999999,-0.6823680000000001,13.616742857142858,0.09814285714285714,12.747242857142858,0.11485714285714288,0.029696738225771086,70,split_0.0_15.0/8_3.csv,0.6-4.0,438,240064,2.7142561709270008,12.66,0.20021954861452665
8.8298,-1.1504,,1862,8.829756499999998,-1.1504375,13.706666666666665,0.11666666666666667,12.948833333333333,0.16974999999999998,0.04696338744703395,12,split_0.0_15.0/8_3.csv,0.6-4.0,89,240064,0.2942275773317856,4.91,0.2066333835032429
8.6519,-0.9148,,1857,8.651906499999999,-0.914761,13.901290322580644,0.10559677419354843,13.080387096774194,0.13525806451612898,0.06275030200923312,62,split_0.0_15.0/8_3.csv,0.6-4.0,258,240064,1.1377252946762708,10.1,0.14229449883031986
9.8529,-0.0282,,2438,9.85293,-0.028181,13.67629411764706,0.099,12.824882352941177,0.12135294117647055,0.011334072171994522,17,split_0.0_15.0/9_4.csv,0.6-4.0,434,364982,1.4007230905070978,5.13,0.12783902180753218
9.8936,-1.02,,61,9.89357,-1.0200195,13.891249999999998,0.12591666666666668,13.095083333333335,0.1423333333333333,0.02435612668816527,12,split_0.0_15.0/9_3.csv,0.6-4.0,185,340234,0.4765508294897767,13.44,0.12883318258933682
9.519,-0.6743,,47,9.518952,-0.674269,13.256999999999998,0.09940740740740744,12.426888888888893,0.11737037037037035,0.028364511012884407,27,split_0.0_15.0/9_3.csv,0.6-4.0,299,340234,0.920713839736016,3.47,0.2057238402399805
9.6189,-0.7065,'HII',49,9.618907,-0.7065359999999999,13.616613636363633,0.10809090909090907,12.765340909090908,0.13111363636363632,0.049935788468792784,44,split_0.0_15.0/9_3.csv,0.6-4.0,382,340234,0.8522695515944214,3.55,0.13204881008022065
9.6236,-0.8425,,53,9.623626,-0.8424640000000001,13.688850000000002,0.10140000000000003,12.862600000000004,0.12465,0.02021962976911177,20,split_0.0_15.0/9_3.csv,0.6-4.0,312,340234,0.9567379578609968,5.27,0.15977653069202546
9.721,0.5753,,1058,9.721014,0.575275,13.707333333333333,0.12508333333333335,13.050166666666666,0.156,0.049852319354268926,12,split_0.0_15.0/9_5.csv,0.6-4.0,100,328033,0.2371167170247603,4.85,0.10308161855600377
9.8649,-0.748,,52,9.86467,-0.748261,13.41434482758621,0.08744827586206899,12.527137931034481,0.11124137931034482,0.02752519518550137,29,split_0.0_15.0/9_3.csv,0.6-4.0,265,340234,1.019069488418486,5.14,1.2522544033471912
9.9551,-0.3661,,2445,9.955051,-0.366061,13.54696,0.07568,12.611880000000001,0.10572,0.016303799833168767,25,split_0.0_15.0/9_4.csv,0.6-4.0,273,364982,1.4319917445481225,6.32,0.22548004856049958
9.9892,0.8171,,1053,9.989233,0.817067,12.988652173913044,0.09421739130434784,12.12126086956522,0.11108695652173917,0.04210911029694159,23,split_0.0_15.0/9_5.csv,0.6-4.0,208,328033,0.5380443388891638,4.91,0.1679706559893188
9.214,-0.1975,,2417,9.2139935,-0.197464,13.401071428571427,0.10917857142857144,12.267821428571427,0.11539285714285714,0.01429403009126571,28,split_0.0_15.0/9_4.csv,0.6-4.0,536,364982,1.8293326242361967,1.7,0.13171453797359137
9.2222,0.1635,'G3CC_54',2429,9.2222095,0.16353299999999998,13.328113636363636,0.11261363636363635,12.469545454545456,0.12495454545454544,0.06470667324356877,44,split_0.0_15.0/9_4.csv,0.6-4.0,279,364982,0.6350281021749549,3.67,0.1236383256935545
9.7151,-0.6968,,50,9.7151095,-0.6968225000000001,13.57308823529412,0.09864705882352942,12.640264705882355,0.11379411764705882,0.03349388270266701,34,split_0.0_15.0/9_3.csv,0.6-4.0,415,340234,0.9818601412009654,4.51,0.0879445825556323
9.9239,1.9312,,1266,9.9239165,1.9312040000000001,13.333857142857141,0.13221428571428573,12.58964285714286,0.15835714285714286,0.07832893429154941,14,split_0.0_15.0/9_6.csv,0.6-4.0,44,203205,0.22369881660739435,4.71,0.06106451611420416
10.5097,2.2286,'HII',550,10.5097,2.228628,12.840814814814813,0.092,11.986074074074073,0.11822222222222226,0.07591144129839719,27,split_0.0_15.0/10_6.csv,0.6-4.0,110,193993,0.4556050832601578,0.99,0.10070936279311041
10.1175,0.6946,,993,10.117526,0.6946,13.730258064516127,0.12212903225806453,12.981645161290322,0.13974193548387095,0.04190020992787501,31,split_0.0_15.0/10_5.csv,0.6-4.0,233,332883,0.7234770353091908,6.74,0.0935931353786568
10.2184,0.7706,,998,10.218402000000001,0.7706195,13.7612,0.13795,12.76585,0.1642,0.0628261919206462,20,split_0.0_15.0/10_5.csv,0.6-4.0,232,332883,0.3112923974882261,1.15,0.07049340341823931
