'Glon','Glat','comments',col1,Glon,Glat,3_6mag,e_3_6mag,4_5mag,e_4_5mag,size,sources_cluster,tile,color_bin,sources_20_arcmin,sources_tile,significance,overdensity,Separation
10.3204,-0.2689,,1880,10.320397999999999,-0.268872,13.464724137931032,0.1240344827586207,12.390965517241382,0.13748275862068968,0.027440043604193123,29,split_0.0_15.0/10_4.csv,0.6-4.0,1038,344049,1.0165485247931034,6.05,0.10108198016609415
10.3811,2.2222,,549,10.381061,2.2221885,13.350892857142858,0.106875,12.488446428571427,0.12976785714285716,0.07606999626166665,56,split_0.0_15.0/10_6.csv,0.6-4.0,117,193993,0.9429890856069578,9.86,0.1461909166382506
10.6467,-2.787,,2404,10.646714999999999,-2.7870310000000003,13.21832075471698,0.0941320754716981,12.395584905660384,0.11216981132075472,0.09898836358380804,53,split_0.0_15.0/10_1.csv,0.6-4.0,89,88355,1.0162515542944033,6.2,0.12414194122491888
10.8818,-2.6068,,2407,10.881805,-2.606836,13.352800000000006,0.10786666666666664,12.523,0.12646666666666664,0.02117460261728591,15,split_0.0_15.0/10_1.csv,0.6-4.0,92,88355,1.3445764128596382,1.55,0.13055853975909246
10.9612,0.1434,,1948,10.961205,0.14337100000000005,12.885159090909092,0.11822727272727272,12.06681818181818,0.12988636363636366,0.051922081285325945,44,split_0.0_15.0/10_4.csv,0.6-4.0,205,344049,0.8151086416054222,6.93,0.10593519146166551
10.478,0.1011,'NAME_2MASS-GC01',1929,10.4780185,0.101068,13.103857142857144,0.1387142857142857,12.383214285714288,0.13614285714285715,0.030538021649248525,14,split_0.0_15.0/10_4.csv,0.6-4.0,471,344049,0.440962898679618,5.42,0.1330591123208393
10.7902,1.6074,,547,10.7901585,1.6074484999999998,13.873166666666664,0.13125,12.9825,0.1675,0.07516107512868524,12,split_0.0_15.0/10_6.csv,0.6-4.0,55,193993,0.20451270657460133,3.89,0.22991914453786885
11.0904,-0.5536,,1284,11.090415,-0.553561,13.481965517241381,0.11186206896551726,12.719517241379313,0.12744827586206894,0.013837998590837298,29,split_0.0_15.0/11_3.csv,0.6-4.0,143,208329,2.590448215413257,3.27,0.15047023085855385
11.1927,-0.1026,'sp',1999,11.192662,-0.10263900000000001,13.466469387755106,0.11179591836734694,12.629448979591837,0.12734693877551018,0.022110202712774862,49,split_0.0_15.0/11_4.csv,0.6-4.0,599,316680,2.2218672174818863,4.77,0.1960243163090816
11.8617,0.8634,,13,11.861722,0.8634139999999999,13.84384,0.12444,12.938639999999998,0.14296,0.04820224476100788,25,split_0.0_15.0/11_5.csv,0.6-4.0,152,213735,0.6329362737411175,8.51,0.09390286129797953
11.8149,0.8296,,12,11.8148945,0.8295515,11.68475,0.1005,10.874833333333333,0.10658333333333332,0.029563721729511543,12,split_0.0_15.0/11_5.csv,0.6-4.0,157,213735,0.4953468221214034,0.94,0.175634940800041
12.4222,0.4992,'Ryu_687',2617,12.422236999999999,0.499208,12.73513043478261,0.10478260869565216,11.96386956521739,0.12795652173913047,0.023514267073417208,23,split_0.0_15.0/12_5.csv,0.6-4.0,196,157738,1.3894831613846492,6.93,0.1362833213000947
12.6382,-0.7014,,2597,12.637999,-0.701044,13.24752380952381,0.10566666666666666,12.294809523809526,0.12599999999999995,0.019194212148457884,21,split_0.0_15.0/12_3.csv,0.6-4.0,407,152500,1.5806624847083042,4.12,1.4716829756052885
12.7422,-0.108,,1489,12.742169,-0.107992,12.936842105263159,0.12484210526315792,12.015105263157894,0.13373684210526318,0.013264419210806002,19,split_0.0_15.0/12_4.csv,0.6-4.0,1321,289930,1.5008726647101662,6.43,0.11525856478139537
12.8968,0.489,,2624,12.896809,0.48901700000000003,12.929736842105262,0.11110526315789472,11.650473684210525,0.13921052631578948,0.014853778004265373,19,split_0.0_15.0/12_5.csv,0.6-4.0,316,157738,1.8170780017898704,4.0,0.069270347200626
12.5269,-0.2881,,1501,12.5268935,-0.2881015,13.44592857142857,0.11292857142857145,12.597499999999995,0.13360714285714287,0.015388974446012766,28,split_0.0_15.0/12_4.csv,0.6-4.0,625,289930,1.9064562295787089,12.25,0.02401131476931824
13.0323,-0.2914,,768,13.032308,-0.29138200000000003,13.713541666666664,0.10572916666666664,12.900687499999998,0.12958333333333333,0.016821212114470716,48,split_0.0_15.0/13_4.csv,0.6-4.0,1582,276679,3.0607010680352063,3.1,0.07086409751329102
13.7863,-0.2368,,845,13.787139499999999,-0.237225,13.037615384615385,0.09557692307692307,12.160846153846151,0.11576923076923075,0.03498878614999481,26,split_0.0_15.0/13_4.csv,0.6-4.0,727,276679,0.7970424219491844,3.12,3.387393652709931
13.3854,-0.2414,'faint',798,13.3853665,-0.2413985,13.674916666666665,0.11120833333333334,12.789375,0.13075,0.010050039726289942,24,split_0.0_15.0/13_4.csv,0.6-4.0,1349,276679,2.5614178295100776,4.01,0.12072031917120198
13.667,-0.5992,'[FMT2009]_45',1242,13.6670185,-0.59924,13.257294117647055,0.1051470588235294,12.424176470588234,0.12773529411764706,0.05407002989873347,34,split_0.0_15.0/13_3.csv,0.6-4.0,147,155534,0.8995694546941202,2.99,0.1586202935663433
14.0112,-0.1728,,1155,14.011179,-0.17283099999999998,12.873304347826087,0.11469565217391305,11.890739130434785,0.1232173913043478,0.019317801557113014,23,split_0.0_15.0/14_4.csv,0.6-4.0,250,290412,1.2464874790184854,3.46,0.13478229361611424
14.6199,0.3288,'Ryu_715',1170,14.619879999999998,0.328786,13.345232558139534,0.12976744186046513,12.464209302325582,0.13783720930232554,0.0768833351253711,43,split_0.0_15.0/14_4.csv,0.6-4.0,161,290412,0.5855365722652648,1.33,0.08787136699590797
14.2365,-0.5956,,278,14.236542000000002,-0.595617,13.507097560975607,0.09914634146341464,12.611170731707315,0.11797560975609755,0.01747184912938595,41,split_0.0_15.0/14_3.csv,0.6-4.0,1195,130653,3.6627759705731933,5.66,0.16309647612922862
14.283,-0.5097,,1075,14.282967000000001,-0.5097079999999999,13.341137931034474,0.0996896551724138,12.455241379310346,0.11044827586206896,0.013981764194834784,29,split_0.0_15.0/14_4.csv,0.6-4.0,664,290412,2.171469877848403,3.8,0.12223626212724344
14.604,0.0017,,1148,14.604039000000002,0.001678,12.33492,0.10604000000000001,11.366999999999996,0.11963999999999995,0.025930724710273124,25,split_0.0_15.0/14_4.csv,0.6-4.0,605,290412,1.0093531411325576,3.59,0.1611980546920639
14.8484,-0.9928,,312,14.848405999999999,-0.992769,13.3822,0.1168,12.54524,0.1476,0.07301243489981524,25,split_0.0_15.0/14_3.csv,0.6-4.0,87,130653,0.5344518038004632,9.59,0.11366105048601995
14.9507,0.0298,,1146,14.9503485,0.029990000000000006,12.234416666666664,0.09791666666666668,11.199000000000002,0.11608333333333333,0.010073486797033177,12,split_0.0_15.0/14_4.csv,0.6-4.0,435,290412,1.247151488203253,4.16,1.4384346885524484
14.9851,-0.012,,1145,14.985060999999998,-0.011989,13.238514285714285,0.11242857142857142,12.390685714285715,0.1237714285714286,0.03214308214841625,35,split_0.0_15.0/14_4.csv,0.6-4.0,450,290412,1.1399828318961125,1.56,0.14587785602397355
14.988,-0.6465,,308,14.988019,-0.646497,13.108380952380953,0.10304761904761904,12.046523809523807,0.11123809523809523,0.01823548107399397,21,split_0.0_15.0/14_3.csv,0.6-4.0,149,130653,1.7974939621244543,2.4,0.06923826901880015
14.3205,-0.1379,,1090,14.320503500000001,-0.137897,13.566571428571427,0.12764285714285714,12.726785714285715,0.13682142857142854,0.018626901708281227,28,split_0.0_15.0/14_4.csv,0.6-4.0,1120,290412,1.5737480075768149,4.9,0.016583092972021145
14.9823,-0.6773,,309,14.9822605,-0.677258,12.25415,0.1058,11.40135,0.1027,0.01637103305384489,20,split_0.0_15.0/14_3.csv,0.6-4.0,155,130653,1.9068620729664,3.92,0.20749388994121057
15.0326,0.8518,,4368,15.032585999999998,0.8517710000000001,13.8695,0.1265714285714286,12.553928571428573,0.1337857142857143,0.04541930994632127,14,split_15.0_35.0/0_4.csv,0.6-4.0,49,66741,0.6731567621887921,2.18,0.11600598980340743
15.4356,0.1941,,3248,15.435595,0.194072,13.2345,0.11808823529411765,12.375411764705882,0.13385294117647056,0.05318291685306517,34,split_15.0_35.0/0_3.csv,0.6-4.0,197,305890,0.6521525370329658,8.98,0.10242079072631612
15.06,-0.6871,,2944,15.060020499999998,-0.687114,10.6576,0.10574999999999997,9.900250000000003,0.1311,0.03290541698945473,20,split_15.0_35.0/0_2.csv,0.6-4.0,182,245820,0.6916383299121242,5.35,0.08937714721701069
16.8195,-0.3427,,3947,16.819482999999998,-0.3426555,13.198764705882356,0.10311764705882354,12.439911764705885,0.1251764705882353,0.02543008126707388,34,split_15.0_35.0/1_2.csv,0.6-4.0,497,255411,1.4925759307340112,9.19,0.17150692792803074
17.0982,0.5268,,4106,17.098203,0.5268155000000001,13.20625,0.1048,12.385949999999998,0.13145,0.024190511760812425,20,split_15.0_35.0/2_3.csv,0.6-4.0,231,282210,0.8780592124377534,7.0,0.056917375212351635
17.1662,0.8154,'G3CC_57',4113,17.166163,0.815419,13.209434782608694,0.10491304347826087,12.221304347826084,0.12082608695652175,0.011109095822793008,23,split_15.0_35.0/2_3.csv,0.6-4.0,235,282210,2.1988114379950177,4.01,0.14971655404405995
17.609,-0.7232,,2713,17.609041,-0.723197,13.401302325581398,0.10967441860465116,12.621697674418604,0.13969767441860464,0.060625651015061024,43,split_15.0_35.0/2_2.csv,0.6-4.0,246,294507,0.737376500833523,3.6,0.1479889802440427
17.9589,0.0771,,4133,17.958867,0.077053,13.297265306122448,0.12906122448979593,12.45877551020408,0.1475918367346939,0.09640075482069732,49,split_15.0_35.0/2_3.csv,0.6-4.0,158,282210,0.5398268849081843,4.48,0.20674527417491262
17.7427,-1.1,,2743,17.742679000000006,-1.100036,13.235263157894735,0.12500000000000006,12.475578947368419,0.15868421052631576,0.06492493386211827,19,split_15.0_35.0/2_2.csv,0.6-4.0,119,294507,0.30424211942635804,2.63,0.14995723934233077
18.1766,0.5406,,2911,18.17665,0.5405765,13.416000000000002,0.12108333333333332,12.550583333333336,0.1405833333333333,0.0337579692850445,12,split_15.0_35.0/3_3.csv,0.6-4.0,150,293352,0.3702844456663991,4.43,0.19888534281920775
18.3742,-0.3823,,2981,18.37425,-0.382258,12.68484,0.10568,11.717360000000001,0.11612,0.030598333565735537,25,split_15.0_35.0/3_2.csv,0.6-4.0,530,307443,0.8313520900046648,1.12,0.2350500520108239
18.2542,0.6632,,2913,18.254194000000002,0.6631859999999999,13.61488888888889,0.11896296296296295,12.584222222222225,0.14974074074074076,0.06583765762084774,27,split_15.0_35.0/3_3.csv,0.6-4.0,116,293352,0.42718887091830776,4.87,0.05490179784659101
18.667,1.964,'[BDS2003]_9',3202,18.667022,1.964025,12.863846153846154,0.12428205128205128,12.040564102564106,0.12756410256410258,0.07168699366691098,39,split_15.0_35.0/3_5.csv,0.6-4.0,106,130078,0.8510349138728301,4.6,0.1198913111357575
18.7986,-0.2912,,3010,18.798647,-0.29120799999999997,13.358271186440675,0.11557627118644068,12.498474576271185,0.12803389830508474,0.04147197723764929,59,split_15.0_35.0/3_2.csv,0.6-4.0,425,307443,1.4475715169992065,8.59,0.1716241839856587
18.9204,-2.0272,,3075,18.920419,-2.027181,12.865133333333334,0.13313333333333335,11.978466666666666,0.14933333333333335,0.06893578136932979,15,split_15.0_35.0/3_1.csv,0.6-4.0,27,199650,0.2747495329754163,8.66,0.09666018281223125
18.8329,-0.4898,,3003,18.8328555,-0.48981800000000003,12.949866666666667,0.10843333333333334,12.011766666666668,0.11803333333333335,0.02168895666577766,30,split_15.0_35.0/3_2.csv,0.6-4.0,388,307443,1.407425296801221,7.16,0.17279564537333442
18.9366,-0.0724,'[MCM2005b]_7',2902,18.9365735,-0.07240150000000001,13.279388888888883,0.11883333333333332,12.54122222222222,0.13855555555555554,0.0197225191722558,18,split_15.0_35.0/3_3.csv,0.6-4.0,389,293352,0.9506937856944908,4.39,0.09555188583384594
18.4131,2.0809,,3203,18.413089000000006,2.080947,13.032684210526314,0.08126315789473684,12.132684210526314,0.11347368421052632,0.06442611776290331,19,split_15.0_35.0/3_5.csv,0.6-4.0,115,130078,0.4613332713864686,2.44,0.17392812117029688
18.7595,0.2725,,2904,18.759514000000006,0.272451,13.061846153846151,0.12696153846153846,12.13069230769231,0.1290769230769231,0.05432349349958848,26,split_15.0_35.0/3_3.csv,0.6-4.0,177,293352,0.4985585787335254,4.23,0.183487497752814
19.5887,1.0494,,3476,19.588729,1.0494139999999998,13.758923076923075,0.1338974358974359,13.019230769230768,0.16294871794871793,0.10665583907597163,39,split_15.0_35.0/4_4.csv,0.6-4.0,83,211535,0.4485531558509673,8.01,0.11595709863048469
19.8856,-0.5282,,2677,19.885554,-0.528219,12.700947368421055,0.10173684210526317,11.694368421052632,0.11915789473684207,0.01306768510486694,19,split_15.0_35.0/4_2.csv,0.6-4.0,374,300860,1.4955391223731125,12.0,0.17920384817291313
19.9275,-0.2582,,2684,19.927502,-0.258164,13.19739393939394,0.1116969696969697,12.175727272727276,0.11927272727272728,0.036422024216123235,33,split_15.0_35.0/4_2.csv,0.6-4.0,220,300860,0.9319501856003446,2.57,0.12976316290293857
19.9799,-0.2164,,2685,19.979936,-0.216442,13.191307692307696,0.11,12.14815384615385,0.1240769230769231,0.021905625807084803,13,split_15.0_35.0/4_2.csv,0.6-4.0,150,300860,0.6104224893227918,9.39,0.19914846645672402
19.8286,-0.3309,,2683,19.8286495,-0.3308835,13.27119230769231,0.13773076923076924,12.38746153846154,0.1442692307692308,0.046200896230482916,26,split_15.0_35.0/4_2.csv,0.6-4.0,363,300860,0.5788496642414388,1.7,0.18785178777885297
20.4102,0.1931,,3583,20.410223000000002,0.193089,13.367266666666666,0.13606666666666667,12.38053333333333,0.1325333333333333,0.045750456041442525,15,split_15.0_35.0/5_3.csv,0.6-4.0,229,298349,0.33865586550326443,2.37,0.09179029802231349
21.2356,0.1971,,3053,21.2356,0.197144,13.196428571428573,0.12268571428571427,12.283600000000002,0.12597142857142854,0.04457365663707937,35,split_15.0_35.0/6_3.csv,0.6-4.0,247,289721,0.8230474182960491,3.96,0.15840506401064602
21.3771,-0.2295,,3701,21.377145000000002,-0.229506,12.87396,0.11268,12.0132,0.11616,0.03689998560975272,25,split_15.0_35.0/6_2.csv,0.6-4.0,176,265704,0.7415489585303092,2.47,0.16343441065730901
21.8726,-0.5906,,3712,21.872635,-0.590643,13.427769230769231,0.1193846153846154,12.612461538461538,0.14526923076923076,0.04418637882877522,26,split_15.0_35.0/6_2.csv,0.6-4.0,227,265704,0.6440372008061235,1.74,0.19955462749836178
22.3481,0.0663,,4155,22.348110000000002,0.066325,13.35124324324324,0.12397297297297295,12.52345945945946,0.14281081081081082,0.03698430825363687,37,split_15.0_35.0/7_3.csv,0.6-4.0,429,273834,1.0786128808974078,6.35,0.09694208235550107
22.5478,-0.5199,,3449,22.547792,-0.5199290000000001,13.583076923076925,0.12823076923076926,12.671269230769232,0.1365769230769231,0.03145868415874998,26,split_15.0_35.0/7_2.csv,0.6-4.0,345,248162,0.9360309697862664,4.08,0.1082162002523289
23.2713,-0.265,,4318,23.271273,-0.264997,12.59642105263158,0.1006842105263158,11.618736842105264,0.10994736842105264,0.013889424358121651,19,split_15.0_35.0/8_2.csv,0.6-4.0,1183,241943,1.569053987649679,1.53,0.09779145250598632
23.3886,0.1761,,4275,23.388595000000002,0.176122,13.643466666666667,0.1298,12.614866666666668,0.14246666666666666,0.030286891636482183,15,split_15.0_35.0/8_3.csv,0.6-4.0,553,255814,0.5524582517246293,2.35,0.08121708861254857
23.3754,-0.5221,,4309,23.3753515,-0.5221445,13.35357142857143,0.11057142857142856,12.603607142857143,0.12946428571428573,0.020731799837448217,28,split_15.0_35.0/8_2.csv,0.6-4.0,422,241943,1.5491360378793213,9.17,0.2370216003216738
23.4765,0.1041,,4239,23.4765175,0.104093,13.44870588235294,0.11858823529411765,12.5805,0.12894117647058825,0.025804134499143736,34,split_15.0_35.0/8_3.csv,0.6-4.0,815,255814,1.469780663620558,4.6,0.06784815177168459
23.5543,-0.0084,'[BDS2003]_118',4231,23.5543325,-0.008403,13.583833333333335,0.1183888888888889,12.824333333333335,0.1357777777777778,0.014905935269212115,18,split_15.0_35.0/8_3.csv,0.6-4.0,1107,255814,1.347026636152727,3.74,0.11749750209288261
23.2734,0.0816,,4247,23.27337450000001,0.0816235,13.0045,0.1124,12.185666666666664,0.12743333333333334,0.02464995562876568,30,split_15.0_35.0/8_3.csv,0.6-4.0,746,255814,1.3575880991962743,4.72,0.12483024261852409
24.0086,0.4957,,2868,24.00861,0.4956665,13.245285714285714,0.09564285714285714,12.071714285714286,0.09328571428571428,0.01861799716000637,14,split_15.0_35.0/9_3.csv,0.6-4.0,210,257243,0.8364661231495459,4.91,0.125864028264753
24.4444,-0.239,,3748,24.444371,-0.23895300000000005,13.740714285714288,0.12476190476190475,12.906,0.10780952380952384,0.010756884539681304,21,split_15.0_35.0/9_2.csv,0.6-4.0,526,305473,1.9928354321733053,6.0,0.19879337795010427
24.5332,-0.1811,,3746,24.533197,-0.181133,13.449473684210524,0.09952631578947367,12.673157894736846,0.11447368421052632,0.02952498448771937,19,split_15.0_35.0/9_2.csv,0.6-4.0,501,305473,0.6569050060094341,-2.52,0.11930433992363469
24.7818,0.568,,2876,24.781829,0.5680295,13.583375,0.1295,12.8260625,0.16287500000000002,0.03556592387735626,16,split_15.0_35.0/9_3.csv,0.6-4.0,175,257243,0.5004251970089458,4.04,0.14887079485936555
24.9267,-0.1565,,2838,24.926735,-0.156547,13.421888888888883,0.08897222222222223,12.463722222222225,0.1045277777777778,0.013392176260788306,36,split_15.0_35.0/9_3.csv,0.6-4.0,537,257243,2.9902302107012395,10.54,0.21097024136707115
24.8069,-0.5802,,3767,24.8068805,-0.580203,14.158500000000002,0.1371666666666667,13.432666666666668,0.16333333333333333,0.023150020156578608,12,split_15.0_35.0/9_2.csv,0.6-4.0,177,305473,0.5291374757339629,11.0,0.07101334574196198
25.0309,-0.4644,,3826,25.030927,-0.464383,13.579486486486484,0.1021891891891892,12.799378378378375,0.12516216216216214,0.04730079851334442,37,split_15.0_35.0/10_2.csv,0.6-4.0,275,314949,0.7863903915385293,8.57,0.1148466819133835
25.2305,0.2961,,3293,25.230504999999997,0.296108,13.570285714285712,0.12581632653061225,12.80422448979592,0.13987755102040814,0.0416226782896092,49,split_15.0_35.0/10_3.csv,0.6-4.0,345,261396,1.2990972177354718,6.33,0.033990886512640116
25.7816,0.808,,3320,25.781575,0.807967,13.765176470588234,0.11152941176470588,12.932882352941176,0.13162745098039216,0.06562486995034728,51,split_15.0_35.0/10_3.csv,0.6-4.0,125,261396,0.8575852745584193,14.42,0.1491170806230942
26.287,1.4565,,4361,26.287020000000002,1.456536,13.055235294117649,0.10794117647058823,12.176470588235292,0.12658823529411767,0.019362476210443742,17,split_15.0_35.0/11_4.csv,0.6-4.0,233,134018,1.3531050708731114,5.73,0.14807772841156264
26.4914,0.7121,,4038,26.49138,0.712125,13.36332258064516,0.10825806451612904,12.326322580645163,0.12303225806451612,0.017475482167885102,31,split_15.0_35.0/11_3.csv,0.6-4.0,219,270789,1.9232780761417871,7.48,0.11517127908528035
26.5022,0.2815,'G3CC_59',4014,26.502176,0.2815455,13.056516129032257,0.1065483870967742,12.150548387096775,0.12325806451612906,0.06284451449609295,62,split_15.0_35.0/11_3.csv,0.6-4.0,291,270789,1.069630722522002,3.92,0.18515248759296105
27.9637,-0.4719,,2646,27.96368,-0.471908,13.416903225806456,0.11438709677419355,12.473129032258065,0.13251612903225804,0.028994102245112438,31,split_15.0_35.0/12_2.csv,0.6-4.0,180,265071,1.1716448371930983,5.59,0.07756248090961909
27.7954,-0.2745,,2637,27.795435499999996,-0.27447900000000003,13.410421052631571,0.121,12.510894736842106,0.13878947368421052,0.03442928339728494,38,split_15.0_35.0/12_2.csv,0.6-4.0,224,265071,1.2094824431457962,5.94,0.14850782970089813
28.0466,-0.4567,,3406,28.046566,-0.45672250000000003,13.100533333333335,0.11633333333333334,12.148,0.13313333333333333,0.053348662497291865,30,split_15.0_35.0/13_2.csv,0.6-4.0,163,248020,0.6370586707259832,-2.49,0.14677686787973146
28.2785,-0.1539,,3888,28.278474,-0.153894,13.637981132075467,0.11037735849056604,12.678943396226414,0.13313207547169814,0.0263190702343392,53,split_15.0_35.0/13_3.csv,0.6-4.0,392,251472,2.265612187927944,7.1,0.0960576068851464
28.625,0.6659,,3914,28.625017,0.665894,13.671466666666666,0.12306666666666667,12.919999999999998,0.15513333333333332,0.03141820244698823,15,split_15.0_35.0/13_3.csv,0.6-4.0,137,251472,0.5371433099198955,4.11,0.06488643230207673
28.7015,0.4022,,3909,28.701476,0.402158,13.325222222222227,0.11188888888888893,12.428629629629633,0.14270370370370367,0.06281538630781362,27,split_15.0_35.0/13_3.csv,0.6-4.0,182,251472,0.4835907385579021,0.52,0.17418559454542115
28.6856,-0.2783,,3424,28.68555150000001,-0.27831100000000003,13.338428571428572,0.11557142857142855,12.474357142857144,0.1405,0.01846969691819433,14,split_15.0_35.0/13_2.csv,0.6-4.0,440,248020,0.8587168382258995,8.98,0.17904250681609307
29.41,-0.6369,,2750,29.410009999999996,-0.6368560000000001,13.428254237288135,0.1164915254237288,12.547372881355932,0.132,0.05317860505879972,59,split_15.0_35.0/14_2.csv,0.6-4.0,338,258968,1.2300339056705447,4.54,0.16246602901917076
29.8131,2.2205,'[SUH2012]_G029.815+02.224',4441,29.81312,2.2205,12.936333333333335,0.11095238095238097,12.089571428571427,0.12376190476190475,0.030437208084840826,21,split_15.0_35.0/14_5.csv,0.6-4.0,152,121011,1.1189923567269626,6.01,0.07194594171847436
29.9792,-0.0511,,3096,29.979207,-0.051096,13.33825,0.1121875,12.38984375,0.12693749999999998,0.02623004296603632,32,split_15.0_35.0/14_3.csv,0.6-4.0,359,252564,1.3695891802867968,2.47,0.02902543939442866
29.9591,-0.789,,2771,29.9591045,-0.788989,13.223615384615385,0.10892307692307693,12.330807692307696,0.12269230769230767,0.042050409834507814,26,split_15.0_35.0/14_2.csv,0.6-4.0,190,258968,0.6854963194665357,7.24,0.0427007360182118
30.637,0.0884,'faint',3542,30.637048999999998,0.088425,13.282052631578946,0.11547368421052633,12.41521052631579,0.13210526315789475,0.022956159260642508,19,split_15.0_35.0/15_3.csv,0.6-4.0,1119,213603,1.0103591097810074,3.49,0.19803442938430021
30.6496,-0.2033,,3341,30.649645,-0.203271,13.345090909090908,0.11586363636363638,12.4485,0.13172727272727272,0.016193704023477775,22,split_15.0_35.0/15_2.csv,0.6-4.0,494,240786,1.5620176291913836,4.71,0.19272378201636745
30.7349,-0.3011,,3345,30.734868,-0.301056,13.550307692307696,0.1288461538461539,12.656230769230776,0.14738461538461542,0.023968622321694,13,split_15.0_35.0/15_2.csv,0.6-4.0,515,240786,0.6236051996194997,0.21,0.1958190098140929
30.7697,-0.7948,,3361,30.7697335,-0.7948435,13.5156,0.11966666666666664,12.5394,0.14023333333333332,0.029009346088803893,30,split_15.0_35.0/15_2.csv,0.6-4.0,192,240786,1.1890298649934172,8.29,0.19769604767244306
30.7916,-1.1171,,3363,30.7915765,-1.1171445,13.6635,0.1065625,12.884625,0.167125,0.09092097779115907,16,split_15.0_35.0/15_2.csv,0.6-4.0,91,240786,0.20233235322360305,3.6,0.18115749926824534
31.9839,0.0632,,4410,31.983865,0.0632055,13.2686,0.114,12.328866666666665,0.12836666666666666,0.02276887230958066,30,split_15.0_35.0/16_3.csv,0.6-4.0,166,233293,1.5390543009532558,2.79,0.12754785711202596
32.6239,-0.2548,,2931,32.623906,-0.2548,13.012162162162161,0.112,12.111945945945944,0.13067567567567567,0.06590126884970025,37,split_15.0_35.0/17_2.csv,0.6-4.0,198,242760,0.6429015115044988,2.08,0.021599806352014292
32.9453,-0.7255,,2943,32.9452605,-0.7255125,13.5396875,0.126625,12.7570625,0.1506875,0.05852639131622162,16,split_15.0_35.0/17_2.csv,0.6-4.0,71,242760,0.3130435321391624,3.66,0.14915299817705474
32.7165,-0.9519,,2941,32.716466999999994,-0.951865,13.171428571428569,0.12285714285714285,12.26057142857143,0.16278571428571428,0.07924402930820748,14,split_15.0_35.0/17_2.csv,0.6-4.0,63,242760,0.20230097924494148,5.14,0.17317733768249893
33.0327,0.0716,,3144,33.032722,0.07155,13.266933333333332,0.11603333333333335,12.422133333333335,0.13449999999999998,0.04982274580951967,30,split_15.0_35.0/18_3.csv,0.6-4.0,202,232673,0.7042805019807442,3.0,0.19664560516977625
33.6432,0.5267,,3156,33.643226,0.526656,13.522339622641509,0.11552830188679244,12.718415094339626,0.15749056603773584,0.11556190663449968,53,split_15.0_35.0/18_3.csv,0.6-4.0,149,232673,0.5364302248282391,0.51,0.18404729796081767
34.4604,0.248,,3641,34.460381,0.248031,13.879466666666666,0.12926666666666667,12.598800000000002,0.13933333333333334,0.012454534997342734,15,split_15.0_35.0/19_3.csv,0.6-4.0,592,208736,1.4872710586808533,3.32,0.13090565040464064
34.6777,-0.1158,,3653,34.677692,-0.115775,13.66084,0.12392000000000004,12.7456,0.14104,0.032715784156885065,25,split_15.0_35.0/19_3.csv,0.6-4.0,401,208736,0.9436459050902004,1.91,0.0944981895589645
34.148,-0.089,,3631,34.1480495,-0.08900849999999999,13.309785714285713,0.102,12.416,0.14057142857142854,0.02640275657010049,14,split_15.0_35.0/19_3.csv,0.6-4.0,327,208736,0.6547946906572372,3.88,0.18080702961424655
34.409,0.235,'G3CC_61',3639,34.409023499999996,0.2350015,13.683321428571427,0.12892857142857145,12.405214285714289,0.12878571428571428,0.01352540500318072,28,split_15.0_35.0/19_3.csv,0.6-4.0,723,208736,2.556431369966614,3.0,0.08477159179803856
34.7006,-0.7286,,3384,34.700593999999995,-0.7286155000000001,13.771999999999998,0.11558333333333334,12.969083333333336,0.14475,0.019953226086280564,12,split_15.0_35.0/19_2.csv,0.6-4.0,449,185109,0.7886411223535323,6.8,0.05974962477084962
35.0426,-0.4729,,4837,35.042623,-0.4729,13.076615384615385,0.08338461538461539,11.85723076923077,0.11015384615384614,0.017248449698456424,13,split_35.0_66.0/0_0.csv,0.6-4.0,178,193745,0.966057769674707,0.94,0.08279718050911442
35.8276,-0.8651,,4859,35.82757,-0.8651,13.416413793103454,0.11524137931034482,12.666586206896556,0.1493103448275862,0.07245466006406992,29,split_35.0_66.0/0_0.csv,0.6-4.0,146,193745,0.5130284937533798,5.73,0.1079877305450118
35.6807,-0.1772,,4848,35.680731,-0.17721099999999998,13.533766666666667,0.11,12.587333333333332,0.12869999999999998,0.03448947933790565,30,split_35.0_66.0/0_0.csv,0.6-4.0,244,193745,1.1149218543819528,7.34,0.11841169679568778
35.0854,0.7229,,5348,35.0854365,0.7228805,13.05375,0.10366666666666667,12.1955,0.15941666666666665,0.03007472880176995,12,split_35.0_66.0/0_1.csv,0.6-4.0,89,211079,0.4899841998697157,14.0,0.1489221687751291
35.578,0.0157,,5319,35.5779875,0.0157015,13.620863636363639,0.1145909090909091,12.54809090909091,0.12504545454545452,0.034360976070248496,22,split_35.0_66.0/0_1.csv,0.6-4.0,372,211079,0.7862483343467737,3.47,0.04532309469241474
35.7941,-0.174,,4849,35.7941075,-0.1739875,13.785833333333334,0.12172222222222225,12.6615,0.1376666666666667,0.0160553493422013,18,split_35.0_66.0/0_0.csv,0.6-4.0,173,193745,1.4370191556908336,9.39,0.052463047964138344
35.8512,0.2678,'**',5331,35.8511905,0.2677915,13.352617647058823,0.11702941176470588,12.499323529411766,0.13952941176470587,0.05385116400320439,34,split_35.0_66.0/0_1.csv,0.6-4.0,286,211079,0.7753296126990256,1.5,0.045898796069370765
