Glon_1,glat_1,comments,col1,Glon_2,Glat_2,3_6mag,e_3_6mag,4_5mag,e_4_5mag,size,sources_cluster,tile,color_bin,sources_20_arcmin,sources_tile,significance,overdensity,Separation
350.4701,-1.218,,359,350.4700615000001,-1.2179754999999999,13.874611111111115,0.1307222222222222,13.154555555555556,0.15544444444444444,0.07234024884183829,18,split_350.0_360.0/0_3.csv,0.6-4.0,98,341627,0.2401825640551808,-1.92,4.5663624033089755E-5
350.484,0.0059,,1393,350.4840430000001,0.005939,14.176117647058824,0.1468823529411765,13.389411764705885,0.1567058823529412,0.02888575745932598,17,split_350.0_360.0/0_4.csv,0.6-4.0,283,373558,0.5432643464089696,1.89,5.805155202177912E-5
350.7204,0.8803,,931,350.7204485000001,0.880294,12.518590909090907,0.0839090909090909,11.757363636363635,0.09872727272727272,0.015483461152131091,22,split_350.0_360.0/0_5.csv,0.6-4.0,667,319385,1.4184774560131126,5.38,4.8867935586398554E-5
351.0341,-0.3396,,1223,351.034058,-0.3396305,13.2255,0.07694999999999999,12.3805,0.11445000000000002,0.021507352144092,20,split_350.0_360.0/1_4.csv,0.6-4.0,174,361176,0.8729887988862534,4.13,5.1908042673518566E-5
351.0385,-0.1409,,1228,351.038481,-0.14089400000000002,13.891529411764704,0.12752941176470586,13.141823529411766,0.14700000000000002,0.03613841259656875,17,split_350.0_360.0/1_4.csv,0.6-4.0,171,361176,0.4416166826786872,3.21,1.9925138875075244E-5
351.1383,0.7539,,199,351.138261,0.7539279999999999,13.387290322580647,0.11200000000000003,12.558774193548386,0.12525806451612906,0.039944123034537767,31,split_350.0_360.0/1_5.csv,0.6-4.0,332,205041,0.9669711370671848,3.8,4.8015366129019565E-5
351.4864,-0.1539,,1285,351.486394,-0.153911,13.978117647058824,0.12141176470588233,13.155058823529416,0.14811764705882352,0.0325784091846227,17,split_350.0_360.0/1_4.csv,0.6-4.0,297,361176,0.4898743151554286,1.77,1.253218278743253E-5
351.4984,0.2522,,1238,351.498381,0.252206,13.875722222222226,0.12155555555555556,13.110777777777775,0.1438333333333333,0.035292169811470576,18,split_350.0_360.0/1_4.csv,0.6-4.0,254,361176,0.4788062013249443,2.5,1.9922620102653325E-5
351.596,0.7662,,194,351.595968,0.7662359999999999,13.83842857142857,0.09380952380952384,12.987714285714285,0.11104761904761903,0.01579698870034708,21,split_350.0_360.0/1_5.csv,0.6-4.0,584,205041,1.656340782683081,4.16,4.816188791865655E-5
351.6029,-0.3383,,1269,351.602926,-0.338253,13.48186956521739,0.09447826086956522,12.686347826086955,0.11268115942028985,0.04050225598659587,69,split_350.0_360.0/1_4.csv,0.6-4.0,636,361176,1.5993204785899757,14.7,5.3703183689733506E-5
351.7864,-0.5376,,1258,351.786415,-0.537633,13.7392,0.09028,12.74312,0.11148,0.01497623520781329,25,split_350.0_360.0/1_4.csv,0.6-4.0,367,361176,1.5671226158443217,3.34,3.626658945446589E-5
351.8055,-0.4572,,1256,351.805486,-0.4572,13.588043478260868,0.1005217391304348,12.482608695652173,0.10417391304347826,0.013806795138656291,23,split_350.0_360.0/1_4.csv,0.6-4.0,496,361176,1.5638697413830192,3.88,1.4000003077723492E-5
351.8641,-0.1265,,1244,351.864119,-0.1264865,13.534466666666667,0.1182,12.788900000000002,0.12723333333333334,0.02428185720352395,30,split_350.0_360.0/1_4.csv,0.6-4.0,686,361176,1.159858409395248,5.24,2.3305169591992415E-5
351.1399,-0.1119,,1227,351.1399235,-0.1118655,13.996312499999998,0.132375,13.1,0.1388125,0.03501818091364948,16,split_350.0_360.0/1_4.csv,0.6-4.0,235,361176,0.4289355306443373,4.25,4.174472109766486E-5
351.2735,1.046,,213,351.2735255,1.0460334999999998,13.742619047619044,0.1260952380952381,12.883666666666665,0.13557142857142854,0.07607305378712646,42,split_350.0_360.0/1_5.csv,0.6-4.0,173,205041,0.6878965763931644,3.22,4.209803355787373E-5
351.4113,0.6478,NAME_NGC_6334-I,187,351.4112615,0.6477890000000001,12.159571428571427,0.10185714285714287,11.091642857142856,0.1045,0.01310958631117134,14,split_350.0_360.0/1_5.csv,0.6-4.0,734,205041,1.3305884720238137,5.0,4.0048394848551865E-5
351.5435,-0.0609,,1287,351.5435065,-0.060875,13.839285714285715,0.1519285714285714,13.145214285714287,0.15778571428571425,0.037110039291964214,14,split_350.0_360.0/1_4.csv,0.6-4.0,311,361176,0.35416222972558703,3.93,2.5830207797781757E-5
351.5658,-0.55833,,1150,351.5658315,-0.5582860000000001,13.713111111111115,0.09033333333333332,12.985277777777776,0.1167777777777778,0.010119942354065829,18,split_350.0_360.0/1_3.csv,0.6-4.0,339,222837,2.1258170139013126,3.48,5.411285728303691E-5
352.8893,0.4854,,584,352.8892915,0.485439,14.24905,0.122075,13.515625,0.1498,0.05478833794016337,40,split_350.0_360.0/2_5.csv,0.6-4.0,223,189952,0.9450939734316928,1.95,3.99240618316911E-5
351.7986,-0.4824,,1257,351.7985905,-0.482361,14.01955,0.094925,12.972575,0.113275,0.019073536936008315,40,split_350.0_360.0/1_4.csv,0.6-4.0,462,361176,1.9687672588976992,9.41,4.014047133871624E-5
351.0534,-1.6813,,1037,351.05335950000006,-1.681346,13.795071428571427,0.117,13.081071428571427,0.15307142857142855,0.06719145605098614,14,split_350.0_360.0/1_2.csv,0.6-4.0,51,84512,0.4043708650861135,2.65,6.125519112916006E-5
351.2624,0.6561,[FMM2009]_XE,185,351.2623680000001,0.656064,11.80204,0.10604000000000001,10.94228,0.11136,0.025309646955244403,25,split_350.0_360.0/1_5.csv,0.6-4.0,432,205041,1.2307182182274663,2.92,4.814777741092723E-5
351.3613,0.6659,[FMM2009]_XH,186,351.3612930000001,0.66589,11.43403846153846,0.11230769230769233,10.562923076923076,0.1100769230769231,0.02775029174614864,26,split_350.0_360.0/1_5.csv,0.6-4.0,675,205041,1.1673753070869812,6.45,1.2199993682208085E-5
351.7513,0.4256,,1289,351.7513464999999,0.42558199999999996,14.099944444444445,0.12211111111111113,13.364,0.15227777777777782,0.03883632526704775,18,split_350.0_360.0/1_4.csv,0.6-4.0,155,361176,0.4351109340997045,2.44,4.9859522233214374E-5
351.7696,-0.5325,"[LPS2011b]_Clump-1,G3CC_46",1259,351.7695834999999,-0.5324955,12.7888125,0.08399999999999999,11.5325,0.1053125,0.010719521561119556,16,split_350.0_360.0/1_4.csv,0.6-4.0,408,361176,1.4012325015396383,2.01,1.7110181613978692E-5
351.8751,0.6828,,204,351.8751220000001,0.6828029999999999,14.2126,0.10347999999999999,13.429920000000001,0.12688000000000002,0.02287544371154691,25,split_350.0_360.0/1_5.csv,0.6-4.0,623,205041,1.3616804114274472,2.37,2.220428691604304E-5
352.0056,0.7994,,571,352.005579,0.799381,14.088615384615386,0.10684615384615384,13.390384615384615,0.14253846153846153,0.012491692639523024,13,split_350.0_360.0/2_5.csv,0.6-4.0,495,189952,1.347178647933693,6.8,2.830080107249311E-5
352.0255,0.0705,,280,352.025494,0.0705125,13.89315909090909,0.11520454545454545,13.1435,0.13861363636363636,0.03930409089711619,44,split_350.0_360.0/2_4.csv,0.6-4.0,403,363712,1.0472760446671634,3.97,1.3864242484368508E-5
352.1271,-0.1245,,256,352.127078,-0.124514,13.37946153846154,0.09246153846153847,12.601538461538466,0.10907692307692307,0.010280451595151535,13,split_350.0_360.0/2_4.csv,0.6-4.0,1187,363712,1.1829800165101352,4.91,2.6077353640559153E-5
352.1621,0.4037,,318,352.162096,0.403683,13.191263157894735,0.10210526315789474,12.189052631578946,0.1465263157894737,0.013936516637954909,19,split_350.0_360.0/2_4.csv,0.6-4.0,264,363712,1.2753976486613998,8.69,1.745849364446453E-5
352.3163,-0.9869,,1164,352.316362,-0.986939,13.237529411764704,0.07852941176470588,12.195411764705884,0.11058823529411764,0.010772944490717223,17,split_350.0_360.0/2_3.csv,0.6-4.0,435,189559,2.0448777924139367,5.72,7.326109304268861E-5
352.3295,-0.454,,326,352.329455,-0.453997,13.67132,0.11027999999999999,12.886680000000002,0.13771999999999998,0.026850685093700543,25,split_350.0_360.0/2_4.csv,0.6-4.0,339,363712,0.8710255333067578,4.29,4.509963554592173E-5
352.4154,-0.1715,,272,352.415408,-0.171461,13.376942857142858,0.08311428571428571,12.541028571428573,0.10511428571428573,0.01963911902301164,35,split_350.0_360.0/2_4.csv,0.6-4.0,640,363712,1.6672176173678592,12.13,3.9809489375315165E-5
352.4198,-0.6041,,1180,352.419829,-0.604056,13.978923076923074,0.12192307692307693,13.207923076923075,0.14715384615384616,0.031117597111588475,13,split_350.0_360.0/2_3.csv,0.6-4.0,170,189559,0.5413649792028546,3.4,5.26880120206334E-5
352.523,0.6583,,579,352.523029,0.6583439999999999,14.079999999999995,0.10726666666666666,13.263733333333333,0.1318666666666667,0.016503706068646387,15,split_350.0_360.0/2_5.csv,0.6-4.0,408,189952,1.1765568242568598,3.46,5.271182126187512E-5
352.6048,-0.1931,VVV_CL116,274,352.604762,-0.1931225,12.58335714285714,0.11449999999999998,11.734857142857145,0.12914285714285714,0.013643858187850879,14,split_350.0_360.0/2_4.csv,0.6-4.0,494,363712,0.9599245249823796,7.16,4.415888991683567E-5
352.6445,-0.2481,,276,352.644517,-0.24811399999999997,13.504807692307693,0.10146153846153846,12.629923076923074,0.1311923076923077,0.02653286869148553,26,split_350.0_360.0/2_4.csv,0.6-4.0,431,363712,0.9167172188709992,5.84,2.2024216119398522E-5
352.8655,0.2893,,307,352.865517,0.289317,13.687476190476188,0.10323809523809524,12.81509523809524,0.12071428571428572,0.02156708538490919,21,split_350.0_360.0/2_4.csv,0.6-4.0,533,363712,0.910907096820597,6.67,2.4045373501596345E-5
352.8836,-1.0553,,1188,352.88356600000003,-1.0553375,13.688611111111115,0.13116666666666668,12.845166666666666,0.1617222222222222,0.05407089421537577,18,split_350.0_360.0/2_3.csv,0.6-4.0,114,189559,0.4313817941270027,2.65,5.062065069482963E-5
352.8978,-0.6061,,1186,352.897834,-0.606119,13.872631578947368,0.12394736842105265,13.148736842105265,0.1565263157894737,0.05614378687798962,19,split_350.0_360.0/2_3.csv,0.6-4.0,107,189559,0.4385355020474574,3.13,3.8937570424013766E-5
352.9201,-0.1055,,297,352.920065,-0.105489,13.567526315789474,0.095,12.808105263157895,0.11363157894736843,0.008343786790185772,19,split_350.0_360.0/2_4.csv,0.6-4.0,584,363712,2.1302798114982067,3.79,3.6687193589050704E-5
352.9576,0.3756,,309,352.957571,0.375586,13.875800000000002,0.10386666666666668,13.075466666666665,0.1226,0.011299602869102449,15,split_350.0_360.0/2_4.csv,0.6-4.0,364,363712,1.2418648287548213,5.66,3.2206901297489E-5
352.9587,0.3567,obscured,308,352.958662,0.356653,13.638130434782605,0.09030434782608696,12.801434782608695,0.1174782608695652,0.013694661879745645,23,split_350.0_360.0/2_4.csv,0.6-4.0,383,363712,1.5711685259600272,5.42,6.0442500287680466E-5
352.424,0.1837,,287,352.42397850000003,0.1836695,13.273714285714288,0.1310714285714286,12.53557142857143,0.1475,0.035855717709993205,14,split_350.0_360.0/2_4.csv,0.6-4.0,369,363712,0.3652715641011831,2.01,3.731235797949662E-5
352.5592,-0.9039,,1173,352.5591875,-0.903947,14.039916666666665,0.11924999999999998,13.254083333333332,0.13958333333333334,0.022921959433037514,12,split_350.0_360.0/2_3.csv,0.6-4.0,311,189559,0.6783945739839753,2.22,4.860747766654741E-5
352.6007,-0.1118,,278,352.60069649999997,-0.1117695,13.6869,0.1351,12.9255,0.13695000000000002,0.02859713409593238,20,split_350.0_360.0/2_4.csv,0.6-4.0,489,363712,0.6542650665604693,3.46,3.0700233930729836E-5
352.6395,-0.3426,,320,352.6395365,-0.342593,13.42113636363636,0.10927272727272727,12.55318181818182,0.1306818181818182,0.02345839645526952,22,split_350.0_360.0/2_4.csv,0.6-4.0,369,363712,0.8773454087635246,3.8,3.7162910513227505E-5
352.8336,0.1065,,305,352.8335985,0.10649699999999998,13.791153846153845,0.1153076923076923,13.060769230769232,0.1417692307692308,0.036680558491539984,26,split_350.0_360.0/2_4.csv,0.6-4.0,466,363712,0.6631070680436321,2.77,3.353888718208161E-6
352.8605,-0.1439,,303,352.8605045,-0.14393450000000002,13.503916666666667,0.11808333333333335,12.685916666666666,0.12358333333333335,0.016545751131330597,12,split_350.0_360.0/2_4.csv,0.6-4.0,618,363712,0.6784861815291626,6.53,3.478528989533926E-5
352.9504,-0.7224,,1185,352.9503525,-0.722404,13.3098125,0.12803125,12.568,0.1400625,0.08257536730315912,32,split_350.0_360.0/2_3.csv,0.6-4.0,100,189559,0.5021718029579519,-1.01,4.76673162166745E-5
352.0498,0.6042,,567,352.04978100000005,0.6042195,13.880227272727273,0.11431818181818182,13.07986363636364,0.12995454545454546,0.021092588182821524,22,split_350.0_360.0/2_5.csv,0.6-4.0,446,189952,1.3501932600223667,6.01,2.7221945331716348E-5
352.0646,0.6762,,568,352.0645580000001,0.6762060000000001,13.928407407407407,0.09281481481481482,12.995148148148148,0.11122222222222224,0.010873020969352026,27,split_350.0_360.0/2_5.csv,0.6-4.0,600,189952,3.2145239579312967,6.45,4.2430286184162596E-5
352.2214,-0.932,,1169,352.2214380000001,-0.931964,13.9840625,0.109125,13.168500000000002,0.1351875,0.035984928317261015,32,split_350.0_360.0/2_3.csv,0.6-4.0,383,189559,1.1523441345484604,3.47,5.233222136277873E-5
352.4756,0.7038,,578,352.4756435000001,0.7037665,14.063086956521742,0.1077608695652174,13.324478260869565,0.13232608695652176,0.039804060879562966,46,split_350.0_360.0/2_5.csv,0.6-4.0,453,189952,1.4960068366391075,10.46,5.491825616796517E-5
352.9399,-0.04,,296,352.9398930000001,-0.040031,13.924068965517245,0.11727586206896555,13.157931034482761,0.13413793103448274,0.02185605312034719,29,split_350.0_360.0/2_4.csv,0.6-4.0,578,363712,1.2412878630258446,8.03,3.178136926055249E-5
353.0836,0.994,,240,353.08365,0.994036,12.837179487179489,0.10689743589743593,12.00258974358974,0.10969230769230767,0.048602907978811935,39,split_350.0_360.0/3_5.csv,0.6-4.0,232,195539,1.023789618283106,4.27,6.160137998318067E-5
353.261,-0.3124,,1661,353.26099,-0.312414,13.494666666666665,0.1017619047619048,12.73609523809524,0.12771428571428572,0.017840362244069125,21,split_350.0_360.0/3_4.csv,0.6-4.0,1166,389718,1.0638134024006012,3.36,1.7193904157993372E-5
353.3991,-0.3545,,1649,353.39907,-0.354522,13.360578947368419,0.08199999999999999,12.420000000000002,0.1068421052631579,0.013182400388382049,19,split_350.0_360.0/3_4.csv,0.6-4.0,990,389718,1.302593581107936,4.54,3.7204688478713606E-5
353.052925,-0.1305,,1636,353.052925,-0.130503,13.966235294117649,0.11817647058823527,13.100294117647062,0.1429411764705882,0.02149041007055132,17,split_350.0_360.0/3_4.csv,0.6-4.0,425,389718,0.7149144083170997,3.06,2.996304512031811E-6
353.0719,-0.0353,,1679,353.071908,-0.035267,13.728866666666667,0.13466666666666668,12.758666666666665,0.1432666666666667,0.02476437041395754,15,split_350.0_360.0/3_4.csv,0.6-4.0,502,389718,0.5474113512297628,2.84,3.395731344464921E-5
353.0823,0.1374,,1681,353.082347,0.137372,13.851333333333335,0.1191851851851852,13.079518518518519,0.14492592592592593,0.03985954868034018,27,split_350.0_360.0/3_4.csv,0.6-4.0,352,389718,0.6121829337024417,1.66,5.470897645095977E-5
353.2404,0.1182,,1676,353.240402,0.11819149999999999,13.717333333333334,0.13558333333333333,12.978000000000002,0.14808333333333332,0.02327714860651791,12,split_350.0_360.0/3_4.csv,0.6-4.0,525,389718,0.4659092125008099,5.16,8.728863896485573E-6
353.2895,-0.0809,,1656,353.28954500000003,-0.08093600000000001,13.36122222222222,0.10277777777777776,12.6005,0.12594444444444447,0.010106884040110613,18,split_350.0_360.0/3_4.csv,0.6-4.0,1052,389718,1.6095521527931365,5.67,5.762902671985804E-5
353.351,0.0321,,1675,353.351027,0.032111,12.899399999999998,0.12333333333333332,12.096733333333333,0.13493333333333332,0.02900718852286788,15,split_350.0_360.0/3_4.csv,0.6-4.0,793,389718,0.4673426885191483,1.24,2.9154952869967276E-5
353.3937,-0.2273,,1668,353.393663,-0.227275,13.42060606060606,0.10472727272727274,12.591181818181818,0.1209090909090909,0.029543192955368162,33,split_350.0_360.0/3_4.csv,0.6-4.0,1274,389718,1.0095000388246906,4.83,4.465600250705313E-5
353.482,0.5942,,231,353.482045,0.5941805,13.043214285714285,0.07235714285714287,12.12,0.09335714285714283,0.01544717392439326,14,split_350.0_360.0/3_5.csv,0.6-4.0,307,195539,1.1563448432483612,10.5,4.9049341291872236E-5
353.5303,-1.0936,,46,353.530265,-1.0936290000000002,13.325791666666667,0.11525,12.341416666666666,0.14675,0.055242833182227516,24,split_350.0_360.0/3_3.csv,0.6-4.0,93,215381,0.5281492496994296,7.51,4.543113260320948E-5
353.5486,-0.6521,,42,353.548646,-0.6521020000000001,13.73375,0.12380000000000002,12.81395,0.14255,0.06287974535566143,20,split_350.0_360.0/3_3.csv,0.6-4.0,172,215381,0.3866700998262085,3.5,4.604230964754868E-5
353.636,0.1356,,1694,353.636022,0.135561,13.691809523809527,0.125,12.893428571428574,0.13876190476190478,0.03855208736242823,21,split_350.0_360.0/3_4.csv,0.6-4.0,326,389718,0.4922902430808096,3.05,4.4777766265528E-5
353.6425,0.8681,faint,244,353.64246099999997,0.8681155,13.025083333333335,0.10020833333333334,12.270208333333334,0.10941666666666666,0.05237150224358753,24,split_350.0_360.0/3_5.csv,0.6-4.0,135,195539,0.5846885362682074,5.67,4.19718649145684E-5
353.645,-0.7673,,43,353.644954,-0.767275,13.687666666666667,0.13653333333333334,12.824000000000002,0.14046666666666668,0.049355195653549316,15,split_350.0_360.0/3_3.csv,0.6-4.0,167,215381,0.36947048469412297,1.57,5.2359206146556454E-5
353.8374,-0.6883,,47,353.837406,-0.6883445,13.2168125,0.1285,12.4164375,0.14337499999999995,0.05451390521005346,16,split_350.0_360.0/3_3.csv,0.6-4.0,128,215381,0.3568075678311337,2.77,4.488925182724646E-5
353.9159,0.2562,,1698,353.915892,0.256158,13.4058064516129,0.0973548387096774,12.511129032258065,0.11138709677419356,0.017774214356764066,31,split_350.0_360.0/3_4.csv,0.6-4.0,623,389718,1.576235525446251,4.31,4.274111111862196E-5
353.9366,-1.0558,,48,353.936606,-1.055754,13.2375,0.129625,12.4675,0.142125,0.06347727550073247,16,split_350.0_360.0/3_3.csv,0.6-4.0,67,215381,0.30642420893996464,2.06,4.6351071205290874E-5
353.9964,0.3431,off*,1705,353.996417,0.34310450000000003,13.434571428571427,0.09121428571428572,12.453642857142857,0.10657142857142857,0.01737071786800994,14,split_350.0_360.0/3_4.csv,0.6-4.0,401,389718,0.7283835015966323,6.33,1.7582604777106645E-5
