Glon,Glat,comments,3_6mag,e_3_6mag,4_5mag,e_4_5mag,size,sources_cluster,tile,color_bin,sources_20_arcmin,sources_tile,significance,overdensity
63.117,0.351,,13.11809091,0.105121212,12.156,0.124454545,0.039281414,33,split_35.0_66.0/28_1.csv,0.6-4.0,112,107413,1.446183715,10.26
332.1346,0.1067,,13.56525,0.126,12.60339286,0.133964286,0.019154257,28,split_295.0_335.0/37_3.csv,0.6-4.0,582,224142,1.74203214,5.82
333.9719,0.0788,,13.50333333,0.11647619,12.54228571,0.132380952,0.032007962,42,split_295.0_335.0/39_3.csv,0.6-4.0,523,251112,1.477347268,4.47
358.2843,-2.0424,,14.329,0.112846154,13.368,0.130615385,0.00766352,13,split_350.0_360.0/8_2.csv,0.6-4.0,516,483879,1.375852031,inf
28.2785,-0.1539,,13.63798113,0.110377358,12.6789434,0.133132075,0.02631907,53,split_15.0_35.0/13_3.csv,0.6-4.0,392,251472,2.265612188,7.1
1.5308,-0.0422,,13.23957143,0.117,12.28071429,0.1115,0.006768074,14,split_0.0_15.0/1_4.csv,0.6-4.0,4099,451607,1.736631465,3.89
24.9267,-0.1565,,13.42188889,0.088972222,12.46372222,0.104527778,0.013392176,36,split_15.0_35.0/9_3.csv,0.6-4.0,537,257243,2.990230211,10.54
314.3303,0.4352,,13.64035714,0.111714286,12.6845,0.126142857,0.022066377,14,split_295.0_335.0/19_3.csv,0.6-4.0,294,172255,0.862454407,6.94
8.5032,-0.6441,,13.57494872,0.091974359,12.61925641,0.111948718,0.012035966,39,split_0.0_15.0/8_3.csv,0.6-4.0,791,240064,3.7311713,4.8
2.4422,0.1234,,13.05452381,0.08452381,12.09885714,0.101761905,0.008986219,21,split_0.0_15.0/2_4.csv,0.6-4.0,810,418617,2.037787691,3.92
350.2783,-0.5075,,13.69571111,0.099511111,12.74137778,0.1096,0.026558831,45,split_350.0_360.0/0_4.csv,0.6-4.0,298,373558,1.56404631,7.31
3.2953,-0.3938,,13.84694444,0.114166667,12.89294444,0.1315,0.013393398,18,split_0.0_15.0/3_4.csv,0.6-4.0,752,403560,1.193583339,4.52
12.6382,-0.7014,,13.24752381,0.105666667,12.29480952,0.126,0.019194212,21,split_0.0_15.0/12_3.csv,0.6-4.0,407,152500,1.580662485,4.12
28.0466,-0.4567,,13.10053333,0.116333333,12.148,0.133133333,0.053348662,30,split_15.0_35.0/13_2.csv,0.6-4.0,163,248020,0.637058671,-2.49
320.2546,-0.083,,13.31133333,0.112933333,12.36046667,0.121,0.040438425,15,split_295.0_335.0/25_3.csv,0.6-4.0,125,195903,0.472826218,1.71
358.2738,-2.0017,,13.59677778,0.090044444,12.6462,0.104466667,0.010324899,45,split_350.0_360.0/8_2.csv,0.6-4.0,540,483879,3.534950678,9.46
303.1259,0.3054,,14.37553333,0.1122,13.42606667,0.150866667,0.053783768,15,split_295.0_335.0/8_3.csv,0.6-4.0,121,143234,0.415759361,6.1
29.9792,-0.0511,,13.33825,0.1121875,12.38984375,0.1269375,0.026230043,32,split_15.0_35.0/14_3.csv,0.6-4.0,359,252564,1.36958918,2.47
321.8046,-0.1167,,13.81692308,0.118538462,12.86953846,0.14,0.030738728,13,split_295.0_335.0/26_3.csv,0.6-4.0,107,208429,0.522640969,7.16
39.498,-0.9963,'G3CC_62',12.23119048,0.104380952,11.28395238,0.121047619,0.01855314,21,split_35.0_66.0/4_0.csv,0.6-4.0,90,169504,1.551089893,6.96
35.6807,-0.1772,,13.53376667,0.11,12.58733333,0.1287,0.034489479,30,split_35.0_66.0/0_0.csv,0.6-4.0,244,193745,1.114921854,7.34
358.7851,-2.038,,12.86208333,0.137166667,11.91625,0.15075,0.048260292,12,split_350.0_360.0/8_2.csv,0.6-4.0,142,483879,0.201673102,2.12
309.9106,0.326,,13.92006061,0.121909091,12.97475758,0.13230303,0.056276621,33,split_295.0_335.0/15_3.csv,0.6-4.0,249,166917,0.809768172,1.02
321.3792,-0.3015,,12.696375,0.113625,11.75153125,0.12490625,0.044177805,32,split_295.0_335.0/26_2.csv,0.6-4.0,169,198992,0.916121549,10.67
27.9637,-0.4719,,13.41690323,0.114387097,12.47312903,0.132516129,0.028994102,31,split_15.0_35.0/12_2.csv,0.6-4.0,180,265071,1.171644837,5.59
302.0308,0.2468,,13.6385,0.108035714,12.69642857,0.110392857,0.044968127,28,split_295.0_335.0/7_3.csv,0.6-4.0,124,130355,0.973003615,6.97
333.5662,-0.8126,,13.6475,0.120916667,12.70566667,0.147875,0.073630218,24,split_295.0_335.0/38_2.csv,0.6-4.0,137,199894,0.411320485,2.02
314.7196,-0.302,Cl_VDBH,13.58294118,0.110235294,12.64176471,0.130411765,0.030608503,17,split_295.0_335.0/19_2.csv,0.6-4.0,177,176453,0.745963152,4.13
317.9689,-0.0105,bub,13.72194444,0.115722222,12.78127778,0.148222222,0.043499528,18,split_295.0_335.0/23_3.csv,0.6-4.0,224,187166,0.539634293,1.8
353.3991,-0.3545,,13.36057895,0.082,12.42,0.106842105,0.0131824,19,split_350.0_360.0/3_4.csv,0.6-4.0,990,389718,1.302593581,4.54
31.9839,0.0632,,13.2686,0.114,12.32886667,0.128366667,0.022768872,30,split_15.0_35.0/16_3.csv,0.6-4.0,166,233293,1.539054301,2.79
333.6331,0.0532,,13.08066667,0.109,12.14206667,0.117066667,0.018223979,15,split_295.0_335.0/38_3.csv,0.6-4.0,521,225033,0.978926346,5.13
37.2722,0.0978,'[FMT2009]_82',13.33972917,0.114645833,12.40120833,0.133270833,0.040226697,48,split_35.0_66.0/2_1.csv,0.6-4.0,344,194438,1.526726903,7.61
354.4216,0.4697,,13.45144444,0.086611111,12.51305556,0.100111111,0.009028609,18,split_350.0_360.0/4_5.csv,0.6-4.0,448,271942,2.156942615,4.11
18.8329,-0.4898,,12.94986667,0.108433333,12.01176667,0.118033333,0.021688957,30,split_15.0_35.0/3_2.csv,0.6-4.0,388,307443,1.407425297,7.16
0.113392,-0.6873,,13.33704878,0.081146341,12.39936585,0.068,0.022424776,41,split_0.0_15.0/0_3.csv,0.6-4.0,525,462234,1.517224524,3.97
318.4175,-0.0995,,13.68420833,0.103541667,12.74829167,0.129916667,0.041428062,24,split_295.0_335.0/23_3.csv,0.6-4.0,134,187166,0.755489116,3.17
35.7584,0.1532,,13.43226316,0.116868421,12.49694737,0.132447368,0.031061362,38,split_35.0_66.0/0_1.csv,0.6-4.0,330,211079,1.502331084,8.16
9.9551,-0.3661,,13.54696,0.07568,12.61188,0.10572,0.0163038,25,split_0.0_15.0/9_4.csv,0.6-4.0,273,364982,1.431991745,6.32
0.5409,0.0262,,12.44628,0.08232,11.5124,0.08376,0.006422337,25,split_0.0_15.0/0_4.csv,0.6-4.0,4756,487724,3.144741353,2.83
60.8981,-0.1304,,13.31073333,0.118955556,12.37708889,0.127511111,0.081038007,45,split_35.0_66.0/25_1.csv,0.6-4.0,57,120946,0.900851215,9
352.0646,0.6762,,13.92840741,0.092814815,12.99514815,0.111222222,0.010873021,27,split_350.0_360.0/2_5.csv,0.6-4.0,600,189952,3.214523958,6.45
9.7151,-0.6968,,13.57308824,0.098647059,12.64026471,0.113794118,0.033493883,34,split_0.0_15.0/9_3.csv,0.6-4.0,415,340234,0.981860141,4.51
49.2596,-0.3367,,13.6611,0.1158,12.7288,0.136825,0.049177529,40,split_35.0_66.0/14_0.csv,0.6-4.0,278,124982,1.298059563,4.47
333.7124,0.3573,,13.5883,0.1243,12.6562,0.1393,0.017085914,20,split_295.0_335.0/38_3.csv,0.6-4.0,340,225033,1.39217474,5.33
18.7595,0.2725,,13.06184615,0.126961538,12.13069231,0.129076923,0.054323493,26,split_15.0_35.0/3_3.csv,0.6-4.0,177,293352,0.498558579,4.23
4.2435,0.5076,,13.50075,0.13225,12.56991667,0.135333333,0.043923977,12,split_0.0_15.0/4_5.csv,0.6-4.0,129,375485,0.251540757,3.21
310.9522,0.7273,,13.40107692,0.106153846,12.47061538,0.114307692,0.035851173,13,split_295.0_335.0/16_3.csv,0.6-4.0,98,159026,0.513016082,1.81
56.956,-0.2429,'G3CC_71',13.59185294,0.113147059,12.66167647,0.125205882,0.071026353,34,split_35.0_66.0/21_0.csv,0.6-4.0,74,121617,0.774439192,6.56
356.9491,0.1448,,13.52048571,0.090828571,12.59094286,0.110428571,0.010227507,35,split_350.0_360.0/6_4.csv,0.6-4.0,538,420631,2.976957748,4.4
307.4023,-0.7159,,13.683,0.127555556,12.75377778,0.117277778,0.046085786,18,split_295.0_335.0/12_2.csv,0.6-4.0,157,197451,0.495907751,3.54
306.1219,-0.7451,,13.43426667,0.092533333,12.50606667,0.143333333,0.051785774,15,split_295.0_335.0/11_2.csv,0.6-4.0,75,191152,0.373780319,2.98
358.891129,0.0113,VVV_CL136,12.64105882,0.084764706,11.71288235,0.124647059,0.022162906,17,split_350.0_360.0/8_4.csv,0.6-4.0,1112,468454,0.632286357,3.05
60.6157,-0.7037,,13.83708696,0.113521739,12.90921739,0.138608696,0.087770385,23,split_35.0_66.0/25_0.csv,0.6-4.0,42,107005,0.451962976,1.85
320.3279,-0.0117,,13.54257576,0.11730303,12.61490909,0.138272727,0.055842931,33,split_295.0_335.0/25_3.csv,0.6-4.0,182,195903,0.753269277,2.43
350.3951,0.9129,,13.41847826,0.103,12.49108696,0.108869565,0.030076518,23,split_350.0_360.0/0_5.csv,0.6-4.0,375,319385,0.763427995,4.05
314.7517,-0.9934,,13.59342857,0.111142857,12.66692857,0.160714286,0.060947737,14,split_295.0_335.0/19_2.csv,0.6-4.0,49,176453,0.308518343,1.92
359.314,-0.0701,,12.59211111,0.072333333,11.66572222,0.086166667,0.005613416,18,split_350.0_360.0/9_4.csv,0.6-4.0,2735,484882,2.598078698,6.71
355.1307,-0.3012,,13.34310526,0.133210526,12.41752632,0.119736842,0.049542191,19,split_350.0_360.0/5_4.csv,0.6-4.0,319,412872,0.336740797,0
43.8993,-0.7909,'G3CC_64',13.77272414,0.124793103,12.84765517,0.153689655,0.068290695,29,split_35.0_66.0/8_0.csv,0.6-4.0,64,150596,0.617383209,8.4
3.4109,0.883,,13.45062857,0.096857143,12.52645714,0.115885714,0.017123536,35,split_0.0_15.0/3_5.csv,0.6-4.0,197,391276,1.843563275,12.37
317.271,0.1178,,13.03971429,0.119571429,12.11621429,0.116571429,0.034674016,14,split_295.0_335.0/22_3.csv,0.6-4.0,200,173857,0.546327247,2.59
353.482,0.5942,,13.04321429,0.072357143,12.12,0.093357143,0.015447174,14,split_350.0_360.0/3_5.csv,0.6-4.0,307,195539,1.156344843,10.5
350.1735,0.0039,,13.3425,0.0993125,12.4195,0.1163125,0.017476322,16,split_350.0_360.0/0_4.csv,0.6-4.0,435,373558,0.845115332,7.67
315.8826,0.3009,,12.96569565,0.104913043,12.04395652,0.126086957,0.032057683,23,split_295.0_335.0/21_3.csv,0.6-4.0,97,173462,0.97189331,4.82
12.7422,-0.108,,12.93684211,0.124842105,12.01510526,0.133736842,0.013264419,19,split_0.0_15.0/12_4.csv,0.6-4.0,1321,289930,1.500872665,6.43
328.1238,-0.1006,,13.46007143,0.127928571,12.53857143,0.134285714,0.018543508,14,split_295.0_335.0/33_3.csv,0.6-4.0,313,202610,0.946304173,6.43
317.5758,-0.9532,,13.00216667,0.096833333,12.08120833,0.127708333,0.063223799,24,split_295.0_335.0/22_2.csv,0.6-4.0,89,178466,0.506964997,3.04
353.5486,-0.6521,,13.73375,0.1238,12.81395,0.14255,0.062879745,20,split_350.0_360.0/3_3.csv,0.6-4.0,172,215381,0.3866701,3.5
304.2612,-0.3963,,13.71130769,0.100423077,12.79157692,0.101769231,0.043051643,26,split_295.0_335.0/9_2.csv,0.6-4.0,162,167632,0.832204804,4.05
6.9233,-0.2494,,12.73427273,0.078136364,11.81477273,0.100545455,0.012040291,22,split_0.0_15.0/6_4.csv,0.6-4.0,510,358788,1.721043403,5.68
316.7175,0.1287,,13.84222222,0.115777778,12.92272222,0.128222222,0.022553506,18,split_295.0_335.0/21_3.csv,0.6-4.0,382,173462,1.081138506,6
53.8183,0.0026,,13.37175,0.09945,12.453,0.1173,0.030245805,20,split_35.0_66.0/18_1.csv,0.6-4.0,173,143439,0.985045503,10.97
316.831,0.1021,,13.73569231,0.109769231,12.81761538,0.139846154,0.025026794,13,split_295.0_335.0/21_3.csv,0.6-4.0,260,173462,0.703657006,5.06
306.2267,0.0005,,13.407,0.096666667,12.4904,0.0998,0.061697642,15,split_295.0_335.0/11_3.csv,0.6-4.0,160,159526,0.343425088,0.33
34.6777,-0.1158,,13.66084,0.12392,12.7456,0.14104,0.032715784,25,split_15.0_35.0/19_3.csv,0.6-4.0,401,208736,0.943645905,1.91
350.0951,-1.0334,,14.08286957,0.11226087,13.16765217,0.125608696,0.013890993,23,split_350.0_360.0/0_3.csv,0.6-4.0,351,341627,1.598245575,4.25
302.4477,-0.2364,,13.50812,0.12492,12.593,0.15272,0.074534154,25,split_295.0_335.0/7_2.csv,0.6-4.0,70,147184,0.493264029,6.64
306.7313,-0.3451,,14.18544444,0.113722222,13.27033333,0.146388889,0.055867864,18,split_295.0_335.0/11_2.csv,0.6-4.0,114,191152,0.415763228,2.67
326.6774,0.5649,,12.51628205,0.110871795,11.60174359,0.118692308,0.029168287,39,split_295.0_335.0/31_3.csv,0.6-4.0,567,199300,1.68976026,5.41
54.8168,0.0174,,14.29346154,0.129615385,13.37946154,0.163230769,0.03286582,13,split_35.0_66.0/19_1.csv,0.6-4.0,72,154471,0.567806631,8.16
327.4127,0.4522,,13.58703571,0.125071429,12.67317857,0.135785714,0.054529756,28,split_295.0_335.0/32_3.csv,0.6-4.0,213,204276,0.640974675,2.65
311.9528,0.147,,13.47548649,0.111594595,12.56178378,0.128945946,0.029601211,37,split_295.0_335.0/17_3.csv,0.6-4.0,422,165047,1.735855159,5.2
21.2356,0.1971,,13.19642857,0.122685714,12.2836,0.125971429,0.044573657,35,split_15.0_35.0/6_3.csv,0.6-4.0,247,289721,0.823047418,3.96
324.1712,0.4405,,13.467875,0.1139375,12.5555625,0.148375,0.024650389,16,split_295.0_335.0/29_3.csv,0.6-4.0,186,213388,0.792750036,4.82
323.3686,0.1614,,13.30226829,0.116756098,12.39014634,0.143926829,0.049106479,41,split_295.0_335.0/28_3.csv,0.6-4.0,270,207853,1.03321802,3.64
22.5478,-0.5199,,13.58307692,0.128230769,12.67126923,0.136576923,0.031458684,26,split_15.0_35.0/7_2.csv,0.6-4.0,345,248162,0.93603097,4.08
326.6365,0.579,[VRS2018]_IRAS_15408-5356_Cluster,11.66964286,0.1225,10.75828571,0.113357143,0.012386752,14,split_295.0_335.0/31_3.csv,0.6-4.0,547,199300,1.428374271,4.92
304.9208,0.5257,,13.36204348,0.12326087,12.45082609,0.128217391,0.042322365,23,split_295.0_335.0/10_3.csv,0.6-4.0,107,138016,0.825312181,3.6
32.7165,-0.9519,,13.17142857,0.122857143,12.26057143,0.162785714,0.079244029,14,split_15.0_35.0/17_2.csv,0.6-4.0,63,242760,0.202300979,5.14
350.483,-0.9405,,13.52837037,0.103481481,12.61807407,0.121074074,0.017520648,27,split_350.0_360.0/0_3.csv,0.6-4.0,292,341627,1.487519204,5.05
313.7509,-0.4972,,13.68039655,0.105241379,12.77056897,0.136293103,0.09991538,58,split_295.0_335.0/18_2.csv,0.6-4.0,147,170835,0.79237778,0.08
350.7158,1.0239,,12.67871429,0.095928571,11.76907143,0.131928571,0.008033152,14,split_350.0_360.0/0_5.csv,0.6-4.0,624,319385,1.739842274,5.72
0.2287,3.782,,13.90933333,0.125222222,13,0.155833333,0.061913979,18,split_0.0_15.0/0_8.csv,0.6-4.0,59,215797,0.353090595,4.01
56.2537,-0.1471,'[MCM2005b]_24',13.21044828,0.118862069,12.30272414,0.123482759,0.059942151,29,split_35.0_66.0/21_1.csv,0.6-4.0,70,129584,0.758254591,4.11
350.725,-0.3205,,13.895,0.112533333,12.98766667,0.138333333,0.011967319,15,split_350.0_360.0/0_4.csv,0.6-4.0,500,373558,1.157018894,6.5
329.1081,-0.4852,VVV_CL057,13.24530435,0.110913043,12.33834783,0.128913043,0.053437461,23,split_295.0_335.0/34_2.csv,0.6-4.0,216,275829,0.462367309,3.77
26.5022,0.2815,'G3CC_59',13.05651613,0.106548387,12.15054839,0.123258065,0.062844514,62,split_15.0_35.0/11_3.csv,0.6-4.0,291,270789,1.069630723,3.92
11.8617,0.8634,,13.84384,0.12444,12.93864,0.14296,0.048202245,25,split_0.0_15.0/11_5.csv,0.6-4.0,152,213735,0.632936274,8.51
354.9814,0.5609,,13.43757895,0.097473684,12.53347368,0.100736842,0.039194698,19,split_350.0_360.0/4_5.csv,0.6-4.0,140,271942,0.524461004,2.35
316.4805,-1.0664,,13.91182353,0.123176471,13.00788235,0.163529412,0.073747,17,split_295.0_335.0/21_2.csv,0.6-4.0,41,173273,0.312438238,7.25
330.8261,-0.9551,,13.45858333,0.127,12.55533333,0.15725,0.047653493,12,split_295.0_335.0/35_2.csv,0.6-4.0,63,283056,0.267039425,5.54
329.6077,0.1116,,13.28927586,0.122862069,12.38865517,0.145310345,0.030519224,29,split_295.0_335.0/34_3.csv,0.6-4.0,429,225485,1.128991677,4.8
32.6239,-0.2548,,13.01216216,0.112,12.11194595,0.130675676,0.065901269,37,split_15.0_35.0/17_2.csv,0.6-4.0,198,242760,0.642901512,2.08
18.4131,2.0809,,13.03268421,0.081263158,12.13268421,0.113473684,0.064426118,19,split_15.0_35.0/3_5.csv,0.6-4.0,115,130078,0.461333271,2.44
358.2632,-2.0543,,13.03959375,0.08809375,12.13971875,0.101625,0.011560152,32,split_350.0_360.0/8_2.csv,0.6-4.0,524,483879,2.245138308,7.54
309.426,-0.619,G3CC_12,13.54212,0.10196,12.64232,0.09508,0.019422147,25,split_295.0_335.0/14_2.csv,0.6-4.0,256,174031,1.740822658,4.9
27.7954,-0.2745,,13.41042105,0.121,12.51089474,0.138789474,0.034429283,38,split_15.0_35.0/12_2.csv,0.6-4.0,224,265071,1.209482443,5.94
326.9154,-1.0669,,13.40389796,0.118877551,12.50457143,0.136816327,0.121433364,49,split_295.0_335.0/32_2.csv,0.6-4.0,56,193455,0.517598655,6.84
357.5354,0.2367,,13.16714286,0.099285714,12.26804762,0.116666667,0.022906831,21,split_350.0_360.0/7_4.csv,0.6-4.0,436,440333,0.779450845,7.27
301.5946,-0.2834,,13.39135294,0.107235294,12.49288235,0.124705882,0.035414373,17,split_295.0_335.0/6_2.csv,0.6-4.0,155,138097,0.728789835,3.88
1.937,-0.1682,,13.28463158,0.095789474,12.38631579,0.113763158,0.023698179,38,split_0.0_15.0/1_4.csv,0.6-4.0,1055,451607,1.346211658,2.7
325.9513,-0.1789,offic,13.94507692,0.132205128,13.04723077,0.155358974,0.093882729,39,split_295.0_335.0/31_2.csv,0.6-4.0,98,195624,0.529898754,1.07
330.073,1.0598,,13.46621053,0.113578947,12.56847368,0.141736842,0.017722136,19,split_295.0_335.0/35_4.csv,0.6-4.0,322,209364,1.321939515,9.55
46.1734,-0.519,,13.65115,0.1007,12.7538,0.12405,0.067019978,20,split_35.0_66.0/11_0.csv,0.6-4.0,99,140029,0.449926719,0.85
358.4955,-3.3635,,13.53230769,0.129307692,12.63523077,0.161384615,0.04469996,13,split_350.0_360.0/8_1.csv,0.6-4.0,82,303923,0.297631914,3.48
28.7015,0.4022,,13.32522222,0.111888889,12.42862963,0.142703704,0.062815386,27,split_15.0_35.0/13_3.csv,0.6-4.0,182,251472,0.483590739,0.52
30.6496,-0.2033,,13.34509091,0.115863636,12.4485,0.131727273,0.016193704,22,split_15.0_35.0/15_2.csv,0.6-4.0,494,240786,1.562017629,4.71
38.3552,-0.953,,13.543875,0.0986875,12.6473125,0.12603125,0.02780135,32,split_35.0_66.0/3_0.csv,0.6-4.0,112,171997,1.565844801,8.52
334.3322,0.9642,,13.32605556,0.118777778,12.4295,0.143777778,0.013609456,18,split_295.0_335.0/39_4.csv,0.6-4.0,147,197464,1.679240296,9.39
351.1399,-0.1119,,13.9963125,0.132375,13.1,0.1388125,0.035018181,16,split_350.0_360.0/1_4.csv,0.6-4.0,235,361176,0.428935531,4.25
36.1145,0.5551,,13.66373913,0.122217391,12.76756522,0.132043478,0.058182593,23,split_35.0_66.0/1_1.csv,0.6-4.0,182,211402,0.485070964,0.99
14.2365,-0.5956,,13.50709756,0.099146341,12.61117073,0.11797561,0.017471849,41,split_0.0_15.0/14_3.csv,0.6-4.0,1195,130653,3.662775971,5.66
65.2599,0.0121,,13.35626667,0.1046,12.46106667,0.1096,0.032423947,15,split_35.0_66.0/30_1.csv,0.6-4.0,42,45320,1.226042394,11
7.4492,0.4051,,13.53036364,0.132,12.63527273,0.131636364,0.06076297,22,split_0.0_15.0/7_4.csv,0.6-4.0,97,356435,0.342151605,5.85
353.9159,0.2562,,13.40580645,0.097354839,12.51112903,0.111387097,0.017774214,31,split_350.0_360.0/3_4.csv,0.6-4.0,623,389718,1.576235525,4.31
40.2802,-0.2429,'line_struct**',13.61954348,0.114630435,12.72545652,0.137478261,0.053492999,46,split_35.0_66.0/5_0.csv,0.6-4.0,179,169861,1.177169806,4.99
30.7349,-0.3011,,13.55030769,0.128846154,12.65623077,0.147384615,0.023968622,13,split_15.0_35.0/15_2.csv,0.6-4.0,515,240786,0.6236052,0.21
306.0701,0.3538,,14.38082353,0.115647059,13.48694118,0.166470588,0.05046476,17,split_295.0_335.0/11_3.csv,0.6-4.0,114,159526,0.475849958,2.04
34.148,-0.089,,13.30978571,0.102,12.416,0.140571429,0.026402757,14,split_15.0_35.0/19_3.csv,0.6-4.0,327,208736,0.654794691,3.88
29.9591,-0.789,,13.22361538,0.108923077,12.33080769,0.122692308,0.04205041,26,split_15.0_35.0/14_2.csv,0.6-4.0,190,258968,0.685496319,7.24
302.3849,0.292,,13.56007143,0.126142857,12.66842857,0.107785714,0.025261388,14,split_295.0_335.0/7_3.csv,0.6-4.0,96,130355,0.866028212,5.31
10.7902,1.6074,,13.87316667,0.13125,12.9825,0.1675,0.075161075,12,split_0.0_15.0/10_6.csv,0.6-4.0,55,193993,0.204512707,3.89
52.9853,0.4277,,13.75247059,0.104352941,12.86182353,0.126588235,0.073479878,17,split_35.0_66.0/17_1.csv,0.6-4.0,40,145629,0.342043723,5
62.3841,0.2974,,13.5934,0.115333333,12.70323333,0.122633333,0.072526267,30,split_35.0_66.0/27_1.csv,0.6-4.0,60,108721,0.707773463,5
308.2509,-0.9813,bub,14.0171875,0.12378125,13.12834375,0.12634375,0.077655533,32,split_295.0_335.0/13_2.csv,0.6-4.0,92,183564,0.542636347,0.24
9.8649,-0.748,,13.41434483,0.087448276,12.52713793,0.111241379,0.027525195,29,split_0.0_15.0/9_3.csv,0.6-4.0,265,340234,1.019069488,5.14
18.9204,-2.0272,,12.86513333,0.133133333,11.97846667,0.149333333,0.068935781,15,split_15.0_35.0/3_1.csv,0.6-4.0,27,199650,0.274749533,8.66
325.7728,0.8359,off,14.046,0.130555556,13.15988889,0.176111111,0.070440762,18,split_295.0_335.0/30_3.csv,0.6-4.0,60,215392,0.310640973,1.94
14.283,-0.5097,,13.34113793,0.099689655,12.45524138,0.110448276,0.013981764,29,split_0.0_15.0/14_4.csv,0.6-4.0,664,290412,2.171469878,3.8
13.3854,-0.2414,'faint',13.67491667,0.111208333,12.789375,0.13075,0.01005004,24,split_0.0_15.0/13_4.csv,0.6-4.0,1349,276679,2.56141783,4.01
8.4708,-0.2533,,12.94,0.107055556,12.05477778,0.107333333,0.01079774,18,split_0.0_15.0/8_4.csv,0.6-4.0,1007,342338,1.607448804,6.43
59.6968,0.1844,,13.55381818,0.103045455,12.66877273,0.130318182,0.052427497,22,split_35.0_66.0/24_1.csv,0.6-4.0,90,119174,0.685800602,5.74
331.0874,0.982,,14.04077778,0.123,13.15594444,0.1545,0.033294965,18,split_295.0_335.0/36_4.csv,0.6-4.0,142,124733,0.86363119,2.69
298.4129,0.6869,,13.56971875,0.107125,12.685125,0.1306875,0.083810432,32,split_295.0_335.0/3_3.csv,0.6-4.0,71,117212,0.629203203,5.38
7.2827,-0.5258,,13.77477273,0.108840909,12.89043182,0.127636364,0.085518715,44,split_0.0_15.0/7_4.csv,0.6-4.0,125,356435,0.486212819,8
313.9096,-0.0751,,12.79857895,0.114631579,11.91426316,0.119263158,0.033532806,19,split_295.0_335.0/19_3.csv,0.6-4.0,146,172255,0.770234289,5.94
19.8286,-0.3309,,13.27119231,0.137730769,12.38746154,0.144269231,0.046200896,26,split_15.0_35.0/4_2.csv,0.6-4.0,363,300860,0.578849664,1.7
6.6094,-1.0186,,13.38964706,0.132647059,12.50688235,0.155235294,0.043832593,17,split_0.0_15.0/6_3.csv,0.6-4.0,176,352424,0.368590455,6.05
40.426,0.6926,,13.73807692,0.122115385,12.85544231,0.148461538,0.120500832,52,split_35.0_66.0/5_1.csv,0.6-4.0,110,205341,0.537279814,4.45
0.0291,2.1867,,12.97995455,0.128590909,12.09813636,0.125181818,0.078397132,22,split_0.0_15.0/0_6.csv,0.6-4.0,81,460879,0.233213728,2.52
4.6263,-0.6569,,13.55579167,0.122145833,12.67414583,0.131875,0.053770544,48,split_0.0_15.0/4_3.csv,0.6-4.0,224,399043,0.797282115,4.6
14.6199,0.3288,'Ryu_715',13.34523256,0.129767442,12.4642093,0.137837209,0.076883335,43,split_0.0_15.0/14_4.csv,0.6-4.0,161,290412,0.585536572,1.33
309.2329,-0.4638,,13.4255122,0.110414634,12.5445122,0.132609756,0.04143619,41,split_295.0_335.0/14_2.csv,0.6-4.0,330,174031,1.338183884,7.06
29.41,-0.6369,,13.42825424,0.116491525,12.54737288,0.132,0.053178605,59,split_15.0_35.0/14_2.csv,0.6-4.0,338,258968,1.230033906,4.54
331.4131,-0.3657,,13.57008333,0.116875,12.68970833,0.13525,0.019611253,24,split_295.0_335.0/36_2.csv,0.6-4.0,521,234565,1.425605507,8.08
298.2535,0.7443,VVV_CL010,13.51619149,0.106021277,12.63638298,0.130659574,0.113689408,47,split_295.0_335.0/3_3.csv,0.6-4.0,73,117212,0.681266258,4.21
321.2039,0.54,,13.12568,0.12076,12.24624,0.1614,0.069570981,25,split_295.0_335.0/26_3.csv,0.6-4.0,103,208429,0.44407658,3.65
46.1756,-0.1095,,14.0790625,0.12575,13.19975,0.15,0.076462385,32,split_35.0_66.0/11_1.csv,0.6-4.0,116,179513,0.557287432,1.85
298.0454,-0.5183,,13.269625,0.0809375,12.3904375,0.1255,0.063910153,16,split_295.0_335.0/3_2.csv,0.6-4.0,70,127036,0.396288789,3.02
358.0652,1.8684,,13.816625,0.151375,12.937625,0.1331875,0.062623603,16,split_350.0_360.0/8_6.csv,0.6-4.0,99,519810,0.199933092,1.64
320.1646,0.9093,,13.12528571,0.097380952,12.24633333,0.112142857,0.017732969,21,split_295.0_335.0/25_4.csv,0.6-4.0,93,42975,3.222960303,7.35
26.287,1.4565,,13.05523529,0.107941176,12.17647059,0.126588235,0.019362476,17,split_15.0_35.0/11_4.csv,0.6-4.0,233,134018,1.353105071,5.73
0.5826,-0.1061,,11.5411,0.0758,10.6625,0.0791,0.007861238,20,split_0.0_15.0/0_4.csv,0.6-4.0,5728,487724,2.055308703,4.91
13.7863,-0.2368,,13.03761538,0.095576923,12.16084615,0.115769231,0.034988786,26,split_0.0_15.0/13_4.csv,0.6-4.0,727,276679,0.797042422,3.12
358.455,-0.5606,,13.40911111,0.096833333,12.53244444,0.099166667,0.011989724,18,split_350.0_360.0/8_3.csv,0.6-4.0,386,438372,1.279284021,2.32
355.7751,0.2408,,13.59508333,0.110416667,12.71916667,0.13025,0.016728432,12,split_350.0_360.0/5_4.csv,0.6-4.0,605,412872,0.629859047,3.54
