Glon,Glat,comments,3_6mag,e_3_6mag,4_5mag,e_4_5mag,size,sources_cluster,tile,color_bin,sources_20_arcmin,sources_tile,significance,overdensity
350.3747,-0.9292,,12.85278947,0.109578947,11.97752632,0.121263158,0.02629731,19,split_350.0_360.0/0_3.csv,0.6-4.0,298,341627,0.697414944,6.1
352.6445,-0.2481,,13.50480769,0.101461538,12.62992308,0.131192308,0.026532869,26,split_350.0_360.0/2_4.csv,0.6-4.0,431,363712,0.916717219,5.84
35.2705,-0.7666,,13.26941667,0.106083333,12.39504167,0.121833333,0.022476451,24,split_35.0_66.0/0_0.csv,0.6-4.0,497,193745,1.368652861,5.42
51.4092,-0.8751,'[SUH2012]_G051.401-00.890',13.51396,0.12952,12.64024,0.14032,0.039598051,25,split_35.0_66.0/16_0.csv,0.6-4.0,98,124887,1.007935277,5.58
354.8297,0.8185,,13.74660976,0.101195122,12.87331707,0.102219512,0.022564275,41,split_350.0_360.0/4_5.csv,0.6-4.0,402,271942,1.965845579,8
352.8655,0.2893,,13.68747619,0.103238095,12.81509524,0.120714286,0.021567085,21,split_350.0_360.0/2_4.csv,0.6-4.0,533,363712,0.910907097,6.67
358.1803,1.5283,,13.61935484,0.148516129,12.74716129,0.135741935,0.077370471,31,split_350.0_360.0/8_6.csv,0.6-4.0,105,519810,0.313537289,2.82
1.1466,-0.2496,,13.25945,0.08325,12.38795,0.1105,0.008370902,20,split_0.0_15.0/1_4.csv,0.6-4.0,3069,451607,2.00586848,4.95
351.3613,0.6659,[FMM2009]_XH,11.43403846,0.112307692,10.56292308,0.110076923,0.027750292,26,split_350.0_360.0/1_5.csv,0.6-4.0,675,205041,1.167375307,6.45
3.3177,-0.3964,,13.471,0.109227273,12.59995455,0.119818182,0.015245651,22,split_0.0_15.0/3_4.csv,0.6-4.0,775,403560,1.281585902,6.93
350.126,-1.0622,,13.50490909,0.082636364,12.63404545,0.111545455,0.017081409,22,split_350.0_360.0/0_3.csv,0.6-4.0,363,341627,1.243219918,7.54
56.3643,-0.6307,,13.63841667,0.109861111,12.76758333,0.141972222,0.095128946,36,split_35.0_66.0/21_0.csv,0.6-4.0,67,121617,0.612234415,3.08
350.4056,-0.8893,,13.38110526,0.106684211,12.51047368,0.144894737,0.022156292,19,split_350.0_360.0/0_3.csv,0.6-4.0,306,341627,0.827762019,6.35
0.1323,-0.0621,,11.29390909,0.119272727,10.42333333,0.107969697,0.015264109,33,split_0.0_15.0/0_4.csv,0.6-4.0,2587,487724,1.746547831,3.27
39.5757,-0.3097,,13.29808333,0.102916667,12.42841667,0.13075,0.025107922,12,split_35.0_66.0/4_0.csv,0.6-4.0,383,169504,0.654946099,5.67
8.6784,-0.6824,,13.61674286,0.098142857,12.74724286,0.114857143,0.029696738,70,split_0.0_15.0/8_3.csv,0.6-4.0,438,240064,2.714256171,12.66
64.2716,-0.4264,,13.81458824,0.100235294,12.94523529,0.129941176,0.027090532,17,split_35.0_66.0/29_0.csv,0.6-4.0,50,91084,1.173100997,14.85
354.0706,0.0099,,13.58188889,0.136,12.71359259,0.146333333,0.047117365,27,split_350.0_360.0/4_4.csv,0.6-4.0,296,421934,0.497720544,2.21
23.4765,0.1041,,13.44870588,0.118588235,12.5805,0.128941176,0.025804134,34,split_15.0_35.0/8_3.csv,0.6-4.0,815,255814,1.469780664,4.6
352.6395,-0.3426,,13.42113636,0.109272727,12.55318182,0.130681818,0.023458396,22,split_350.0_360.0/2_4.csv,0.6-4.0,369,363712,0.877345409,3.8
307.0728,0.5335,,13.85217391,0.115565217,12.98426087,0.147434783,0.10563985,46,split_295.0_335.0/12_3.csv,0.6-4.0,107,173851,0.589205133,3.11
322.4356,-0.3383,,13.73926667,0.1405,12.87186667,0.1464,0.077367891,30,split_295.0_335.0/27_2.csv,0.6-4.0,128,204577,0.483678914,4.43
9.9892,0.8171,,12.98865217,0.094217391,12.12126087,0.111086957,0.04210911,23,split_0.0_15.0/9_5.csv,0.6-4.0,208,328033,0.538044339,4.91
30.637,0.0884,'faint',13.28205263,0.115473684,12.41521053,0.132105263,0.022956159,19,split_15.0_35.0/15_3.csv,0.6-4.0,1119,213603,1.01035911,3.49
0.0797,-0.643,,12.95131915,0.084340426,12.08459574,0.069680851,0.014799493,47,split_0.0_15.0/0_3.csv,0.6-4.0,492,462234,2.635391455,8.49
353.052925,-0.1305,,13.96623529,0.118176471,13.10029412,0.142941176,0.02149041,17,split_350.0_360.0/3_4.csv,0.6-4.0,425,389718,0.714914408,3.06
18.1766,0.5406,,13.416,0.121083333,12.55058333,0.140583333,0.033757969,12,split_15.0_35.0/3_3.csv,0.6-4.0,150,293352,0.370284446,4.43
7.6396,-0.1125,,13.34955,0.1124,12.4842,0.118,0.033819235,20,split_0.0_15.0/7_4.csv,0.6-4.0,403,356435,0.558857528,6.35
6.4662,1.0379,,12.5827,0.1308,11.71765,0.15185,0.040961284,20,split_0.0_15.0/6_5.csv,0.6-4.0,160,365565,0.455616234,5.82
355.9436,0.2085,,13.52486364,0.1225,12.66004545,0.128045455,0.02672743,22,split_350.0_360.0/5_4.csv,0.6-4.0,426,412872,0.722741215,2.04
322.1541,-0.0648,,12.64033333,0.13175,11.77583333,0.12925,0.027506232,12,split_295.0_335.0/27_3.csv,0.6-4.0,164,215982,0.529622511,4.95
330.9308,1.0146,,13.25434615,0.116307692,12.39015385,0.155730769,0.061227221,26,split_295.0_335.0/36_4.csv,0.6-4.0,86,124733,0.678364605,4.7
28.6856,-0.2783,,13.33842857,0.115571429,12.47435714,0.1405,0.018469697,14,split_15.0_35.0/13_2.csv,0.6-4.0,440,248020,0.858716838,8.98
297.4022,-0.6278,[MCM2005b]_28,13.72609524,0.115333333,12.8622381,0.128285714,0.062208987,21,split_295.0_335.0/2_2.csv,0.6-4.0,79,122812,0.543464061,6.15
333.4868,0.1591,,13.37707143,0.114571429,12.51335714,0.130892857,0.033193709,28,split_295.0_335.0/38_3.csv,0.6-4.0,406,225033,1.003238548,5.48
353.645,-0.7673,,13.68766667,0.136533333,12.824,0.140466667,0.049355196,15,split_350.0_360.0/3_3.csv,0.6-4.0,167,215381,0.369470485,1.57
359.5038,-0.0477,,12.45164286,0.093285714,11.58821429,0.102285714,0.004200809,14,split_350.0_360.0/9_4.csv,0.6-4.0,4050,484882,2.700238259,4.92
302.4448,-0.1035,[MCM2005b]_34,13.50234483,0.103517241,12.63896552,0.129517241,0.053490001,29,split_295.0_335.0/7_3.csv,0.6-4.0,117,130355,0.847201283,2.21
320.1854,0.8441,,12.97115556,0.091777778,12.10813333,0.119666667,0.035266742,45,split_295.0_335.0/25_3.csv,0.6-4.0,108,195903,1.626491086,9.22
10.3811,2.2222,,13.35089286,0.106875,12.48844643,0.129767857,0.076069996,56,split_0.0_15.0/10_6.csv,0.6-4.0,117,193993,0.942989086,9.86
316.5283,0.5503,,13.74669231,0.106384615,12.88446154,0.137153846,0.0524908,13,split_295.0_335.0/21_3.csv,0.6-4.0,102,173462,0.335492679,5.66
307.3833,-0.9514,"VVV_CL025,VVV_CL026",13.61988235,0.115882353,12.75794118,0.139529412,0.063990294,17,split_295.0_335.0/12_2.csv,0.6-4.0,77,197451,0.337310773,1.28
357.946,0.0998,,13.59915385,0.111153846,12.738,0.143384615,0.021917,13,split_350.0_360.0/7_4.csv,0.6-4.0,355,440333,0.504308968,1.25
21.3771,-0.2295,,12.87396,0.11268,12.0132,0.11616,0.036899986,25,split_15.0_35.0/6_2.csv,0.6-4.0,176,265704,0.741548959,2.47
63.1529,0.4438,,11.41353846,0.083384615,10.55292308,0.088846154,0.02371891,13,split_35.0_66.0/28_1.csv,0.6-4.0,121,107413,0.943507304,7.76
18.7986,-0.2912,,13.35827119,0.115576271,12.49847458,0.128033898,0.041471977,59,split_15.0_35.0/3_2.csv,0.6-4.0,425,307443,1.447571517,8.59
351.2624,0.6561,[FMM2009]_XE,11.80204,0.10604,10.94228,0.11136,0.025309647,25,split_350.0_360.0/1_5.csv,0.6-4.0,432,205041,1.230718218,2.92
15.4356,0.1941,,13.2345,0.118088235,12.37541176,0.133852941,0.053182917,34,split_15.0_35.0/0_3.csv,0.6-4.0,197,305890,0.652152537,8.98
351.2735,1.046,,13.74261905,0.126095238,12.88366667,0.135571429,0.076073054,42,split_350.0_360.0/1_5.csv,0.6-4.0,173,205041,0.687896576,3.22
9.2222,0.1635,'G3CC_54',13.32811364,0.112613636,12.46954545,0.124954545,0.064706673,44,split_0.0_15.0/9_4.csv,0.6-4.0,279,364982,0.635028102,3.67
35.0854,0.7229,,13.05375,0.103666667,12.1955,0.159416667,0.030074729,12,split_35.0_66.0/0_1.csv,0.6-4.0,89,211079,0.4899842,14
329.5098,1.5864,,13.49971429,0.100047619,12.64209524,0.126857143,0.081242874,21,split_295.0_335.0/34_4.csv,0.6-4.0,55,187914,0.336418221,4.93
358.1047,-2.1782,,12.95122222,0.098777778,12.09411111,0.107777778,0.023351774,18,split_350.0_360.0/8_2.csv,0.6-4.0,195,483879,0.625186092,4.74
350.5215,1.0012,,13.74566667,0.101,12.88875758,0.120848485,0.02586488,33,split_350.0_360.0/0_5.csv,0.6-4.0,475,319385,1.273712092,4.6
319.7952,-0.9102,,13.59124242,0.101848485,12.73451515,0.131818182,0.013658374,33,split_295.0_335.0/24_2.csv,0.6-4.0,380,188628,3.138606819,2.51
358.8966,2.9353,,12.8805,0.112857143,12.02407143,0.133642857,0.057355433,14,split_350.0_360.0/8_7.csv,0.6-4.0,45,300457,0.251239185,9.07
47.874,0.3135,'G3CC_65',13.73318182,0.108181818,12.87695455,0.147181818,0.078082952,22,split_35.0_66.0/12_1.csv,0.6-4.0,76,175206,0.379766834,-1.51
305.2447,-0.0457,,12.96291667,0.110694444,12.10708333,0.123888889,0.055236869,36,split_295.0_335.0/10_3.csv,0.6-4.0,223,138016,0.989768879,3.94
10.5097,2.2286,'HII',12.84081481,0.092,11.98607407,0.118222222,0.075911441,27,split_0.0_15.0/10_6.csv,0.6-4.0,110,193993,0.455605083,0.99
318.6477,0.4237,,13.7837037,0.135074074,12.92962963,0.163888889,0.079076914,27,split_295.0_335.0/23_3.csv,0.6-4.0,100,187166,0.445272258,-1.19
301.1103,0.9691,HII,13.08281818,0.109545455,12.22936364,0.133060606,0.075541191,33,split_295.0_335.0/6_4.csv,0.6-4.0,52,25374,1.547250773,8.55
35.8512,0.2678,'**',13.35261765,0.117029412,12.49932353,0.139529412,0.053851164,34,split_35.0_66.0/0_1.csv,0.6-4.0,286,211079,0.775329613,1.5
356.0095,-2.7764,,13.66256522,0.093652174,12.80947826,0.122565217,0.085019984,23,split_350.0_360.0/6_1.csv,0.6-4.0,47,155060,0.387598412,5.85
14.9823,-0.6773,,12.25415,0.1058,11.40135,0.1027,0.016371033,20,split_0.0_15.0/14_3.csv,0.6-4.0,155,130653,1.906862073,3.92
356.8513,0.3243,,13.26196774,0.111483871,12.40935484,0.125709677,0.032383015,31,split_350.0_360.0/6_4.csv,0.6-4.0,380,420631,0.832758036,2.83
356.0209,-0.0616,,13.41276923,0.138384615,12.56107692,0.143692308,0.025619053,13,split_350.0_360.0/6_4.csv,0.6-4.0,201,420631,0.441422736,1.87
9.8529,-0.0282,,13.67629412,0.099,12.82488235,0.121352941,0.011334072,17,split_0.0_15.0/9_4.csv,0.6-4.0,434,364982,1.400723091,5.13
9.6189,-0.7065,'HII',13.61661364,0.108090909,12.76534091,0.131113636,0.049935788,44,split_0.0_15.0/9_3.csv,0.6-4.0,382,340234,0.852269552,3.55
359.0986,2.1024,,13.45292857,0.160785714,12.60178571,0.147214286,0.040007944,14,split_350.0_360.0/9_6.csv,0.6-4.0,113,466196,0.289149601,8.98
359.705,-0.3706,[DB2000]_56,12.63378182,0.108963636,11.78270909,0.103309091,0.036592177,55,split_350.0_360.0/9_4.csv,0.6-4.0,757,484882,1.217815449,6.78
307.1407,-0.7233,,14.1569375,0.135625,13.306,0.1708125,0.043160856,16,split_295.0_335.0/12_2.csv,0.6-4.0,93,197451,0.470679544,4.82
351.596,0.7662,,13.83842857,0.093809524,12.98771429,0.111047619,0.015796989,21,split_350.0_360.0/1_5.csv,0.6-4.0,584,205041,1.656340783,4.16
356.8681,0.0041,,13.16090909,0.079424242,12.31036364,0.108121212,0.012852741,33,split_350.0_360.0/6_4.csv,0.6-4.0,599,420631,2.233534147,9.98
0.2729,0.043,,12.23978571,0.08,11.38942857,0.084142857,0.004822338,14,split_0.0_15.0/0_4.csv,0.6-4.0,2859,487724,2.345353989,9.19
3.1833,3.0519,,12.59575,0.107875,11.745625,0.1408125,0.060416114,16,split_0.0_15.0/3_7.csv,0.6-4.0,44,182328,0.349917427,13.86
309.9263,0.4639,VVV_CL032,13.72561905,0.112714286,12.87561905,0.139714286,0.019402053,21,split_295.0_335.0/15_3.csv,0.6-4.0,315,166917,1.494673715,4.99
311.5876,0.2796,,13.4274375,0.114375,12.5784375,0.12725,0.014960775,16,split_295.0_335.0/16_3.csv,0.6-4.0,613,159026,1.513062593,6.94
308.0093,-0.3866,,12.8125,0.126857143,11.96371429,0.150714286,0.021160932,14,split_295.0_335.0/13_2.csv,0.6-4.0,226,183564,0.871213406,8.57
352.6048,-0.1931,VVV_CL116,12.58335714,0.1145,11.73485714,0.129142857,0.013643858,14,split_350.0_360.0/2_4.csv,0.6-4.0,494,363712,0.959924525,7.16
12.5269,-0.2881,,13.44592857,0.112928571,12.5975,0.133607143,0.015388974,28,split_0.0_15.0/12_4.csv,0.6-4.0,625,289930,1.90645623,12.25
356.3775,0.1833,,13.538,0.097416667,12.68958333,0.116,0.013837628,12,split_350.0_360.0/6_4.csv,0.6-4.0,1067,420631,0.754386688,3.16
359.3048,0.0024,,12.47213158,0.078421053,11.62389474,0.096421053,0.013258475,38,split_350.0_360.0/9_4.csv,0.6-4.0,2501,484882,2.322186295,5.6
357.1184,2.7,,13.50959091,0.119,12.66168182,0.147681818,0.078005785,22,split_350.0_360.0/7_7.csv,0.6-4.0,56,194135,0.361134529,4.23
14.9851,-0.012,,13.23851429,0.112428571,12.39068571,0.123771429,0.032143082,35,split_0.0_15.0/14_4.csv,0.6-4.0,450,290412,1.139982832,1.56
6.0492,-1.4498,'NGC_6530',12.63884615,0.090564103,11.79182051,0.106307692,0.044196362,39,split_0.0_15.0/6_3.csv,0.6-4.0,96,352424,0.838630025,12.97
356.5326,-0.4307,,13.39322727,0.116181818,12.54640909,0.121318182,0.025474544,22,split_350.0_360.0/6_4.csv,0.6-4.0,253,420631,0.751260725,5.16
29.8131,2.2205,'[SUH2012]_G029.815+02.224',12.93633333,0.110952381,12.08957143,0.123761905,0.030437208,21,split_15.0_35.0/14_5.csv,0.6-4.0,152,121011,1.118992357,6.01
350.346,0.1289,,12.80205,0.104875,11.9553,0.11595,0.05548316,40,split_350.0_360.0/0_4.csv,0.6-4.0,300,373558,0.665495078,2.57
0.2507,0.0331,,12.06883333,0.093083333,11.22308333,0.099416667,0.00689882,12,split_0.0_15.0/0_4.csv,0.6-4.0,2891,487724,1.405220373,6.36
301.1395,-0.2197,VVV_CL017,13.57734884,0.108372093,12.73213953,0.129674419,0.098072541,43,split_295.0_335.0/6_2.csv,0.6-4.0,101,138097,0.665662312,3.07
351.0341,-0.3396,,13.2255,0.07695,12.3805,0.11445,0.021507352,20,split_350.0_360.0/1_4.csv,0.6-4.0,174,361176,0.872988799,4.13
33.0327,0.0716,,13.26693333,0.116033333,12.42213333,0.1345,0.049822746,30,split_15.0_35.0/18_3.csv,0.6-4.0,202,232673,0.704280502,3
356.6387,0.803,,13.97652632,0.142105263,13.13215789,0.147473684,0.063051614,19,split_350.0_360.0/6_5.csv,0.6-4.0,150,420949,0.262040074,2.03
352.8836,-1.0553,,13.68861111,0.131166667,12.84516667,0.161722222,0.054070894,18,split_350.0_360.0/2_3.csv,0.6-4.0,114,189559,0.431381794,2.65
357.9681,-1.5746,NGC_6425,13.679375,0.1389375,12.8369375,0.1420625,0.043282937,16,split_350.0_360.0/7_2.csv,0.6-4.0,106,395720,0.331538771,0.68
8.9497,-0.5463,'faint',13.85739535,0.104395349,13.01502326,0.117953488,0.027178149,43,split_0.0_15.0/8_3.csv,0.6-4.0,202,240064,1.821839532,7.44
331.2358,-0.4261,,13.62069149,0.112904255,12.77858511,0.134148936,0.062138715,94,split_295.0_335.0/36_2.csv,0.6-4.0,472,234565,1.762215605,8.57
45.3964,-0.706,'[SUH2012]_G045.397-00.709',13.915,0.128095238,13.07295238,0.139285714,0.04503354,21,split_35.0_66.0/10_0.csv,0.6-4.0,115,141326,0.699837544,5
310.6645,-0.428,,13.71719048,0.126404762,12.87514286,0.14297619,0.051859105,42,split_295.0_335.0/15_2.csv,0.6-4.0,236,172948,1.098731481,4.9
316.5218,-0.5913,,13.46671429,0.130571429,12.62485714,0.140071429,0.024627642,14,split_295.0_335.0/21_2.csv,0.6-4.0,222,173273,0.770486118,3.62
3.7322,1.6676,,13.36531579,0.155421053,12.52347368,0.147894737,0.054201333,19,split_0.0_15.0/3_6.csv,0.6-4.0,122,366087,0.326871116,5.42
1.379,2.8922,,13.5673913,0.11973913,12.72647826,0.148,0.072129551,23,split_0.0_15.0/1_7.csv,0.6-4.0,64,291722,0.333085002,6.79
14.3205,-0.1379,,13.56657143,0.127642857,12.72678571,0.136821429,0.018626902,28,split_0.0_15.0/14_4.csv,0.6-4.0,1120,290412,1.573748008,4.9
1.4902,0.0035,,13.298,0.101027027,12.45854054,0.109702703,0.014190217,37,split_0.0_15.0/1_4.csv,0.6-4.0,3992,451607,2.189058742,1.77
305.1455,-0.1205,,13.21025,0.0845625,12.370875,0.129375,0.04600054,16,split_295.0_335.0/10_3.csv,0.6-4.0,110,138016,0.528223105,3.95
323.3976,-0.6808,,13.60766667,0.12025,12.7685,0.16875,0.058254922,12,split_295.0_335.0/28_2.csv,0.6-4.0,82,198274,0.261000178,2.6
3.9957,0.3302,'G3CC_50',13.0883125,0.1135,12.2494375,0.1281875,0.040035305,16,split_0.0_15.0/3_4.csv,0.6-4.0,83,403560,0.354934198,12.03
43.3035,-0.0919,,13.88858065,0.118677419,13.04987097,0.141354839,0.056460793,31,split_35.0_66.0/8_1.csv,0.6-4.0,158,179873,0.730393321,3.59
17.9589,0.0771,,13.29726531,0.129061224,12.45877551,0.147591837,0.096400755,49,split_15.0_35.0/2_3.csv,0.6-4.0,158,282210,0.539826885,4.48
3.9109,-1.0249,,13.54913043,0.09673913,12.71117391,0.124,0.017499221,23,split_0.0_15.0/3_3.csv,0.6-4.0,223,419012,1.145568193,5.55
357.5497,-0.5552,bub,13.40732,0.10692,12.56956,0.13052,0.036297048,25,split_350.0_360.0/7_3.csv,0.6-4.0,230,478080,0.562009268,1.09
299.3658,-0.2065,,13.82243182,0.118568182,12.98527273,0.138477273,0.090966651,44,split_295.0_335.0/4_2.csv,0.6-4.0,112,130411,0.755680858,2.32
11.1927,-0.1026,'sp',13.46646939,0.111795918,12.62944898,0.127346939,0.022110203,49,split_0.0_15.0/11_4.csv,0.6-4.0,599,316680,2.221867217,4.77
14.8484,-0.9928,,13.3822,0.1168,12.54524,0.1476,0.073012435,25,split_0.0_15.0/14_3.csv,0.6-4.0,87,130653,0.534451804,9.59
352.9587,0.3567,obscured,13.63813043,0.090304348,12.80143478,0.117478261,0.013694662,23,split_350.0_360.0/2_4.csv,0.6-4.0,383,363712,1.571168526,5.42
352.4154,-0.1715,,13.37694286,0.083114286,12.54102857,0.105114286,0.019639119,35,split_350.0_360.0/2_4.csv,0.6-4.0,640,363712,1.667217617,12.13
301.9477,0.3137,G3CC_7,13.40645455,0.111090909,12.57095455,0.098818182,0.043921473,22,split_295.0_335.0/7_3.csv,0.6-4.0,118,130355,0.782721028,4.02
1.0068,-0.107,,13.3163,0.07635,12.48095,0.1087,0.00590631,20,split_0.0_15.0/1_4.csv,0.6-4.0,4021,451607,2.842879808,4.74
311.5943,-0.5008,,13.40123529,0.095352941,12.56623529,0.124705882,0.0378682,17,split_295.0_335.0/16_2.csv,0.6-4.0,224,170413,0.61354717,3.35
0.9803,-0.0336,,13.02169565,0.079434783,12.18693478,0.101956522,0.012944803,46,split_0.0_15.0/0_4.csv,0.6-4.0,3886,487724,2.870783035,2.93
24.4444,-0.239,,13.74071429,0.124761905,12.906,0.107809524,0.010756885,21,split_15.0_35.0/9_2.csv,0.6-4.0,526,305473,1.992835432,6
353.0836,0.994,,12.83717949,0.106897436,12.00258974,0.109692308,0.048602908,39,split_350.0_360.0/3_5.csv,0.6-4.0,232,195539,1.023789618,4.27
331.7529,0.0365,,13.49854167,0.108333333,12.664125,0.13575,0.024046828,24,split_295.0_335.0/36_3.csv,0.6-4.0,455,224040,1.189640462,6.1
355.8367,0.9407,,13.9983125,0.145375,13.1644375,0.14475,0.053812112,16,split_350.0_360.0/5_5.csv,0.6-4.0,133,402308,0.264475638,0.36
308.157,0.2123,ESO_132-14_OpC,13.68270833,0.137166667,12.849375,0.162041667,0.07796808,24,split_295.0_335.0/13_3.csv,0.6-4.0,109,174746,0.41544721,2.27
13.667,-0.5992,'[FMT2009]_45',13.25729412,0.105147059,12.42417647,0.127735294,0.05407003,34,split_0.0_15.0/13_3.csv,0.6-4.0,147,155534,0.899569455,2.99
310.3297,0.5698,,13.872475,0.111625,13.0394,0.146925,0.071789414,40,split_295.0_335.0/15_3.csv,0.6-4.0,138,166917,0.769439297,2.97
53.4555,-0.0005,,13.45695833,0.097208333,12.62425,0.124208333,0.047177141,24,split_35.0_66.0/18_1.csv,0.6-4.0,166,143439,0.757828729,3.87
25.7816,0.808,,13.76517647,0.111529412,12.93288235,0.131627451,0.06562487,51,split_15.0_35.0/10_3.csv,0.6-4.0,125,261396,0.857585275,14.42
295.1292,-0.7274,stock_14_45,12.67441667,0.102375,11.843,0.121541667,0.066812196,24,split_295.0_335.0/0_2.csv,0.6-4.0,128,107367,0.618507754,3.89
2.1406,0.2867,,13.6753913,0.102434783,12.845,0.103956522,0.019632417,23,split_0.0_15.0/2_4.csv,0.6-4.0,356,418617,1.021576056,3.87
359.9702,1.1908,,13.52334783,0.136434783,12.69313043,0.156304348,0.076322969,23,split_350.0_360.0/9_5.csv,0.6-4.0,87,464415,0.249485047,4.71
9.519,-0.6743,,13.257,0.099407407,12.42688889,0.11737037,0.028364511,27,split_0.0_15.0/9_3.csv,0.6-4.0,299,340234,0.92071384,3.47
350.5363,-0.7481,,13.43648276,0.083413793,12.60655172,0.106275862,0.023196478,29,split_350.0_360.0/0_3.csv,0.6-4.0,257,341627,1.206771146,3.58
10.8818,-2.6068,,13.3528,0.107866667,12.523,0.126466667,0.021174603,15,split_0.0_15.0/10_1.csv,0.6-4.0,92,88355,1.344576413,1.55
359.166,-0.7932,,13.1094,0.074866667,12.27993333,0.099733333,0.039422118,15,split_350.0_360.0/9_3.csv,0.6-4.0,199,462127,0.315788057,3.79
353.3937,-0.2273,,13.42060606,0.104727273,12.59118182,0.120909091,0.029543193,33,split_350.0_360.0/3_4.csv,0.6-4.0,1274,389718,1.009500039,4.83
7.7938,-1.0095,,13.06413333,0.116866667,12.23473333,0.158733333,0.032802185,15,split_0.0_15.0/7_3.csv,0.6-4.0,217,356258,0.432246251,6.06
359.952261,-2.6933,,13.72570588,0.138235294,12.89652941,0.157529412,0.057512212,17,split_350.0_360.0/9_1.csv,0.6-4.0,60,313366,0.297911985,2.59
309.1815,0.1536,C_1341-617,13.2185,0.097666667,12.38991667,0.122666667,0.020642468,12,split_295.0_335.0/14_3.csv,0.6-4.0,238,167561,0.801231877,9.24
351.1383,0.7539,,13.38729032,0.112,12.55877419,0.125258065,0.039944123,31,split_350.0_360.0/1_5.csv,0.6-4.0,332,205041,0.966971137,3.8
358.2514,-0.3876,,12.83633333,0.093428571,12.00809524,0.085904762,0.015628305,21,split_350.0_360.0/8_4.csv,0.6-4.0,818,468454,1.107640944,3.75
22.3481,0.0663,,13.35124324,0.123972973,12.52345946,0.142810811,0.036984308,37,split_15.0_35.0/7_3.csv,0.6-4.0,429,273834,1.078612881,6.35
358.5686,-0.2898,,13.23,0.108388889,12.40222222,0.13,0.010489077,18,split_350.0_360.0/8_4.csv,0.6-4.0,797,468454,1.414577789,5.72
358.4386,0.3972,,13.29076667,0.142433333,12.463,0.1513,0.063426849,30,split_350.0_360.0/8_4.csv,0.6-4.0,159,468454,0.389887857,3.85
332.2328,0.7236,,13.3417,0.0979,12.51415,0.129,0.038591798,20,split_295.0_335.0/37_3.csv,0.6-4.0,252,224142,0.617587401,6.04
355.6935,-1.6143,,13.25286207,0.119758621,12.42613793,0.155551724,0.072812842,29,split_350.0_360.0/5_2.csv,0.6-4.0,93,342105,0.384180545,4.42
350.2698,1.3351,,13.49395652,0.113173913,12.66747826,0.122304348,0.033923076,23,split_350.0_360.0/0_5.csv,0.6-4.0,167,319385,0.676862437,9.05
307.3941,-0.584,,13.77468421,0.124157895,12.94842105,0.142789474,0.041688653,19,split_295.0_335.0/12_2.csv,0.6-4.0,153,197451,0.578670222,4.01
9.6236,-0.8425,,13.68885,0.1014,12.8626,0.12465,0.02021963,20,split_0.0_15.0/9_3.csv,0.6-4.0,312,340234,0.956737958,5.27
300.7463,0.0919,,13.45253846,0.108153846,12.62658974,0.13125641,0.143599833,39,split_295.0_335.0/5_3.csv,0.6-4.0,94,123511,0.435996414,3.08
303.9937,0.464,G3CC_9,13.7009,0.100466667,12.87626667,0.1182,0.028597007,30,split_295.0_335.0/9_3.csv,0.6-4.0,260,143883,1.560346295,7.75
350.4212,1.1135,,13.37473333,0.122466667,12.55033333,0.145,0.051048356,30,split_350.0_360.0/0_5.csv,0.6-4.0,280,319385,0.586688123,3.32
350.8066,-0.8506,,13.42903448,0.109241379,12.60562069,0.120241379,0.037329,29,split_350.0_360.0/0_3.csv,0.6-4.0,192,341627,0.749895266,5.29
18.667,1.964,'[BDS2003]_9',12.86384615,0.124282051,12.0405641,0.127564103,0.071686994,39,split_15.0_35.0/3_5.csv,0.6-4.0,106,130078,0.851034914,4.6
351.4864,-0.1539,,13.97811765,0.121411765,13.15505882,0.148117647,0.032578409,17,split_350.0_360.0/1_4.csv,0.6-4.0,297,361176,0.489874315,1.77
10.6467,-2.787,,13.21832075,0.094132075,12.39558491,0.112169811,0.098988364,53,split_0.0_15.0/10_1.csv,0.6-4.0,89,88355,1.016251554,6.2
2.8679,-0.314,,13.72320833,0.120833333,12.901,0.135791667,0.029474443,24,split_0.0_15.0/2_4.csv,0.6-4.0,446,418617,0.710039107,3.54
52.2496,-0.1306,,13.69486667,0.113633333,12.87336667,0.1386,0.091959767,30,split_35.0_66.0/17_1.csv,0.6-4.0,62,145629,0.482308064,1.83
62.913,0.104,,13.5983125,0.116875,12.7769375,0.127125,0.074060472,32,split_35.0_66.0/27_1.csv,0.6-4.0,49,108721,0.739318967,6.39
44.2902,-0.5227,,13.97084,0.1346,13.14972,0.15592,0.075102371,25,split_35.0_66.0/9_0.csv,0.6-4.0,87,147431,0.4891218,2.97
350.3236,-0.4945,,13.52394444,0.097166667,12.70283333,0.115944444,0.019011249,18,split_350.0_360.0/0_4.csv,0.6-4.0,298,373558,0.873992878,3.02
35.1544,-0.8187,,13.4054,0.1029,12.5843,0.136966667,0.033292893,30,split_35.0_66.0/0_0.csv,0.6-4.0,513,193745,1.154993484,3.6
8.6519,-0.9148,,13.90129032,0.105596774,13.0803871,0.135258065,0.062750302,62,split_0.0_15.0/8_3.csv,0.6-4.0,258,240064,1.137725295,10.1
17.0982,0.5268,,13.20625,0.1048,12.38595,0.13145,0.024190512,20,split_15.0_35.0/2_3.csv,0.6-4.0,231,282210,0.878059212,7
319.8949,0.1059,,13.40508333,0.138916667,12.58483333,0.15025,0.03768362,12,split_295.0_335.0/25_3.csv,0.6-4.0,85,195903,0.405913174,5.67
