,Glon,Glat,GLIMPSE,S,C,Jmag,e_Jmag,Kmag,e_Kmag,3_6mag,e_3_6mag,4_5mag,e_4_5mag,5_8mag,e_5_8mag,8_0mag,e_8_0mag
0,284.422095,0.797994,G284.4221+00.7979,1,A,16.092,0.13,14.99,0.15,14.602,0.148,,,,,,
1,284.420403,0.817433,G284.4204+00.8174,1,A,15.439,0.06,13.883,0.053,13.572,0.11,,,12.829,0.226,,
2,284.417361,0.81905,G284.4173+00.8190,1,A,12.706,0.022,11.487,0.021,11.222,0.067,,,11.173,0.121,,
3,284.420417,0.824536,G284.4204+00.8245,1,A,15.522,0.073,14.867,0.132,14.696,0.147,,,,,,
4,284.421064,0.827294,G284.4210+00.8272,1,A,14.037,0.03,13.118,0.038,13.102,0.088,,,,,,
5,284.203733,0.701039,G284.2037+00.7010,1,A,,,,,15.227,0.162,14.848,0.322,,,,
6,284.198475,0.701808,G284.1984+00.7018,1,A,15.415,0.066,14.803,0.124,14.859,0.157,14.375,0.259,,,,
7,284.188054,0.702006,G284.1880+00.7020,1,C,14.7,0.036,14.198,0.071,14.059,0.113,14.176,0.155,,,,
8,284.185348,0.702047,G284.1853+00.7020,1,C,14.461,0.03,14.032,0.069,14.12,0.111,13.763,0.233,,,,
9,284.187546,0.704225,G284.1875+00.7042,1,A,15.556,0.07,14.631,0.094,14.488,0.105,14.218,0.297,,,,
10,284.183365,0.700386,G284.1833+00.7003,1,C,14.643,0.035,13.701,0.043,13.566,0.085,13.515,0.192,,,,
11,284.183473,0.705708,G284.1834+00.7057,1,A,,,,,15.07,0.134,14.686,0.279,,,,
12,284.180381,0.706114,G284.1803+00.7061,1,C,14.451,0.046,14.129,0.086,13.779,0.075,13.937,0.246,,,,
13,284.180014,0.701344,G284.1800+00.7013,1,A,16.699,0.185,14.927,0.136,14.369,0.087,14.2,0.208,,,,
14,284.178559,0.703964,G284.1785+00.7039,1,C,13.179,0.033,12.709,0.036,12.598,0.076,12.185,0.135,,,12.607,0.311
15,284.179873,0.7048,G284.1798+00.7048,1,A,15.38,0.068,14.875,0.125,14.564,0.106,14.659,0.319,,,,
16,284.178228,0.706947,G284.1782+00.7069,1,A,15.254,0.064,14.794,0.108,14.586,0.136,14.904,0.334,,,,
17,284.425442,0.703611,G284.4254+00.7036,1,A,12.071,0.024,11.984,0.034,,,11.782,0.15,,,11.745,0.108
18,284.422623,0.701358,G284.4226+00.7013,1,C,12.809,0.022,12.374,0.024,12.268,0.058,12.174,0.098,11.97,0.108,11.925,0.16
19,284.421264,0.704425,G284.4212+00.7044,1,A,,,,,15.513,0.194,,,,,,
20,284.418125,0.700408,G284.4181+00.7004,1,C,9.602,0.023,9.092,0.023,8.988,0.039,9.134,0.065,9.037,0.042,9.03,0.051
21,284.419183,0.702478,G284.4191+00.7024,1,C,13.948,0.062,13.483,0.068,13.418,0.069,13.368,0.163,,,,
22,284.412416,0.700294,G284.4124+00.7002,1,C,14.575,0.024,14.186,0.071,13.92,0.088,14.098,0.232,,,,
23,284.411369,0.705153,G284.4113+00.7051,1,C,15.161,0.057,13.253,0.042,12.889,0.062,12.655,0.112,,,,
24,284.410116,0.701844,G284.4101+00.7018,1,C,14.353,0.022,13.64,0.039,13.507,0.096,13.347,0.18,,,,
25,284.408938,0.704294,G284.4089+00.7042,1,C,15.201,0.07,13.952,0.079,13.734,0.067,13.477,0.184,12.806,0.235,,
26,284.407663,0.703336,G284.4076+00.7033,1,C,13.184,0.032,12.608,0.036,12.453,0.052,12.507,0.115,,,,
27,284.397637,0.704953,G284.3976+00.7049,1,A,16.006,0.102,15.221,0.19,15.295,0.149,,,,,,
28,284.396759,0.705767,G284.3967+00.7057,1,A,,,,,15.372,0.158,,,,,,
29,284.394286,0.707333,G284.3942+00.7073,1,C,,,,,13.487,0.077,13.374,0.193,,,,
30,284.396006,0.71,G284.3960+00.7100,1,C,15.111,0.059,13.862,0.056,13.619,0.071,13.684,0.212,,,,
31,284.395212,0.707739,G284.3952+00.7077,1,C,,,,,11.996,0.054,11.966,0.123,11.845,0.099,11.991,0.177
32,284.393995,0.705214,G284.3940+00.7052,1,A,15.681,0.083,14.805,0.155,14.533,0.12,14.531,0.272,,,,
33,284.39252,0.7058,G284.3925+00.7058,1,A,,,,,15.11,0.159,,,,,,
34,284.3908,0.709078,G284.3908+00.7090,1,A,15.34,0.052,14.493,0.095,14.523,0.125,14.285,0.256,,,,
35,284.37729,0.701678,G284.3772+00.7016,1,C,15.528,0.06,13.673,0.045,13.256,0.073,13.163,0.204,,,,
36,284.374712,0.702097,G284.3747+00.7021,1,C,14.721,0.043,14.322,0.088,14.113,0.095,14.232,0.288,,,,
37,284.389922,0.7022,G284.3899+00.7022,1,A,15.939,0.092,14.824,0.127,14.64,0.144,14.357,0.282,,,,
38,284.38483,0.701561,G284.3848+00.7015,1,C,14.681,0.049,14.083,0.069,14.053,0.087,13.882,0.211,,,,
39,284.385388,0.703194,G284.3853+00.7031,1,C,15.025,0.039,13.085,0.036,12.732,0.055,12.454,0.153,12.274,0.164,,
40,284.382144,0.706139,G284.3821+00.7061,1,A,,,,,14.829,0.176,,,,,,
41,284.376529,0.705444,G284.3765+00.7054,1,A,16.354,0.123,15.191,0.191,14.987,0.165,,,,,,
42,284.378315,0.708025,G284.3783+00.7080,1,C,14.781,0.039,12.875,0.03,12.419,0.048,12.308,0.121,11.998,0.115,,
43,284.377046,0.712553,G284.3770+00.7125,1,A,16.114,0.092,15.119,0.153,14.809,0.145,,,,,,
44,284.373168,0.713983,G284.3731+00.7139,1,A,,,,,15.714,0.202,,,,,,
45,284.424303,0.706958,G284.4243+00.7069,1,A,13.967,0.026,13.432,0.044,13.334,0.133,13.056,0.201,,,,
46,284.423092,0.709642,G284.4230+00.7096,1,A,,,,,15.398,0.198,,,,,,
47,284.424028,0.711911,G284.4240+00.7119,1,A,14.784,0.036,14.322,0.077,14.189,0.072,14.211,0.267,,,,
48,284.423764,0.721003,G284.4237+00.7210,1,A,,,,,15.115,0.171,,,,,,
49,284.423364,0.725831,G284.4233+00.7258,1,C,9.877,0.026,9.809,0.019,9.81,0.036,,,9.74,0.044,,
50,284.422531,0.723531,G284.4225+00.7235,1,C,16.062,0.191,13.648,0.072,13.215,0.074,,,13.018,0.323,,
51,284.418136,0.710875,G284.4181+00.7108,1,C,13.861,0.028,13.508,0.042,13.53,0.071,13.512,0.206,,,,
52,284.419772,0.712997,G284.4197+00.7130,1,A,,,,,14.948,0.132,,,,,,
53,284.420228,0.714219,G284.4202+00.7142,1,A,,,,,15.431,0.187,14.704,0.337,,,,
54,284.419619,0.71715,G284.4196+00.7171,1,C,15.185,0.061,14.312,0.089,14.077,0.094,,,,,,
55,284.405863,0.710728,G284.4058+00.7107,1,C,,,,,13.177,0.08,13.235,0.217,12.379,0.22,,
56,284.40736,0.713783,G284.4073+00.7137,1,C,14.549,0.041,13.954,0.064,13.954,0.089,14.051,0.23,12.959,0.262,,
57,284.411324,0.716075,G284.4113+00.7160,1,C,14.868,0.036,13.603,0.048,13.314,0.063,,,,,,
58,284.406971,0.714661,G284.4069+00.7146,1,A,,,,,15.121,0.172,14.46,0.322,,,,
59,284.404907,0.716981,G284.4049+00.7169,1,C,13.306,0.026,11.896,0.033,11.653,0.05,,,11.486,0.073,,
60,284.416202,0.719786,G284.4162+00.7197,1,C,14.332,0.036,13.678,0.061,13.349,0.077,,,,,,
61,284.41161,0.721961,G284.4116+00.7219,1,C,12.659,0.026,12.047,0.029,12.036,0.059,,,11.958,0.118,,
62,284.41795,0.724839,G284.4179+00.7248,1,A,16.119,0.111,15.132,0.176,14.972,0.165,,,,,,
63,284.410721,0.729528,G284.4107+00.7295,1,A,,,,,14.836,0.111,,,,,,
64,284.409199,0.722244,G284.4092+00.7222,1,C,13.043,0.026,10.967,0.023,10.63,0.044,,,10.478,0.055,,
65,284.407299,0.727044,G284.4073+00.7270,1,C,15.799,0.079,13.858,0.05,13.339,0.065,,,,,,
66,284.416833,0.736458,G284.4168+00.7364,1,A,16.169,0.112,14.845,0.151,14.731,0.139,,,,,,
67,284.417258,0.737878,G284.4172+00.7378,1,C,13.706,0.028,13.253,0.045,13.301,0.074,,,,,,
68,284.420589,0.742403,G284.4205+00.7424,1,C,14.255,0.032,12.18,0.026,11.82,0.046,,,11.516,0.095,,
69,284.42227,0.7477,G284.4222+00.7477,1,C,15.255,0.065,14.229,0.097,13.983,0.084,,,,,,
70,284.419761,0.749361,G284.4197+00.7493,1,C,12.996,0.028,11.619,0.026,11.46,0.046,,,11.29,0.096,,
71,284.421556,0.750264,G284.4215+00.7502,1,A,,,,,15.392,0.187,,,,,,
72,284.419117,0.753042,G284.4191+00.7530,1,C,11.967,0.024,11.661,0.023,11.734,0.054,,,11.713,0.097,,
73,284.417103,0.732503,G284.4171+00.7325,1,A,14.791,0.044,14.354,0.093,14.217,0.079,,,,,,
74,284.4153,0.730806,G284.4153+00.7308,1,A,,,,,14.789,0.119,,,,,,
75,284.41425,0.733011,G284.4142+00.7330,1,A,16.039,0.099,15.292,0.205,14.993,0.138,,,,,,
76,284.413749,0.735525,G284.4137+00.7355,1,A,,,,,15.25,0.211,,,,,,
77,284.41131,0.734767,G284.4113+00.7347,1,C,15.004,0.047,14.239,0.081,13.982,0.086,,,,,,
78,284.412191,0.740197,G284.4121+00.7402,1,A,,,,,15.176,0.194,,,,,,
79,284.413036,0.741231,G284.4130+00.7412,1,A,,,,,15.318,0.177,,,,,,
80,284.40886,0.738925,G284.4088+00.7389,1,A,16.243,0.135,15.37,0.229,14.934,0.19,,,,,,
81,284.40871,0.7413,G284.4087+00.7413,1,A,15.501,0.054,14.438,0.097,14.291,0.093,,,,,,
82,284.407641,0.735053,G284.4076+00.7350,1,A,,,15.45,0.215,14.891,0.139,,,,,,
83,284.405124,0.735506,G284.4051+00.7355,1,A,,,,,15.116,0.152,,,,,,
84,284.403218,0.732864,G284.4032+00.7328,1,C,13.831,0.029,12.802,0.03,12.572,0.054,,,12.464,0.235,,
85,284.402026,0.733711,G284.4020+00.7337,1,A,,,,,14.901,0.126,,,,,,
86,284.405799,0.738714,G284.4058+00.7387,1,C,13.959,0.026,13.694,0.052,13.549,0.092,,,,,,
87,284.406152,0.741714,G284.4061+00.7417,1,C,14.548,0.037,12.661,0.033,12.216,0.055,,,12.027,0.107,,
88,284.406282,0.743897,G284.4062+00.7439,1,A,15.458,0.084,14.821,0.153,14.866,0.145,,,,,,
89,284.399626,0.742172,G284.3996+00.7421,1,C,15.321,0.051,14.312,0.073,13.96,0.082,,,,,,
90,284.413702,0.744683,G284.4137+00.7446,1,C,14.794,0.043,13.082,0.038,12.791,0.068,,,12.887,0.347,,
91,284.411408,0.745589,G284.4114+00.7455,1,C,14.874,0.049,14.225,0.079,14.101,0.074,,,,,,
92,284.413852,0.747258,G284.4138+00.7472,1,A,15.698,0.072,15.051,0.175,14.6,0.13,,,,,,
93,284.408396,0.745225,G284.4084+00.7452,1,C,14.201,0.032,11.785,0.021,11.389,0.035,,,11.111,0.076,,
94,284.407493,0.747228,G284.4074+00.7472,1,A,,,,,15.337,0.185,,,,,,
95,284.411013,0.752875,G284.4110+00.7528,1,A,16.001,0.132,15.059,0.168,14.965,0.148,,,,,,
96,284.408616,0.752975,G284.4086+00.7529,1,A,15.558,0.083,15.036,0.165,14.829,0.132,,,,,,
97,284.404918,0.745592,G284.4049+00.7455,1,A,,,,,14.913,0.131,,,,,,
98,284.404715,0.748292,G284.4047+00.7482,1,A,16.385,0.144,14.998,0.167,14.471,0.096,,,,,,
99,284.400245,0.746294,G284.4002+00.7462,1,A,,,,,14.905,0.113,,,,,,
100,284.401465,0.750189,G284.4014+00.7501,1,C,14.915,0.062,14.28,0.096,14.134,0.108,,,,,,
101,284.404662,0.751625,G284.4046+00.7516,1,A,,,,,15.035,0.134,,,,,,
102,284.397815,0.752761,G284.3978+00.7527,1,C,14.196,0.043,13.741,0.065,13.632,0.107,,,,,,
103,284.404968,0.710311,G284.4049+00.7103,1,C,,,,,11.446,0.051,11.47,0.098,11.277,0.086,11.227,0.089
104,284.40124,0.711444,G284.4012+00.7114,1,C,15.806,0.089,14.14,0.077,13.624,0.073,13.589,0.211,,,,
105,284.39722,0.7109,G284.3972+00.7109,1,C,14.403,0.049,13.786,0.07,13.689,0.075,13.566,0.188,,,,
106,284.398381,0.715333,G284.3983+00.7153,1,C,14.679,0.043,14.03,0.078,13.859,0.098,13.734,0.25,12.976,0.329,,
107,284.39682,0.713708,G284.3968+00.7137,1,C,13.871,0.03,13.671,0.06,13.649,0.081,13.642,0.182,,,,
108,284.40239,0.715881,G284.4023+00.7158,1,A,,,,,14.811,0.148,,,,,,
109,284.403362,0.717028,G284.4033+00.7170,1,C,13.861,0.04,12.516,0.033,12.317,0.059,,,11.904,0.097,,
110,284.397487,0.718731,G284.3974+00.7187,1,A,15.498,0.067,14.903,0.15,14.683,0.082,,,,,,
111,284.396284,0.721044,G284.3962+00.7210,1,C,14.984,0.043,14.28,0.073,14.141,0.084,,,,,,
112,284.394795,0.715811,G284.3947+00.7158,1,C,14.133,0.026,13.241,0.042,13.151,0.062,,,,,,
113,284.389586,0.712022,G284.3895+00.7120,1,A,,,,,14.77,0.123,,,,,,
114,284.394628,0.7187,G284.3946+00.7187,1,A,,,,,15.061,0.146,,,,,,
115,284.393309,0.716997,G284.3933+00.7170,1,A,,,,,15.087,0.163,,,,,,
116,284.393464,0.718692,G284.3934+00.7186,1,A,15.5,0.07,14.988,0.157,14.903,0.12,,,,,,
117,284.392106,0.719192,G284.3921+00.7191,1,A,,,15.112,0.164,14.23,0.098,,,,,,
118,284.392914,0.720481,G284.3929+00.7204,1,C,13.674,0.028,12.257,0.029,12.025,0.045,,,11.941,0.096,,
119,284.400462,0.72555,G284.4004+00.7255,1,A,,,,,14.828,0.154,,,,,,
120,284.399776,0.725783,G284.3997+00.7257,1,C,16.495,0.154,13.804,0.06,13.183,0.07,,,,,,
121,284.39547,0.722956,G284.3954+00.7229,1,A,,,,,15.41,0.18,,,,,,
122,284.40117,0.729819,G284.4011+00.7298,1,C,9.986,0.023,9.066,0.021,9.021,0.046,,,8.966,0.041,,
123,284.39657,0.733614,G284.3965+00.7336,1,A,14.673,0.029,14.206,0.069,14.282,0.1,,,,,,
124,284.389278,0.723792,G284.3892+00.7237,1,C,10.915,0.023,10.735,0.021,10.751,0.04,,,10.683,0.065,,
125,284.388061,0.723989,G284.3880+00.7239,1,A,,,,,14.741,0.137,,,,,,
126,284.388114,0.728853,G284.3881+00.7288,1,C,14.996,0.033,13.181,0.037,12.737,0.055,,,12.572,0.302,,
127,284.384516,0.733381,G284.3845+00.7333,1,C,14.828,0.046,14.226,0.076,14.088,0.092,,,,,,
128,284.38655,0.734094,G284.3865+00.7340,1,A,15.559,0.074,14.834,0.138,15.112,0.217,,,,,,
129,284.382313,0.714133,G284.3823+00.7141,1,A,15.836,0.078,14.005,0.057,13.633,0.102,13.685,0.26,,,,
130,284.383808,0.720347,G284.3838+00.7203,1,C,8.934,0.034,8.317,0.024,8.334,0.035,,,8.284,0.04,,
131,284.381821,0.720836,G284.3818+00.7208,1,A,15.118,0.619,14.203,0.471,14.477,0.164,,,,,,
132,284.379629,0.7221,G284.3796+00.7221,1,A,,,,,15.251,0.186,,,,,,
133,284.381088,0.723233,G284.3810+00.7232,1,C,14.944,0.087,13.675,0.054,13.385,0.083,,,,,,
134,284.379938,0.714689,G284.3799+00.7146,1,C,,,,,12.82,0.063,11.742,0.124,10.914,0.061,10.238,0.067
135,284.372809,0.715358,G284.3728+00.7153,1,C,13.467,0.024,13.181,0.027,13.167,0.071,,,12.436,0.228,,
136,284.371293,0.719317,G284.3712+00.7193,1,A,,,,,14.108,0.085,,,,,,
137,284.383071,0.726961,G284.3830+00.7269,1,A,,,,,15.12,0.179,,,,,,
138,284.380155,0.72685,G284.3801+00.7268,1,C,14.669,0.03,14.197,0.078,14.137,0.087,,,,,,
139,284.379907,0.730264,G284.3799+00.7302,1,C,14.816,0.049,14.127,0.073,13.988,0.123,,,,,,
140,284.379968,0.736747,G284.3799+00.7367,1,A,16.027,0.094,14.921,0.149,14.819,0.136,,,,,,
141,284.379688,0.732786,G284.3796+00.7327,1,A,,,,,15.446,0.189,,,,,,
142,284.377201,0.733767,G284.3772+00.7337,1,A,15.449,0.057,14.77,0.125,14.515,0.123,,,,,,
143,284.377451,0.727142,G284.3774+00.7271,1,A,15.914,0.093,14.916,0.148,14.86,0.147,,,,,,
144,284.374548,0.728531,G284.3745+00.7285,1,C,,,14.485,0.092,13.685,0.091,,,,,,
145,284.373301,0.7287,G284.3733+00.7287,1,A,15.227,0.069,14.665,0.107,14.399,0.124,,,,,,
146,284.374621,0.731472,G284.3746+00.7314,1,A,15.039,0.046,14.657,0.105,14.438,0.119,,,,,,
147,284.370167,0.728953,G284.3701+00.7289,1,C,13.925,0.028,12.463,0.03,12.174,0.081,,,11.875,0.172,,
148,284.374912,0.734628,G284.3749+00.7346,1,C,13.49,0.028,13.255,0.042,13.148,0.066,,,12.826,0.21,,
149,284.370229,0.735772,G284.3702+00.7357,1,A,16.451,0.127,15.447,0.234,15.049,0.162,,,,,,
150,284.371656,0.735047,G284.3716+00.7350,1,A,,,,,15.335,0.149,,,,,,
151,284.399376,0.738289,G284.3993+00.7382,1,C,15.581,0.058,13.687,0.047,13.222,0.074,,,12.964,0.303,,
152,284.392186,0.739331,G284.3921+00.7393,1,C,13.742,0.026,11.404,0.026,10.902,0.045,,,10.747,0.075,,
153,284.391367,0.741578,G284.3913+00.7415,1,C,12.333,0.026,11.9,0.026,11.83,0.052,,,11.777,0.128,,
154,284.393106,0.741625,G284.3931+00.7416,1,A,,,,,15.067,0.182,,,,,,
155,284.386008,0.741506,G284.3860+00.7415,1,A,,,,,11.803,0.23,,,11.949,0.141,,
156,284.384691,0.742278,G284.3846+00.7422,1,C,14.999,0.101,14.013,0.116,13.874,0.152,,,,,,
157,284.386747,0.743303,G284.3867+00.7433,1,C,14.519,0.058,13.797,0.066,13.814,0.088,,,,,,
158,284.386341,0.744903,G284.3863+00.7449,1,C,14.638,0.043,12.952,0.039,12.664,0.051,,,12.286,0.152,,
159,284.384841,0.745758,G284.3848+00.7457,1,A,15.255,0.058,14.783,0.134,14.561,0.116,,,,,,
160,284.394717,0.747581,G284.3947+00.7475,1,A,16.415,0.139,15.345,0.199,14.975,0.148,,,,,,
161,284.397078,0.749539,G284.3970+00.7495,1,A,,,,,15.309,0.147,,,,,,
162,284.38968,0.757658,G284.3896+00.7576,1,C,13.982,0.023,12.617,0.029,12.304,0.051,,,12.04,0.107,,
163,284.388744,0.758822,G284.3887+00.7588,1,A,,,,,15.222,0.181,,,,,,
164,284.386719,0.748253,G284.3867+00.7482,1,C,15.635,0.07,13.982,0.073,13.623,0.086,,,,,,
165,284.386441,0.750203,G284.3864+00.7502,1,C,14.817,0.064,13.696,0.061,13.575,0.095,,,12.83,0.305,,
166,284.385105,0.752711,G284.3851+00.7527,1,A,15.497,0.066,14.87,0.134,14.79,0.131,,,,,,
167,284.384397,0.751131,G284.3844+00.7511,1,A,,,,,15.357,0.166,,,,,,
168,284.380646,0.754792,G284.3806+00.7547,1,A,,,,,15.508,0.214,,,,,,
169,284.38431,0.757614,G284.3843+00.7576,1,C,13.927,0.03,13.559,0.059,13.38,0.069,,,,,,
170,284.38256,0.758397,G284.3825+00.7584,1,C,14.762,0.059,14.065,0.077,13.983,0.105,,,,,,
171,284.382494,0.741906,G284.3824+00.7419,1,A,15.991,0.082,14.297,0.077,14.232,0.093,,,,,,
172,284.374371,0.744625,G284.3743+00.7446,1,A,15.759,0.105,14.97,0.168,14.979,0.15,,,,,,
173,284.380977,0.745931,G284.3809+00.7459,1,A,,,,,14.736,0.116,,,,,,
174,284.379421,0.746581,G284.3794+00.7465,1,A,,,,,14.749,0.135,,,,,,
175,284.378991,0.748764,G284.3789+00.7487,1,A,16.316,0.144,14.889,0.128,14.551,0.103,,,,,,
176,284.373204,0.750136,G284.3732+00.7501,1,C,12.228,0.023,11.967,0.027,11.887,0.062,,,11.834,0.122,,
177,284.367914,0.740103,G284.3679+00.7401,1,A,15.509,0.059,14.917,0.124,15.143,0.163,,,,,,
178,284.373015,0.747692,G284.3730+00.7476,1,A,16.451,0.137,15.283,0.192,15.095,0.152,,,,,,
179,284.371576,0.748428,G284.3715+00.7484,1,A,,,,,14.714,0.153,,,,,,
180,284.369537,0.749106,G284.3695+00.7491,1,A,,,,,15.581,0.2,,,,,,
181,284.366842,0.749717,G284.3668+00.7497,1,A,15.733,0.069,15.354,0.204,14.983,0.145,,,,,,
182,284.378352,0.749808,G284.3783+00.7498,1,C,13.879,0.028,13.126,0.036,13.102,0.074,,,,,,
183,284.376665,0.753547,G284.3766+00.7535,1,A,,,,,15.142,0.143,,,,,,
184,284.372498,0.752533,G284.3725+00.7525,1,C,14.368,0.041,13.736,0.074,13.593,0.085,,,,,,
185,284.373893,0.752861,G284.3738+00.7528,1,C,14.907,0.049,14.165,0.074,14.06,0.099,,,,,,
186,284.376001,0.759008,G284.3760+00.7590,1,C,13.908,0.026,13.646,0.059,13.498,0.07,,,,,,
187,284.378907,0.75975,G284.3789+00.7597,1,A,,,,,14.967,0.111,,,,,,
188,284.374846,0.757831,G284.3748+00.7578,1,C,16.588,0.161,14.366,0.084,14.174,0.113,,,,,,
189,284.370979,0.755522,G284.3709+00.7555,1,C,,,14.527,0.095,13.888,0.07,,,13.246,0.312,,
190,284.366814,0.761772,G284.3668+00.7617,1,C,13.464,0.03,13.048,0.038,12.976,0.086,,,,,,
191,284.373882,0.70015,G284.3738+00.7001,1,A,,,,,14.7,0.125,,,,,,
192,284.371626,0.701003,G284.3716+00.7010,1,A,16.217,0.118,15.069,0.159,14.715,0.121,14.605,0.252,13.164,0.343,,
193,284.363681,0.702592,G284.3636+00.7025,1,A,14.926,0.049,14.569,0.1,14.378,0.121,14.436,0.266,,,,
194,284.362947,0.703775,G284.3629+00.7037,1,A,15.763,0.088,14.553,0.088,14.227,0.105,14.247,0.294,,,,
195,284.37202,0.706403,G284.3720+00.7064,1,A,16.13,0.13,14.92,0.157,14.962,0.168,,,,,,
196,284.373012,0.708067,G284.3730+00.7080,1,C,13.887,0.03,13.372,0.047,13.331,0.088,13.552,0.186,,,,
197,284.367139,0.705575,G284.3671+00.7055,1,C,14.459,0.029,12.957,0.027,12.678,0.059,12.596,0.117,12.429,0.17,,
198,284.367873,0.707383,G284.3678+00.7073,1,A,,,,,14.746,0.135,14.579,0.351,,,,
199,284.36722,0.708942,G284.3672+00.7089,1,C,13.872,0.026,12.258,0.023,11.997,0.06,11.939,0.119,11.861,0.092,11.641,0.131
200,284.368978,0.710608,G284.3689+00.7106,1,A,16.173,0.107,14.9,0.14,14.842,0.148,,,,,,
201,284.370145,0.711986,G284.3701+00.7119,1,A,15.906,0.089,15.018,0.145,14.971,0.188,,,,,,
202,284.365867,0.71205,G284.3658+00.7120,1,A,,,,,15.181,0.205,,,,,,
203,284.361267,0.707953,G284.3612+00.7079,1,C,14.622,0.033,14.302,0.076,14.098,0.089,14.068,0.26,,,,
204,284.363222,0.7089,G284.3632+00.7089,1,A,15.61,0.064,14.754,0.118,14.634,0.155,14.162,0.249,,,,
205,284.3591,0.711075,G284.3591+00.7110,1,C,11.917,0.022,11.281,0.019,11.296,0.041,11.399,0.097,11.264,0.086,11.131,0.091
206,284.361764,0.713189,G284.3617+00.7131,1,C,13.166,0.026,12.871,0.029,12.913,0.055,12.872,0.129,12.83,0.294,,
207,284.361639,0.716908,G284.3616+00.7169,1,A,15.491,0.054,15.031,0.178,14.545,0.113,,,,,,
208,284.357813,0.714711,G284.3578+00.7147,1,A,15.815,0.082,14.875,0.139,14.713,0.133,14.33,0.294,,,,
209,284.355899,0.712661,G284.3559+00.7126,1,C,13.766,0.022,12.395,0.023,12.109,0.052,12.009,0.136,11.87,0.124,12.084,0.18
210,284.357205,0.717158,G284.3572+00.7171,1,C,14.563,0.03,12.213,0.024,11.645,0.038,,,11.54,0.097,,
211,284.354141,0.701489,G284.3541+00.7014,1,A,,,,,14.856,0.157,,,,,,
212,284.356124,0.705633,G284.3561+00.7056,1,A,15.535,0.078,14.265,0.077,14.266,0.084,13.981,0.198,,,,
213,284.351757,0.703744,G284.3517+00.7037,1,A,15.594,0.067,14.692,0.115,14.539,0.113,,,,,,
214,284.352763,0.705644,G284.3527+00.7056,1,A,15.006,0.047,14.552,0.096,14.392,0.1,14.185,0.226,,,,
215,284.348207,0.701247,G284.3482+00.7012,1,C,13.439,0.028,12.086,0.03,11.89,0.06,11.928,0.103,11.741,0.079,11.667,0.135
216,284.347574,0.702039,G284.3475+00.7020,1,C,,,,,14.062,0.129,14.11,0.207,,,,
217,284.344954,0.702769,G284.3449+00.7027,1,A,,,,,15.026,0.169,,,,,,
218,284.348671,0.706044,G284.3486+00.7060,1,C,13.902,0.029,13.564,0.039,13.641,0.093,13.353,0.17,,,,
219,284.342826,0.705453,G284.3428+00.7054,1,C,14.639,0.039,14.091,0.078,14.067,0.07,13.538,0.177,,,,
220,284.354977,0.708458,G284.3549+00.7084,1,C,10.205,0.023,9.733,0.019,9.725,0.05,9.711,0.067,9.669,0.042,9.642,0.04
221,284.351952,0.712381,G284.3519+00.7123,1,A,15.341,0.059,14.8,0.123,14.629,0.124,14.519,0.268,13.042,0.297,,
222,284.351641,0.710472,G284.3516+00.7104,1,A,,,,,15.487,0.215,,,,,,
223,284.349665,0.712719,G284.3496+00.7127,1,A,15.724,0.08,14.91,0.164,14.68,0.134,,,,,,
224,284.353805,0.718033,G284.3538+00.7180,1,A,12.894,0.023,11.009,0.019,10.774,0.075,,,10.637,0.059,,
225,284.351593,0.718139,G284.3515+00.7181,1,A,,,,,15.084,0.145,,,,,,
226,284.349179,0.718453,G284.3491+00.7184,1,C,12.957,0.024,11.836,0.021,11.664,0.052,,,11.603,0.104,,
227,284.340676,0.712278,G284.3406+00.7122,1,A,15.925,0.112,15.041,0.175,14.971,0.111,12.759,0.3,,,,
228,284.341523,0.713378,G284.3415+00.7133,1,A,16.791,0.205,15.288,0.205,14.805,0.094,,,,,,
229,284.339539,0.713897,G284.3395+00.7139,1,A,15.744,0.104,14.641,0.117,14.233,0.067,,,,,,
230,284.345559,0.714808,G284.3455+00.7148,1,A,15.841,0.083,14.901,0.143,14.619,0.114,14.124,0.26,,,,
231,284.344398,0.715925,G284.3444+00.7159,1,A,15.713,0.1,14.96,0.151,14.721,0.106,,,,,,
232,284.337789,0.720686,G284.3377+00.7206,1,C,13.262,0.029,12.855,0.039,12.764,0.069,,,,,,
233,284.317332,0.700228,G284.3173+00.7002,1,A,15.768,0.094,15.186,0.176,14.851,0.124,14.579,0.309,,,,
234,284.318432,0.701525,G284.3184+00.7015,1,C,14.074,0.033,13.389,0.037,13.329,0.077,13.361,0.184,,,,
235,284.30897,0.702478,G284.3089+00.7024,1,C,7.596,0.023,6.458,0.021,6.42,0.051,,,6.362,0.028,6.343,0.036
236,284.334797,0.701233,G284.3348+00.7012,1,A,15.003,0.057,14.696,0.111,14.422,0.099,,,,,,
237,284.332861,0.704522,G284.3328+00.7045,1,C,15.794,0.1,14.136,0.066,13.6,0.082,13.53,0.259,,,,
238,284.33622,0.709175,G284.3362+00.7091,1,C,14.27,0.03,13.808,0.056,13.812,0.086,14.031,0.276,,,,
239,284.33487,0.708411,G284.3348+00.7084,1,C,13.38,0.045,13.08,0.049,13.087,0.07,13.064,0.147,,,,
240,284.331447,0.705214,G284.3314+00.7052,1,A,15.193,0.077,14.355,0.099,14.337,0.115,14.235,0.303,,,,
