,Glon,Glat,GLIMPSE,S,C,Jmag,e_Jmag,Kmag,e_Kmag,3_6mag,e_3_6mag,4_5mag,e_4_5mag,5_8mag,e_5_8mag,8_0mag,e_8_0mag
1853,284.012228,0.711197,G284.0122+00.7112,1,A,16.437,0.137,15.375,0.195,15.067,0.111,,,,,,
1854,284.042997,0.711325,G284.0430+00.7113,1,A,,,,,14.195,0.099,14.121,0.301,,,,
1855,284.041839,0.712875,G284.0418+00.7128,1,C,14.739,0.049,13.396,0.047,13.134,0.055,13.272,0.201,13.058,0.351,,
1856,284.039686,0.711219,G284.0396+00.7112,1,A,,,,,15.055,0.138,,,,,,
1857,284.039819,0.713883,G284.0398+00.7138,1,C,13.582,0.032,13.176,0.045,13.092,0.075,13.163,0.182,,,,
1858,284.038047,0.717106,G284.0380+00.7171,1,A,,,,,9.9,0.046,,,9.732,0.051,,
1859,284.035786,0.716775,G284.0357+00.7167,1,C,,,14.611,0.197,14.083,0.104,,,,,,
1860,284.039308,0.721886,G284.0393+00.7218,1,C,14.736,0.035,14.075,0.058,13.862,0.086,,,12.741,0.252,,
1861,284.037588,0.718317,G284.0375+00.7183,1,C,12.049,0.064,10.718,0.024,10.609,0.038,,,10.506,0.057,,
1862,284.034941,0.718922,G284.0349+00.7189,1,C,16.077,0.141,14.001,0.073,13.702,0.072,,,13.071,0.347,,
1863,284.037222,0.721297,G284.0372+00.7213,1,A,,,,,15.14,0.151,,,,,,
1864,284.033257,0.722167,G284.0332+00.7221,1,A,16.549,0.158,15.216,0.172,14.827,0.162,,,12.933,0.298,,
1865,284.034188,0.715356,G284.0341+00.7153,1,A,,,,,15.408,0.18,,,,,,
1866,284.031199,0.717275,G284.0312+00.7172,1,A,16.486,0.13,14.436,0.09,14.362,0.102,,,,,,
1867,284.029679,0.716933,G284.0296+00.7169,1,C,14.205,0.033,12.57,0.033,12.241,0.053,,,12.164,0.138,,
1868,284.026843,0.718561,G284.0268+00.7185,1,A,15.607,0.086,14.701,0.105,14.424,0.128,,,,,,
1869,284.030838,0.721278,G284.0308+00.7212,1,A,,,,,14.96,0.108,,,,,,
1870,284.028346,0.721858,G284.0283+00.7218,1,A,15.497,0.081,14.75,0.132,14.366,0.116,,,13.309,0.308,,
1871,284.027963,0.723183,G284.0279+00.7231,1,C,13.666,0.04,11.661,0.027,11.303,0.047,,,11.249,0.073,,
1872,284.03331,0.725753,G284.0333+00.7257,1,C,12.046,0.028,11.11,0.021,10.933,0.045,,,10.997,0.073,,
1873,284.034597,0.728758,G284.0346+00.7287,1,C,14.415,0.03,13.76,0.046,13.693,0.079,,,12.93,0.282,,
1874,284.037616,0.733903,G284.0376+00.7339,1,C,12.934,0.024,12.637,0.031,12.614,0.059,,,12.29,0.124,,
1875,284.03493,0.733028,G284.0349+00.7330,1,A,,,,,15.268,0.174,,,,,,
1876,284.031082,0.728211,G284.0310+00.7282,1,A,,,,,15.096,0.125,,,13.121,0.306,,
1877,284.028226,0.730694,G284.0282+00.7306,1,A,15.207,0.06,14.569,0.093,14.451,0.103,,,,,,
1878,284.026179,0.727678,G284.0261+00.7276,1,C,14.783,0.036,13.319,0.027,13.158,0.069,,,13.051,0.328,,
1879,284.024323,0.726303,G284.0243+00.7263,1,A,,,,,15.06,0.185,,,,,,
1880,284.024576,0.735222,G284.0245+00.7352,1,C,13.376,0.026,12.374,0.03,12.276,0.062,,,11.963,0.113,,
1881,284.025168,0.718656,G284.0251+00.7186,1,A,15.105,0.073,14.523,0.112,14.403,0.128,,,,,,
1882,284.02257,0.718142,G284.0225+00.7181,1,A,15.348,0.087,14.251,0.086,14.289,0.107,,,,,,
1883,284.016792,0.723156,G284.0167+00.7231,1,A,,,,,15.317,0.201,,,,,,
1884,284.018112,0.726597,G284.0181+00.7266,1,C,14.575,0.045,12.719,0.031,12.463,0.049,,,12.315,0.18,,
1885,284.015189,0.720772,G284.0151+00.7207,1,A,,,,,14.579,0.111,,,,,,
1886,284.014483,0.721228,G284.0144+00.7212,1,C,14.04,0.044,13.476,0.057,13.37,0.08,,,,,,
1887,284.011619,0.717561,G284.0116+00.7175,1,C,14.714,0.026,13.771,0.053,13.649,0.055,,,,,,
1888,284.013239,0.719494,G284.0132+00.7194,1,A,,,,,15.189,0.145,,,,,,
1889,284.008955,0.721878,G284.0089+00.7218,1,A,14.718,0.044,14.191,0.074,14.234,0.088,,,,,,
1890,284.008269,0.724628,G284.0082+00.7246,1,A,,,,,15.332,0.204,,,,,,
1891,284.010069,0.728556,G284.0100+00.7285,1,C,15.972,0.098,14.273,0.079,13.85,0.08,,,,,,
1892,284.023634,0.727547,G284.0236+00.7275,1,A,,,,,13.938,0.11,,,,,,
1893,284.019806,0.728775,G284.0198+00.7287,1,A,,,,,15.409,0.212,,,,,,
1894,284.02042,0.730464,G284.0204+00.7304,1,A,15.951,0.095,15.027,0.159,14.677,0.162,,,,,,
1895,284.017634,0.730617,G284.0176+00.7306,1,C,15.307,0.058,13.87,0.059,13.608,0.101,,,13.002,0.32,,
1896,284.015261,0.7325,G284.0152+00.7325,1,A,15.0,0.086,14.211,0.094,14.202,0.107,,,,,,
1897,284.015531,0.733833,G284.0155+00.7338,1,C,14.967,0.06,13.232,0.054,12.935,0.067,,,12.986,0.316,,
1898,284.01775,0.734872,G284.0177+00.7348,1,C,15.482,0.061,13.482,0.051,13.074,0.068,,,13.061,0.355,,
1899,284.016117,0.739508,G284.0161+00.7395,1,A,,,,,15.314,0.179,,,,,,
1900,284.013906,0.73745,G284.0139+00.7374,1,A,14.13,0.028,13.649,0.047,13.604,0.066,,,12.771,0.276,,
1901,284.015106,0.728425,G284.0151+00.7284,1,C,14.881,0.037,13.159,0.034,12.856,0.053,,,12.705,0.177,,
1902,284.014953,0.730358,G284.0149+00.7303,1,A,,,,,15.244,0.178,,,,,,
1903,284.011967,0.729864,G284.0119+00.7298,1,A,16.494,0.152,15.267,0.177,15.523,0.19,,,,,,
1904,284.008036,0.733003,G284.0080+00.7330,1,A,15.359,0.08,14.668,0.108,14.367,0.098,,,,,,
1905,284.007444,0.73325,G284.0074+00.7332,1,A,,,,,14.552,0.112,,,,,,
1906,284.004207,0.703139,G284.0042+00.7031,1,C,15.127,0.048,13.835,0.052,13.602,0.074,,,,,,
1907,284.005577,0.703481,G284.0055+00.7034,1,C,13.627,0.029,13.136,0.031,13.179,0.064,,,12.754,0.169,,
1908,284.004169,0.700558,G284.0041+00.7005,1,A,16.6,0.147,15.399,0.198,15.308,0.199,,,,,,
1909,284.002346,0.700897,G284.0023+00.7009,1,A,16.155,0.105,15.245,0.165,14.835,0.134,,,13.218,0.334,,
1910,284.00116,0.704078,G284.0011+00.7040,1,A,16.304,0.125,15.037,0.149,14.782,0.116,,,13.375,0.331,,
1911,283.999674,0.704531,G283.9996+00.7045,1,C,14.699,0.048,14.02,0.069,13.909,0.094,,,,,,
1912,283.996468,0.706156,G283.9964+00.7061,1,A,,,15.04,0.162,14.76,0.167,,,,,,
1913,284.01088,0.705933,G284.0108+00.7059,1,C,15.462,0.063,13.567,0.049,13.152,0.047,,,12.702,0.261,,
1914,284.006716,0.707778,G284.0067+00.7077,1,C,13.57,0.022,13.106,0.035,13.147,0.065,,,12.336,0.186,,
1915,284.004638,0.7082,G284.0046+00.7082,1,A,,,,,14.811,0.151,,,,,,
1916,284.006619,0.7112,G284.0066+00.7112,1,A,,,,,15.564,0.196,,,,,,
1917,284.009055,0.712186,G284.0090+00.7121,1,A,16.422,0.132,15.036,0.152,15.038,0.151,,,,,,
1918,284.000243,0.707756,G284.0002+00.7077,1,A,,,,,14.841,0.151,,,,,,
1919,284.000485,0.713542,G284.0004+00.7135,1,A,,,,,14.834,0.129,,,,,,
1920,283.999051,0.7172,G283.9990+00.7172,1,A,16.361,0.13,15.292,0.186,15.204,0.185,,,,,,
1921,283.997932,0.719008,G283.9979+00.7190,1,A,,,,,15.16,0.172,,,,,,
1922,283.994248,0.715094,G283.9942+00.7150,1,A,,,,,13.34,0.106,,,,,,
1923,283.994506,0.714536,G283.9945+00.7145,1,C,,,12.936,0.046,12.961,0.079,,,12.434,0.268,,
1924,283.995712,0.718031,G283.9957+00.7180,1,A,15.484,0.059,15.134,0.167,14.967,0.12,,,,,,
1925,283.993212,0.705117,G283.9932+00.7051,1,A,15.509,0.063,14.885,0.14,14.906,0.163,,,,,,
1926,283.990073,0.705772,G283.9900+00.7057,1,A,16.536,0.15,15.225,0.185,15.177,0.147,,,,,,
1927,283.981383,0.700061,G283.9813+00.7000,1,A,,,,,14.773,0.129,,,,,,
1928,283.981772,0.705686,G283.9817+00.7056,1,A,,,,,15.113,0.169,,,,,,
1929,283.983116,0.704936,G283.9831+00.7049,1,C,15.102,0.042,14.131,0.073,14.055,0.069,,,,,,
1930,283.981827,0.708728,G283.9818+00.7087,1,A,15.504,0.067,14.654,0.117,14.564,0.146,,,,,,
1931,283.991117,0.713253,G283.9911+00.7132,1,A,14.821,0.05,14.041,0.075,14.191,0.09,,,,,,
1932,283.989912,0.715108,G283.9899+00.7151,1,C,15.403,0.055,14.035,0.075,13.883,0.085,,,,,,
1933,283.991551,0.719422,G283.9915+00.7194,1,A,,,,,15.309,0.215,,,,,,
1934,283.987289,0.719772,G283.9872+00.7197,1,C,11.362,0.026,9.283,0.019,8.917,0.057,,,8.8,0.036,,
1935,283.984656,0.711561,G283.9846+00.7115,1,A,,,,,14.911,0.122,,,,,,
1936,283.985533,0.714386,G283.9855+00.7143,1,C,15.397,0.067,13.784,0.053,13.34,0.059,,,,,,
1937,283.97893,0.712078,G283.9789+00.7120,1,A,,,,,15.531,0.184,,,,,,
1938,283.978633,0.713114,G283.9786+00.7131,1,A,,,,,15.151,0.136,,,,,,
1939,283.983647,0.719314,G283.9836+00.7193,1,C,15.254,0.081,13.656,0.065,13.233,0.073,,,12.766,0.309,,
1940,283.979174,0.722169,G283.9791+00.7221,1,C,13.878,0.029,13.403,0.043,13.29,0.069,,,,,,
1941,284.002621,0.718558,G284.0026+00.7185,1,A,,,,,15.258,0.175,,,,,,
1942,284.003618,0.722811,G284.0036+00.7228,1,C,14.101,0.022,13.126,0.04,12.838,0.058,,,12.328,0.215,,
1943,284.000174,0.719839,G284.0001+00.7198,1,A,15.649,0.077,14.705,0.122,14.333,0.095,,,,,,
1944,283.993987,0.725928,G283.9939+00.7259,1,A,15.929,0.109,15.074,0.16,15.009,0.208,,,,,,
1945,283.995251,0.724567,G283.9952+00.7245,1,A,,,,,15.026,0.171,,,,,,
1946,283.995973,0.726314,G283.9959+00.7263,1,A,,,,,15.374,0.195,,,,,,
1947,283.996482,0.727519,G283.9964+00.7275,1,A,15.85,0.086,14.569,0.097,14.385,0.127,,,,,,
1948,284.00583,0.731225,G284.0058+00.7312,1,C,15.033,0.077,13.85,0.09,13.65,0.086,,,,,,
1949,284.004655,0.730839,G284.0046+00.7308,1,A,14.759,0.164,14.39,0.165,14.423,0.15,,,,,,
1950,284.003624,0.732386,G284.0036+00.7323,1,C,9.711,0.024,8.92,0.021,8.755,0.097,,,8.807,0.04,,
1951,284.006285,0.732894,G284.0062+00.7328,1,C,15.003,0.115,14.065,0.084,14.002,0.087,,,,,,
1952,284.005308,0.734989,G284.0053+00.7349,1,A,,,,,15.069,0.142,,,,,,
1953,283.999913,0.731153,G283.9999+00.7311,1,C,13.725,0.036,13.209,0.041,13.094,0.06,,,12.49,0.211,,
1954,283.999015,0.735817,G283.9990+00.7358,1,C,14.662,0.036,14.345,0.077,14.075,0.084,,,,,,
1955,284.004958,0.738975,G284.0049+00.7389,1,C,15.006,0.037,14.007,0.058,13.852,0.067,,,12.979,0.311,,
1956,284.003057,0.739322,G284.0030+00.7393,1,C,14.153,0.049,13.282,0.055,13.093,0.075,,,,,,
1957,284.002118,0.740353,G284.0021+00.7403,1,A,,,,,15.291,0.179,,,,,,
1958,284.000727,0.742233,G284.0007+00.7422,1,A,,,,,15.451,0.18,,,,,,
1959,283.996668,0.742419,G283.9966+00.7424,1,C,15.142,0.055,14.316,0.078,14.073,0.105,,,,,,
1960,283.99422,0.735342,G283.9942+00.7353,1,C,14.828,0.042,14.007,0.063,13.819,0.087,,,,,,
1961,283.993331,0.733881,G283.9933+00.7338,1,A,,,,,15.296,0.173,,,,,,
1962,283.995365,0.739825,G283.9953+00.7398,1,C,14.23,0.035,13.916,0.069,13.798,0.084,,,,,,
1963,283.993545,0.740942,G283.9935+00.7409,1,A,,,,,15.094,0.148,,,,,,
1964,283.996087,0.741464,G283.9960+00.7414,1,C,14.951,0.084,14.202,0.09,14.064,0.094,,,,,,
1965,283.992176,0.744503,G283.9921+00.7445,1,C,14.987,0.053,13.902,0.061,13.455,0.081,,,,,,
1966,283.991134,0.742839,G283.9911+00.7428,1,C,13.85,0.029,13.318,0.038,13.182,0.076,,,12.661,0.258,,
1967,283.986053,0.725161,G283.9860+00.7251,1,A,,,,,14.76,0.147,,,,,,
1968,283.98885,0.730158,G283.9888+00.7301,1,C,14.486,0.043,13.928,0.051,13.828,0.075,,,12.814,0.256,,
1969,283.988023,0.727931,G283.9880+00.7279,1,C,14.911,0.035,14.206,0.062,14.106,0.094,,,,,,
1970,283.983461,0.728506,G283.9834+00.7285,1,C,12.764,0.027,12.281,0.033,12.178,0.046,,,12.252,0.149,,
1971,283.977249,0.729303,G283.9772+00.7293,1,C,14.308,0.043,12.795,0.03,12.509,0.049,,,12.653,0.151,,
1972,283.9823,0.728733,G283.9823+00.7287,1,C,15.165,0.063,13.383,0.036,13.036,0.055,,,12.847,0.297,,
1973,283.979674,0.732136,G283.9796+00.7321,1,C,14.285,0.027,12.604,0.027,12.3,0.052,,,12.03,0.124,,
1974,283.981377,0.734544,G283.9813+00.7345,1,A,15.868,0.107,15.054,0.155,14.655,0.136,,,,,,
1975,283.97371,0.733272,G283.9737+00.7332,1,A,,,,,14.5,0.119,,,,,,
1976,283.975538,0.732875,G283.9755+00.7328,1,A,15.384,0.075,14.542,0.103,14.26,0.093,,,,,,
1977,283.973802,0.734089,G283.9738+00.7340,1,A,,,,,14.469,0.115,,,,,,
1978,283.983805,0.735975,G283.9838+00.7359,1,C,14.367,0.035,12.746,0.034,12.485,0.062,,,12.04,0.113,,
1979,283.984311,0.738247,G283.9843+00.7382,1,A,15.488,0.054,14.868,0.135,14.705,0.112,,,,,,
1980,283.987006,0.739683,G283.9870+00.7396,1,A,16.397,0.12,15.101,0.152,14.859,0.14,,,,,,
1981,283.986936,0.741725,G283.9869+00.7417,1,C,14.261,0.024,12.456,0.024,12.213,0.054,,,11.88,0.106,,
1982,283.98592,0.745475,G283.9859+00.7454,1,A,,,,,15.144,0.159,,,,,,
1983,283.982286,0.742639,G283.9822+00.7426,1,A,15.97,0.085,15.45,0.221,15.23,0.169,,,,,,
1984,283.982025,0.745325,G283.9820+00.7453,1,A,,,,,15.675,0.203,,,,,,
1985,283.978535,0.735439,G283.9785+00.7354,1,A,,,,,15.209,0.137,,,,,,
1986,283.977977,0.737633,G283.9779+00.7376,1,C,13.592,0.026,12.949,0.021,12.884,0.056,,,12.683,0.256,,
1987,283.975324,0.738919,G283.9753+00.7389,1,A,,,,,15.351,0.173,,,,,,
1988,283.97856,0.742333,G283.9785+00.7423,1,A,15.416,0.048,14.84,0.128,14.567,0.118,,,,,,
1989,283.974305,0.744731,G283.9743+00.7447,1,C,15.075,0.044,14.169,0.08,14.041,0.103,,,,,,
1990,283.973063,0.746314,G283.9730+00.7463,1,C,14.897,0.067,13.145,0.04,12.912,0.072,,,12.51,0.193,,
1991,283.972588,0.747978,G283.9725+00.7479,1,A,,,14.915,0.216,14.612,0.135,,,,,,
1992,283.966312,0.701425,G283.9663+00.7014,1,A,15.277,0.061,14.705,0.117,14.487,0.195,,,,,,
1993,283.956967,0.700367,G283.9569+00.7003,1,C,14.014,0.03,13.456,0.041,13.51,0.08,,,,,,
1994,283.951588,0.704328,G283.9515+00.7043,1,C,14.924,0.042,13.305,0.038,12.904,0.068,,,12.495,0.244,,
1995,283.950702,0.700681,G283.9507+00.7006,1,C,13.081,0.024,11.763,0.021,11.602,0.046,,,11.439,0.094,,
1996,283.948616,0.702311,G283.9486+00.7023,1,C,14.293,0.039,13.377,0.051,13.378,0.071,,,,,,
1997,283.950624,0.702525,G283.9506+00.7025,1,C,15.859,0.101,13.997,0.066,13.736,0.094,,,12.628,0.244,,
1998,283.939865,0.706925,G283.9398+00.7069,1,A,,,,,13.899,0.104,,,,,,
1999,283.938846,0.706886,G283.9388+00.7068,1,A,,,,,12.188,0.049,,,12.164,0.12,,
2000,283.936809,0.702117,G283.9368+00.7021,1,A,15.467,0.06,14.724,0.099,14.569,0.142,,,,,,
2001,283.933056,0.702681,G283.9330+00.7026,1,A,,,,,15.564,0.196,,,,,,
2002,283.922991,0.700694,G283.9229+00.7006,1,A,,,,,15.163,0.164,,,,,,
2003,283.928283,0.705294,G283.9282+00.7052,1,C,13.495,0.042,12.104,0.044,11.868,0.05,,,11.806,0.107,,
2004,283.927283,0.704106,G283.9272+00.7041,1,A,,,,,12.384,0.057,,,12.053,0.162,,
2005,283.919896,0.703319,G283.9199+00.7033,1,C,15.122,0.057,14.002,0.074,13.843,0.098,,,,,,
2006,283.91564,0.701736,G283.9156+00.7017,1,C,14.26,0.022,12.734,0.026,12.473,0.053,,,12.225,0.124,,
2007,283.915393,0.704425,G283.9153+00.7044,1,C,,,14.995,0.125,13.776,0.097,,,12.556,0.265,,
2008,283.915199,0.705908,G283.9152+00.7059,1,A,16.646,0.178,15.097,0.151,15.013,0.142,,,,,,
2009,283.91748,0.706075,G283.9174+00.7060,1,A,16.048,0.089,15.123,0.174,14.998,0.14,,,,,,
2010,283.918855,0.705864,G283.9188+00.7058,1,A,,,,,14.85,0.142,,,,,,
2011,283.919449,0.710375,G283.9194+00.7103,1,A,,,,,13.71,0.063,,,,,,
2012,283.919996,0.709742,G283.9200+00.7097,1,A,,,,,14.757,0.116,,,,,,
2013,283.978633,0.702167,G283.9786+00.7021,1,C,14.432,0.037,13.836,0.051,13.841,0.079,,,,,,
2014,283.979449,0.702389,G283.9794+00.7023,1,A,,,,,15.243,0.192,,,,,,
2015,283.972371,0.701436,G283.9723+00.7014,1,A,,,,,14.765,0.141,,,,,,
2016,283.974427,0.709208,G283.9744+00.7092,1,A,,,,,15.022,0.139,,,13.08,0.343,,
2017,283.976196,0.710153,G283.9762+00.7101,1,A,14.958,0.035,14.327,0.077,14.258,0.098,,,,,,
2018,283.97101,0.703522,G283.9710+00.7035,1,C,12.4,0.024,10.026,0.021,9.695,0.043,,,9.527,0.048,,
2019,283.96589,0.702986,G283.9658+00.7029,1,A,13.389,0.042,12.959,0.038,12.881,0.077,,,12.663,0.216,,
2020,283.965029,0.703706,G283.9650+00.7037,1,C,14.714,0.03,14.158,0.066,14.056,0.138,,,,,,
2021,283.96279,0.706208,G283.9627+00.7062,1,A,,,,,15.24,0.171,,,,,,
2022,283.964326,0.707089,G283.9643+00.7070,1,C,14.597,0.027,13.518,0.051,13.523,0.071,,,,,,
2023,283.966034,0.710769,G283.9660+00.7107,1,C,14.046,0.033,12.398,0.026,12.127,0.054,,,11.911,0.12,,
2024,283.96712,0.711956,G283.9671+00.7119,1,A,,,,,15.193,0.18,,,,,,
2025,283.963759,0.708644,G283.9637+00.7086,1,A,,,,,15.048,0.168,,,,,,
2026,283.962028,0.710314,G283.9620+00.7103,1,C,13.299,0.026,12.362,0.026,12.19,0.04,,,12.202,0.142,,
2027,283.96319,0.714142,G283.9631+00.7141,1,A,15.388,0.047,14.732,0.107,14.613,0.119,,,,,,
2028,283.973602,0.715928,G283.9736+00.7159,1,A,16.203,0.101,15.171,0.166,15.0,0.173,,,,,,
2029,283.971601,0.712892,G283.9716+00.7128,1,C,14.939,0.035,13.044,0.031,12.761,0.055,,,12.286,0.154,,
2030,283.97039,0.715839,G283.9703+00.7158,1,A,,,,,15.427,0.168,,,,,,
2031,283.97201,0.718547,G283.9720+00.7185,1,A,,,,,14.962,0.139,,,,,,
2032,283.973804,0.718342,G283.9738+00.7183,1,A,16.012,0.083,15.387,0.202,14.918,0.126,,,,,,
2033,283.973421,0.722294,G283.9734+00.7222,1,A,16.328,0.122,15.262,0.194,14.709,0.181,,,,,,
2034,283.972532,0.724067,G283.9725+00.7240,1,A,16.622,0.142,15.668,0.239,15.341,0.195,,,,,,
2035,283.970001,0.723611,G283.9700+00.7236,1,A,,,,,15.139,0.18,,,,,,
2036,283.968965,0.724819,G283.9689+00.7248,1,A,14.898,0.092,14.289,0.096,14.291,0.12,,,,,,
2037,283.965309,0.715406,G283.9653+00.7154,1,C,13.316,0.03,11.995,0.053,11.793,0.055,,,11.694,0.09,,
2038,283.967048,0.714003,G283.9670+00.7140,1,C,14.365,0.029,12.82,0.029,12.534,0.058,,,12.218,0.118,,
2039,283.966379,0.716711,G283.9663+00.7167,1,C,13.262,0.068,11.986,0.046,11.801,0.051,,,11.563,0.091,,
2040,283.966568,0.717467,G283.9665+00.7174,1,A,,,,,14.036,0.107,,,,,,
2041,283.968279,0.717408,G283.9682+00.7174,1,C,13.383,0.026,12.508,0.026,12.492,0.056,,,12.126,0.126,,
2042,283.967184,0.719422,G283.9671+00.7194,1,C,14.588,0.043,12.969,0.046,12.689,0.061,,,12.456,0.125,,
2043,283.966079,0.719369,G283.9660+00.7193,1,C,14.591,0.082,13.85,0.058,13.877,0.101,,,,,,
2044,283.964215,0.716856,G283.9642+00.7168,1,C,14.605,0.047,12.624,0.029,12.325,0.063,,,12.124,0.151,,
2045,283.961378,0.721697,G283.9613+00.7217,1,A,14.757,0.04,14.332,0.078,14.224,0.09,,,,,,
2046,283.955233,0.714617,G283.9552+00.7146,1,A,,,14.05,0.127,14.926,0.127,,,,,,
2047,283.953289,0.705931,G283.9532+00.7059,1,C,15.264,0.059,13.616,0.047,13.346,0.08,,,12.468,0.241,,
2048,283.949794,0.716406,G283.9497+00.7164,1,C,14.759,0.048,12.997,0.03,12.663,0.062,,,12.399,0.15,,
2049,283.948316,0.714472,G283.9483+00.7144,1,C,14.349,0.036,12.857,0.03,12.51,0.061,,,12.465,0.187,,
2050,283.94678,0.717236,G283.9467+00.7172,1,A,16.065,0.089,14.916,0.136,14.72,0.149,,,,,,
2051,283.959656,0.717578,G283.9596+00.7175,1,A,,,,,14.914,0.124,,,,,,
2052,283.954708,0.71635,G283.9547+00.7163,1,C,8.505,0.023,8.031,0.018,7.923,0.047,,,8.001,0.03,,
2053,283.95578,0.717739,G283.9557+00.7177,1,A,,,,,14.546,0.166,,,,,,
2054,283.954289,0.722233,G283.9542+00.7222,1,A,,,,,15.371,0.157,,,,,,
2055,283.956972,0.726742,G283.9569+00.7267,1,A,15.054,0.044,14.394,0.084,14.253,0.078,,,,,,
2056,283.952561,0.723594,G283.9525+00.7235,1,C,15.509,0.055,13.877,0.055,13.569,0.078,,,12.752,0.242,,
2057,283.948416,0.721397,G283.9484+00.7214,1,C,14.465,0.037,13.813,0.055,13.82,0.105,,,,,,
2058,283.945507,0.719189,G283.9455+00.7191,1,C,13.625,0.026,11.702,0.021,11.323,0.058,,,11.064,0.065,,
2059,283.946774,0.721289,G283.9467+00.7212,1,C,13.797,0.048,13.284,0.058,13.271,0.064,,,,,,
2060,283.948533,0.727383,G283.9485+00.7273,1,A,15.312,0.06,14.545,0.094,14.325,0.121,,,,,,
2061,283.949677,0.727608,G283.9496+00.7276,1,C,14.279,0.033,13.738,0.058,13.71,0.082,,,,,,
2062,283.973877,0.728481,G283.9738+00.7284,1,A,,,,,14.88,0.15,,,,,,
2063,283.974021,0.727483,G283.9740+00.7274,1,A,,,,,15.127,0.186,,,,,,
2064,283.971276,0.729908,G283.9712+00.7299,1,A,16.229,0.098,15.202,0.185,15.214,0.183,,,,,,
2065,283.970726,0.725397,G283.9707+00.7254,1,C,15.343,0.073,13.639,0.051,13.374,0.086,,,,,,
2066,283.969273,0.727531,G283.9692+00.7275,1,C,14.462,0.047,13.919,0.059,13.985,0.109,,,,,,
2067,283.967376,0.727839,G283.9673+00.7278,1,A,15.43,0.064,14.596,0.103,14.396,0.089,,,,,,
2068,283.96182,0.732383,G283.9618+00.7323,1,C,14.421,0.036,13.231,0.04,12.899,0.069,,,,,,
2069,283.958347,0.729919,G283.9583+00.7299,1,A,15.804,0.087,14.95,0.135,14.705,0.122,,,,,,
2070,283.957806,0.731164,G283.9578+00.7311,1,A,15.705,0.1,15.005,0.155,14.87,0.124,,,,,,
2071,283.972038,0.739294,G283.9720+00.7392,1,A,15.113,0.044,13.356,0.039,13.024,0.081,,,12.617,0.219,,
2072,283.966784,0.749211,G283.9667+00.7492,1,A,,,,,14.694,0.12,,,,,,
2073,283.967526,0.748739,G283.9675+00.7487,1,A,,,14.455,0.108,14.211,0.103,,,,,,
2074,283.963945,0.745853,G283.9639+00.7458,1,C,15.444,0.056,13.759,0.052,13.516,0.082,,,,,,
2075,283.963801,0.7478,G283.9638+00.7478,1,C,15.154,0.068,13.506,0.057,13.256,0.072,,,,,,
2076,283.961828,0.739628,G283.9618+00.7396,1,A,15.323,0.057,14.791,0.116,14.653,0.125,,,,,,
2077,283.959625,0.750458,G283.9596+00.7504,1,A,15.262,0.054,14.738,0.105,14.564,0.101,,,,,,
2078,283.955642,0.751578,G283.9556+00.7515,1,A,16.032,0.092,14.905,0.141,14.87,0.144,,,,,,
2079,283.954075,0.75085,G283.9540+00.7508,1,A,16.336,0.144,15.201,0.17,14.996,0.2,,,,,,
2080,283.954239,0.728736,G283.9542+00.7287,1,A,16.224,0.099,15.331,0.176,15.134,0.142,,,,,,
2081,283.950088,0.730106,G283.9500+00.7301,1,A,,,,,15.116,0.156,,,,,,
2082,283.951319,0.729328,G283.9513+00.7293,1,A,16.373,0.121,14.823,0.122,14.74,0.113,,,13.093,0.316,,
2083,283.950808,0.732317,G283.9508+00.7323,1,A,15.059,0.036,14.327,0.076,14.301,0.11,,,,,,
2084,283.955389,0.735864,G283.9553+00.7358,1,C,15.113,0.048,14.179,0.074,13.926,0.097,,,,,,
2085,283.954205,0.736664,G283.9542+00.7366,1,C,14.203,0.053,13.828,0.072,13.621,0.075,,,,,,
2086,283.9545,0.738931,G283.9545+00.7389,1,C,14.294,0.029,13.837,0.059,13.83,0.098,,,,,,
2087,283.952811,0.739928,G283.9528+00.7399,1,A,,,,,15.444,0.217,,,,,,
2088,283.94923,0.738481,G283.9492+00.7384,1,C,11.275,0.03,9.887,0.026,9.461,0.132,,,9.589,0.056,,
2089,283.945379,0.731542,G283.9453+00.7315,1,C,14.817,0.053,13.155,0.041,12.795,0.073,,,,,,
2090,283.94706,0.734025,G283.9470+00.7340,1,A,,,,,15.07,0.15,,,,,,
2091,283.94341,0.732039,G283.9434+00.7320,1,A,,,,,15.46,0.203,,,,,,
2092,283.942271,0.735514,G283.9422+00.7355,1,A,,,,,15.346,0.181,,,,,,
2093,283.947319,0.741061,G283.9473+00.7410,1,C,16.051,0.095,14.155,0.075,13.91,0.092,,,,,,
2094,283.944263,0.739539,G283.9442+00.7395,1,C,14.91,0.037,13.599,0.044,13.388,0.074,,,,,,
2095,283.94451,0.741675,G283.9445+00.7416,1,C,13.728,0.036,12.486,0.038,12.207,0.054,,,11.938,0.188,,
2096,283.943238,0.741889,G283.9432+00.7418,1,C,15.452,0.059,14.724,0.123,14.158,0.111,,,,,,
2097,283.940351,0.740589,G283.9403+00.7405,1,C,15.039,0.074,14.313,0.08,14.071,0.084,,,,,,
2098,283.939354,0.743022,G283.9393+00.7430,1,C,13.932,0.029,13.418,0.044,13.323,0.066,,,,,,
2099,283.952747,0.742406,G283.9527+00.7424,1,A,15.773,0.078,14.997,0.144,14.575,0.138,,,,,,
